epoch,total_loss,state_mse,pinn_loss,elapsed_seconds
0,9.22172737121582,9.221715927124023,1.1444091796875e-05,0.2074
1,9.1901216506958,9.190110206604004,1.1444091796875e-05,0.3833
2,9.075831413269043,9.07581901550293,1.239776611328125e-05,0.5679
3,9.047030448913574,9.047016143798828,1.430511474609375e-05,0.7128
4,9.04216480255127,9.042149543762207,1.52587890625e-05,0.9167
5,9.003874778747559,9.003859519958496,1.52587890625e-05,1.0979
6,8.949604988098145,8.949588775634766,1.621246337890625e-05,1.2407
7,8.9072847366333,8.907267570495605,1.71661376953125e-05,1.3908
8,8.883423805236816,8.883405685424805,1.811981201171875e-05,1.5415
9,8.8599271774292,8.859907150268555,2.002716064453125e-05,1.6997
10,8.825357437133789,8.825334548950195,2.288818359375e-05,1.8974
11,8.787690162658691,8.787665367126465,2.47955322265625e-05,2.0455
12,8.756842613220215,8.756814956665039,2.765655517578125e-05,2.1964
13,8.732048988342285,8.73201847076416,3.0517578125e-05,2.3462
14,8.704516410827637,8.704483032226562,3.337860107421875e-05,2.4933
15,8.669657707214355,8.669621467590332,3.62396240234375e-05,2.6382
16,8.631646156311035,8.631607055664062,3.910064697265625e-05,2.7805
17,8.597244262695312,8.59720230102539,4.1961669921875e-05,2.9254
18,8.569289207458496,8.569244384765625,4.482269287109375e-05,3.0673
19,8.545187950134277,8.545140266418457,4.76837158203125e-05,3.2101
20,8.520148277282715,8.520098686218262,4.9591064453125e-05,3.39
21,8.491493225097656,8.491440773010254,5.245208740234375e-05,3.531
22,8.460066795349121,8.46001148223877,5.53131103515625e-05,3.6702
23,8.42846393585205,8.428406715393066,5.7220458984375e-05,3.8113
24,8.39858627319336,8.398526191711426,6.008148193359375e-05,3.9529
25,8.370442390441895,8.370380401611328,6.198883056640625e-05,4.0971
26,8.342743873596191,8.342679977416992,6.389617919921875e-05,4.2406
27,8.314409255981445,8.314343452453613,6.580352783203125e-05,4.3811
28,8.285606384277344,8.285537719726562,6.866455078125e-05,4.5232
29,8.257328987121582,8.257258415222168,7.05718994140625e-05,4.6645
30,8.230040550231934,8.229968070983887,7.2479248046875e-05,4.8105
31,8.202998161315918,8.202923774719238,7.43865966796875e-05,4.9564
32,8.175226211547852,8.175148963928223,7.724761962890625e-05,5.102
33,8.146854400634766,8.146775245666504,7.915496826171875e-05,5.2498
34,8.118897438049316,8.118815422058105,8.20159912109375e-05,5.3952
35,8.091886520385742,8.091801643371582,8.487701416015625e-05,5.5421
36,8.065228462219238,8.065140724182129,8.7738037109375e-05,5.6865
