epoch,total_loss,mse_loss,test_mse_noisy,test_mse_clean,elapsed_seconds
0,1276.482666015625,1276.482666015625,1329.359375,1329.2071533203125,0.2578
1,1099.306640625,1099.306640625,1149.968994140625,1149.809326171875,0.3087
2,934.3552856445312,934.3552856445312,982.20361328125,982.0374755859375,0.3585
3,780.7679443359375,780.7679443359375,825.1934814453125,825.02197265625,0.4103
4,639.02197265625,639.02197265625,679.5390625,679.3624267578125,0.4675
5,514.9961547851562,514.9961547851562,551.6361083984375,551.4549560546875,0.5247
6,412.18389892578125,412.18389892578125,445.0271911621094,444.84375,0.5801
7,322.50384521484375,322.50384521484375,351.412353515625,351.2294006347656,0.6349
8,232.79653930664062,232.79653930664062,256.5976257324219,256.42083740234375,0.7005
9,159.14500427246094,159.14500427246094,176.82772827148438,176.66188049316406,0.7569
10,115.7917251586914,115.7917251586914,128.8040771484375,128.64576721191406,0.8091
11,91.3975830078125,91.3975830078125,100.91219329833984,100.7607192993164,0.8621
12,76.78434753417969,76.78434753417969,83.91758728027344,83.77505493164062,0.9201
13,69.7826156616211,69.7826156616211,71.85781860351562,71.7267074584961,0.9831
14,69.9041976928711,69.9041976928711,66.04645538330078,65.9350814819336,1.047
15,74.57868194580078,74.57868194580078,69.88037109375,69.78359985351562,1.1065
16,81.38407135009766,81.38407135009766,75.76929473876953,75.68156433105469,1.163
17,88.03857421875,88.03857421875,81.28993225097656,81.21137237548828,1.222
18,93.29141998291016,93.29141998291016,85.62763977050781,85.55857849121094,1.2769
19,96.71479797363281,96.71479797363281,88.36732482910156,88.30789947509766,1.3301
20,98.13142395019531,98.13142395019531,89.32008361816406,89.27014923095703,1.383
21,97.49076080322266,97.49076080322266,88.43036651611328,88.3895034790039,1.4355
22,94.80052947998047,94.80052947998047,85.70845794677734,85.6759033203125,1.4912
23,90.09078216552734,90.09078216552734,81.18695068359375,81.1616439819336,1.5457
24,83.43295288085938,83.43295288085938,74.92170715332031,74.90232849121094,1.5991
25,75.0459213256836,75.0459213256836,67.07722473144531,67.0623550415039,1.6561
26,65.5120849609375,65.5120849609375,58.13310623168945,58.12156295776367,1.7186
27,55.992591857910156,55.992591857910156,49.11806869506836,49.10942840576172,1.7799
28,47.8768424987793,47.8768424987793,41.449951171875,41.44467544555664,1.8423
29,41.83263397216797,41.83263397216797,35.988712310791016,35.98788070678711,1.9037
30,37.59418487548828,37.59418487548828,32.43836212158203,32.44244384765625,1.9602
