epoch,total_loss,state_mse,pinn_loss,elapsed_seconds,epoch_wall_time_s,nfe
0,9.210447311401367,9.210428237915039,1.9073486328125e-05,1.4764,1.476363,1718
1,9.044013977050781,9.04399585723877,1.811981201171875e-05,3.3965,1.920103,1688
2,8.908720970153809,8.90870189666748,1.9073486328125e-05,5.2568,1.860357,1790
3,8.811760902404785,8.811742782592773,1.811981201171875e-05,6.7332,1.476423,1682
4,8.748406410217285,8.748388290405273,1.811981201171875e-05,8.357,1.623722,1784
5,8.677753448486328,8.677734375,1.9073486328125e-05,10.2427,1.885707,1796
6,8.586670875549316,8.586649894714355,2.09808349609375e-05,11.7836,1.540937,1838
7,8.49448299407959,8.494458198547363,2.47955322265625e-05,13.351,1.567375,1760
8,8.414304733276367,8.414275169372559,2.956390380859375e-05,14.8339,1.48289,1736
9,8.34727668762207,8.347240447998047,3.62396240234375e-05,16.3854,1.551538,1844
10,8.28794002532959,8.287898063659668,4.1961669921875e-05,18.3413,1.955872,1838
11,8.230347633361816,8.230299949645996,4.76837158203125e-05,19.9257,1.584391,1796
12,8.171043395996094,8.170991897583008,5.14984130859375e-05,21.4146,1.488875,1742
13,8.10941219329834,8.109355926513672,5.626678466796875e-05,22.9354,1.520862,1850
14,8.047112464904785,8.047053337097168,5.91278076171875e-05,24.4938,1.558343,1718
15,7.987282752990723,7.987220764160156,6.198883056640625e-05,26.0371,1.543306,1844
16,7.933459281921387,7.933394908905029,6.437301635742188e-05,27.5948,1.557758,1784
17,7.887138843536377,7.887072563171387,6.628036499023438e-05,29.1847,1.589888,1790
18,7.84419584274292,7.8441267013549805,6.914138793945312e-05,30.7605,1.575798,1814
19,7.795701026916504,7.795627117156982,7.390975952148438e-05,32.2898,1.52929,1838
20,7.741098403930664,7.741018295288086,8.0108642578125e-05,34.3061,2.016266,1868
21,7.690096855163574,7.690009593963623,8.726119995117188e-05,35.8753,1.569256,1850
22,7.64589786529541,7.645804405212402,9.34600830078125e-05,37.448,1.572657,1850
23,7.604294300079346,7.604195594787598,9.870529174804688e-05,39.0419,1.593933,1826
24,7.560409069061279,7.560306072235107,0.000102996826171875,40.5732,1.531281,1808
25,7.512763977050781,7.512657642364502,0.00010633468627929688,42.1031,1.529956,1784
26,7.464305877685547,7.464196681976318,0.00010919570922851562,43.6544,1.551252,1814
27,7.4214768409729,7.421365737915039,0.00011110305786132812,45.2419,1.587459,1838
28,7.384260177612305,7.384146690368652,0.00011348724365234375,46.7727,1.530886,1838
29,7.332657337188721,7.332537651062012,0.00011968612670898438,48.3547,1.581946,1808
30,7.293844223022461,7.29371976852417,0.00012445449829101562,49.8958,1.541101,1820
31,7.2552008628845215,7.255072116851807,0.00012874603271484375,51.433,1.537235,1856
32,7.212042331695557,7.211910724639893,0.0001316070556640625,52.9738,1.540806,1808
33,7.16666841506958,7.166534900665283,0.000133514404296875,54.5499,1.576077,1820
34,7.127589225769043,7.1274542808532715,0.00013494491577148438,56.0891,1.539225,1844
35,7.093790054321289,7.093652725219727,0.0001373291015625,57.6208,1.531646,1850
36,7.049777984619141,7.049635887145996,0.00014209747314453125,59.2222,1.601429,1820
37,7.017125129699707,7.016978740692139,0.00014638900756835938,60.7774,1.555219,1832
38,6.983416557312012,6.983266830444336,0.00014972686767578125,62.3357,1.558262,1796
39,6.946025371551514,6.945872783660889,0.000152587890625,63.9348,1.599152,1796
40,6.909032821655273,6.908878803253174,0.00015401840209960938,65.4701,1.535295,1802
41,6.879459857940674,6.879303932189941,0.00015592575073242188,66.9874,1.517247,1814
42,6.8470540046691895,6.846895217895508,0.00015878677368164062,68.5694,1.581979,1814
43,6.81293249130249,6.812769412994385,0.00016307830810546875,70.0863,1.51698,1790
44,6.7841362953186035,6.783968925476074,0.00016736984252929688,71.593,1.50664,1784
45,6.755346775054932,6.755176067352295,0.00017070770263671875,73.1278,1.534867,1784
