epoch,total_loss,mse_loss,test_mse_noisy,test_mse_clean,elapsed_seconds
0,6.496945381164551,6.496945381164551,6.765501976013184,6.76086950302124,0.1693
1,6.45468282699585,6.45468282699585,6.722464084625244,6.717923641204834,0.1715
2,6.413224220275879,6.413224220275879,6.68023681640625,6.675787448883057,0.1724
3,6.372605323791504,6.372605323791504,6.63876485824585,6.634404182434082,0.1732
4,6.332747459411621,6.332747459411621,6.59799337387085,6.5937180519104,0.1743
5,6.29355525970459,6.29355525970459,6.557884216308594,6.553689479827881,0.1752
6,6.255063056945801,6.255063056945801,6.518431186676025,6.5143141746521,0.1758
7,6.217177391052246,6.217177391052246,6.47964334487915,6.475599765777588,0.1767
8,6.179947853088379,6.179947853088379,6.441567897796631,6.437596321105957,0.1776
9,6.143324375152588,6.143324375152588,6.404080390930176,6.400176048278809,0.1788
10,6.107260704040527,6.107260704040527,6.3671746253967285,6.363333702087402,0.1796
11,6.071688652038574,6.071688652038574,6.330742835998535,6.32696533203125,0.1807
12,6.03659725189209,6.03659725189209,6.294726371765137,6.29101037979126,0.1831
13,6.00201940536499,6.00201940536499,6.259174823760986,6.255517482757568,0.1843
14,5.967869758605957,5.967869758605957,6.223662853240967,6.220064640045166,0.1863
15,5.93409538269043,5.93409538269043,6.188355922698975,6.184813022613525,0.1875
16,5.900639533996582,5.900639533996582,6.153245449066162,6.149755477905273,0.1892
17,5.867345809936523,5.867345809936523,6.118356704711914,6.114916801452637,0.19
18,5.834234714508057,5.834234714508057,6.083613872528076,6.080220699310303,0.1912
19,5.801327705383301,5.801327705383301,6.049008369445801,6.045659065246582,0.1923
20,5.768571376800537,5.768571376800537,6.014449119567871,6.011141300201416,0.193
21,5.735949516296387,5.735949516296387,5.980050086975098,5.976781368255615,0.1936
22,5.703397274017334,5.703397274017334,5.94521427154541,5.9419941902160645,0.1943
23,5.670884609222412,5.670884609222412,5.909972190856934,5.906800270080566,0.1963
24,5.638275146484375,5.638275146484375,5.874551296234131,5.871424198150635,0.1978
25,5.605587959289551,5.605587959289551,5.838932991027832,5.835849761962891,0.1989
26,5.572843551635742,5.572843551635742,5.8028974533081055,5.799853801727295,0.1996
27,5.539988040924072,5.539988040924072,5.7666120529174805,5.763606071472168,0.2007
28,5.506945610046387,5.506945610046387,5.730002403259277,5.7270331382751465,0.2013
29,5.473584175109863,5.473584175109863,5.6930317878723145,5.690098762512207,0.2019
30,5.439948081970215,5.439948081970215,5.655779838562012,5.6528825759887695,0.2025
31,5.4060163497924805,5.4060163497924805,5.618182182312012,5.615320205688477,0.2031
32,5.371755123138428,5.371755123138428,5.580179691314697,5.577352046966553,0.2037
33,5.337136745452881,5.337136745452881,5.541543006896973,5.538749694824219,0.2044
34,5.302126407623291,5.302126407623291,5.502512454986572,5.499754905700684,0.2056
35,5.266748428344727,5.266748428344727,5.4630303382873535,5.460308074951172,0.2064
36,5.230927467346191,5.230927467346191,5.422976016998291,5.4202880859375,0.2071
37,5.194615364074707,5.194615364074707,5.382466793060303,5.379814147949219,0.2088
38,5.1576828956604,5.1576828956604,5.341361999511719,5.3387451171875,0.2096
39,5.120320796966553,5.120320796966553,5.299712181091309,5.297130584716797,0.2103
40,5.082333564758301,5.082333564758301,5.2574334144592285,5.25488805770874,0.2109
41,5.043665885925293,5.043665885925293,5.214415550231934,5.211905479431152,0.2115
42,5.0043463706970215,5.0043463706970215,5.170651435852051,5.168177127838135,0.212
43,4.964478969573975,4.964478969573975,5.126162528991699,5.123723030090332,0.2126
44,4.924095153808594,4.924095153808594,5.080885410308838,5.078482151031494,0.2134
