epoch,stage2_loss,temperature_MSE,peak_T_K,ignites,ignition_delay_s,thermo_linear_norm,coeff_H2,coeff_H,coeff_O,coeff_O2,coeff_OH,coeff_H2O,coeff_HO2,coeff_H2O2,coeff_N2
0,,2.987070e+01,1050.0,False,,4.848271e+04,328.728,13783.3,2612.59,2784.38,4162.18,-26204.9,2619.61,23082.3,30037.1
1,9.221727e+00,2.926722e+01,1050.5,False,,4.848271e+04,328.726,13783.3,2612.6,2784.38,4162.18,-26204.9,2619.61,23082.3,30037.1
2,9.190122e+00,2.785124e+01,1057.0,False,,4.848270e+04,328.724,13783.3,2612.6,2784.38,4162.18,-26204.9,2619.61,23082.3,30037.1
5,9.042165e+00,2.625267e+01,1088.7,False,,4.848270e+04,328.718,13783.3,2612.6,2784.37,4162.17,-26204.9,2619.61,23082.3,30037.1
10,8.859927e+00,2.819436e+01,1073.1,False,,4.848270e+04,328.708,13783.3,2612.61,2784.36,4162.16,-26204.9,2619.62,23082.3,30037.1
20,8.545188e+00,2.494236e+01,1137.8,False,,4.848270e+04,328.686,13783.3,2612.64,2784.34,4162.16,-26204.9,2619.63,23082.3,30037.1
50,7.712111e+00,2.148440e+01,1242.1,True,0.000000e+00,4.848277e+04,328.613,13783.4,2612.7,2784.27,4162.23,-26204.9,2619.67,23082.3,30037.2
100,6.417957e+00,1.814887e+01,1410.0,True,0.000000e+00,4.848293e+04,328.472,13783.5,2612.82,2784.13,4162.4,-26205,2619.75,23082.3,30037.3
200,5.629252e+00,1.176326e+01,1918.1,True,0.000000e+00,4.848334e+04,328.206,13783.6,2612.96,2783.86,4162.69,-26205.3,2619.87,23082.3,30037.6
500,4.997368e+00,8.154621e+00,2137.4,True,0.000000e+00,4.848442e+04,327.549,13784.2,2613.38,2783.12,4163.35,-26205.9,2620.19,23082.3,30038.5
