epoch,total_loss,state_mse,pinn_loss,elapsed_seconds,epoch_wall_time_s,nfe
0,37.0607795715332,37.060752868652344,2.6702880859375e-05,1.4314,1.431432,1484
1,56.970619201660156,56.970584869384766,3.4332275390625e-05,2.8526,1.42118,1274
2,51.11777114868164,51.11773681640625,3.4332275390625e-05,4.1456,1.292947,1250
3,47.0758171081543,47.075782775878906,3.4332275390625e-05,5.207,1.061425,1196
4,43.988616943359375,43.988582611083984,3.4332275390625e-05,6.259,1.05206,1268
5,40.690059661865234,40.690025329589844,3.4332275390625e-05,7.5476,1.288561,1304
6,38.75408172607422,38.75404739379883,3.4332275390625e-05,8.7111,1.163448,1256
7,37.11833572387695,37.11830520629883,3.0517578125e-05,9.7879,1.076893,1226
8,35.70474624633789,35.704715728759766,3.0517578125e-05,10.7841,0.996149,1220
9,34.46135711669922,34.461326599121094,3.0517578125e-05,11.9031,1.118988,1190
10,33.34075164794922,33.340721130371094,3.0517578125e-05,13.2293,1.326174,1244
11,32.28889846801758,32.28886795043945,3.0517578125e-05,14.3864,1.157105,1298
12,30.301956176757812,30.301925659179688,3.0517578125e-05,15.4493,1.062958,1208
13,28.22037124633789,28.220340728759766,3.0517578125e-05,16.5584,1.10904,1358
14,27.165122985839844,27.16509246826172,3.0517578125e-05,17.5919,1.033525,1274
15,25.444002151489258,25.4439697265625,3.24249267578125e-05,18.6315,1.039579,1268
16,23.8376407623291,23.837608337402344,3.24249267578125e-05,19.799,1.167523,1094
17,23.417646408081055,23.417613983154297,3.24249267578125e-05,20.8468,1.04786,1190
18,22.957317352294922,22.957284927368164,3.24249267578125e-05,21.9061,1.059216,1220
19,21.816312789916992,21.816280364990234,3.24249267578125e-05,22.962,1.05589,1184
20,21.565534591674805,21.565502166748047,3.24249267578125e-05,24.1403,1.178368,1172
21,21.336856842041016,21.336824417114258,3.24249267578125e-05,25.1149,0.974599,1166
22,21.128652572631836,21.128620147705078,3.24249267578125e-05,26.2189,1.103961,1136
23,20.938894271850586,20.938859939575195,3.4332275390625e-05,27.1907,0.97184,1118
24,20.76613998413086,20.76610565185547,3.4332275390625e-05,28.144,0.953242,1154
25,20.60898208618164,20.60894775390625,3.4332275390625e-05,29.1728,1.028812,1148
26,20.465869903564453,20.465835571289062,3.4332275390625e-05,30.2047,1.031931,1178
27,20.33536720275879,20.3353328704834,3.4332275390625e-05,31.2576,1.052894,1136
28,20.216196060180664,20.216161727905273,3.4332275390625e-05,32.328,1.070392,1172
29,20.107282638549805,20.107248306274414,3.4332275390625e-05,33.3702,1.042171,1178
30,20.007781982421875,20.007747650146484,3.4332275390625e-05,34.3048,0.934643,1100
31,19.916894912719727,19.916860580444336,3.4332275390625e-05,35.2647,0.959906,1154
32,19.833890914916992,19.8338565826416,3.4332275390625e-05,36.2044,0.939687,1160
33,19.758182525634766,19.758148193359375,3.4332275390625e-05,37.321,1.116645,1154
34,19.68931770324707,19.68928337097168,3.4332275390625e-05,38.349,1.027912,1178
35,19.62655258178711,19.62651824951172,3.4332275390625e-05,39.2996,0.950661,1154
