epoch,total_loss,species_mse,pinn_loss,elapsed_seconds,epoch_wall_time_s,nfe
72,7.9952073097229,7.995206356048584,7.587400432385039e-07,5.6309,0.112813,26
73,7.9938435554504395,7.993842601776123,7.913655508673401e-07,5.7448,0.113919,26
74,7.992446422576904,7.992445468902588,8.250747782767576e-07,5.8612,0.116376,26
75,7.991013050079346,7.991012096405029,8.598693170824845e-07,5.9787,0.117514,26
76,7.989548206329346,7.989547252655029,8.957276804721914e-07,6.1105,0.131839,32
77,7.9880475997924805,7.988046646118164,9.327062002739694e-07,6.2424,0.131913,32
78,7.986512184143066,7.98651123046875,9.707946446724236e-07,6.3758,0.133395,32
79,7.984938144683838,7.9849371910095215,1.0099890914716525e-06,6.5095,0.133689,32
80,7.9833245277404785,7.983323574066162,1.0503092653380008e-06,6.645,0.135481,32
81,7.981667518615723,7.981666564941406,1.0917621011685696e-06,6.7885,0.143548,32
82,7.979963779449463,7.9799628257751465,1.1343703363309032e-06,6.9497,0.161148,32
83,7.978212356567383,7.978211402893066,1.1781216926465277e-06,7.105,0.155359,38
84,7.976406097412109,7.976404666900635,1.2230693755554967e-06,7.2575,0.152443,38
85,7.974542140960693,7.974540710449219,1.2692380551015958e-06,7.4143,0.156854,38
86,7.9726176261901855,7.972616195678711,1.316635916737141e-06,7.5654,0.151099,38
87,7.970630645751953,7.9706292152404785,1.3653200312546687e-06,7.7191,0.153626,38
88,7.968576908111572,7.968575477600098,1.4152606127026957e-06,7.8717,0.152599,38
89,7.966454982757568,7.966453552246094,1.4664686887044809e-06,8.0437,0.172019,44
90,7.964262008666992,7.964260578155518,1.5190863678071764e-06,8.2166,0.172889,44
91,7.9619975090026855,7.961996078491211,1.57305089487636e-06,8.3987,0.182153,44
92,7.959659576416016,7.959658145904541,1.6283402146655135e-06,8.5728,0.174063,44
93,7.957249164581299,7.957247257232666,1.685121787886601e-06,8.7453,0.172499,44
94,7.9547624588012695,7.954760551452637,1.7433466155125643e-06,8.9166,0.171319,44
95,7.9521989822387695,7.952197074890137,1.8030358432952198e-06,9.0989,0.182257,44
96,7.949560642242432,7.949558734893799,1.8641393353391322e-06,9.2732,0.174378,44
97,7.94684362411499,7.946841716766357,1.926901859405916e-06,9.4458,0.172587,44
98,7.944047451019287,7.944045543670654,1.9911151412088657e-06,9.6229,0.177096,44
99,7.941171646118164,7.941169738769531,2.056835455732653e-06,9.7996,0.176626,44
100,7.938216209411621,7.938214302062988,2.1241980903141666e-06,9.9735,0.173975,44
101,7.935177803039551,7.93517541885376,2.1932453364570392e-06,10.1496,0.176074,44
102,7.932056427001953,7.932054042816162,2.2638371319771977e-06,10.3365,0.186931,44
103,7.928850173950195,7.928847789764404,2.3360589693766087e-06,10.5092,0.172619,44
104,7.925558567047119,7.925556182861328,2.4100511382130207e-06,10.6821,0.172903,44
105,7.922173976898193,7.922171592712402,2.4857477001205552e-06,10.8332,0.151154,38
106,7.918703556060791,7.918701171875,2.5632027700339677e-06,10.9985,0.165268,38
107,7.915144920349121,7.915142059326172,2.642455910972785e-06,11.1534,0.15494,38
108,7.911492347717285,7.911489486694336,2.72353895525157e-06,11.3046,0.151208,38
109,7.907745838165283,7.907742977142334,2.806493057505577e-06,11.4598,0.155191,38
110,7.903905391693115,7.903902530670166,2.89128161057306e-06,11.6358,0.176021,38
111,7.899967193603516,7.899964332580566,2.9780512704746798e-06,11.7915,0.155674,38
112,7.895931720733643,7.895928859710693,3.066850467803306e-06,11.9467,0.155178,38
113,7.891796588897705,7.891793251037598,3.1577110348735005e-06,12.1036,0.156958,38
114,7.887560844421387,7.887557506561279,3.2506734441994922e-06,12.2607,0.157005,38
115,7.883218765258789,7.883215427398682,3.3457088193245e-06,12.4162,0.155594,38
116,7.878710746765137,7.878707408905029,3.4433746805007104e-06,12.6567,0.240494,62
117,7.874169826507568,7.874166488647461,3.5431071410130244e-06,12.8755,0.218738,56
118,7.8695220947265625,7.869518280029297,3.6448868740990292e-06,13.1393,0.263843,56
119,7.864774227142334,7.864770412445068,3.749318693735404e-06,13.3645,0.225173,56
120,7.859926223754883,7.859922409057617,3.856197054119548e-06,13.5991,0.23463,62
121,7.854972839355469,7.854969024658203,3.9651672523177695e-06,13.7921,0.192981,50
122,7.849924087524414,7.84991979598999,4.07693778470275e-06,13.9871,0.195016,50
123,7.844783306121826,7.844779014587402,4.191335847281152e-06,14.2003,0.213188,56
124,7.839546203613281,7.839541912078857,4.307959898142144e-06,14.4178,0.217468,56
125,7.834219932556152,7.8342156410217285,4.427211479196558e-06,14.6325,0.214676,56
126,7.82880973815918,7.828804969787598,4.5488664000004064e-06,14.8486,0.216142,56
127,7.823315143585205,7.823310375213623,4.6728109737159684e-06,15.0723,0.223724,56
128,7.817741394042969,7.817736625671387,4.799060207005823e-06,15.2933,0.221028,56
129,7.81209135055542,7.812086582183838,4.927469490212388e-06,15.5094,0.216039,56
130,7.806365013122559,7.806359767913818,5.05772868564236e-06,15.7257,0.216334,56
131,7.800550937652588,7.800545692443848,5.189916919334792e-06,15.9205,0.194787,50
132,7.794673442840576,7.794668197631836,5.32372450834373e-06,16.1184,0.19785,50
133,7.788718223571777,7.788712978363037,5.459176463773474e-06,16.3146,0.196223,50
134,7.782682418823242,7.782676696777344,5.595804850599961e-06,16.512,0.197448,50
135,7.776561260223389,7.77655553817749,5.733733814849984e-06,16.7097,0.197662,50
136,7.770352363586426,7.770346641540527,5.872662313777255e-06,16.9093,0.199609,50
137,7.7640061378479,7.763999938964844,6.012235189700732e-06,17.2504,0.341072,68
138,7.7576165199279785,7.757610321044922,6.153344202175504e-06,17.5121,0.261708,68
139,7.7511396408081055,7.751133441925049,6.295833372860216e-06,17.7678,0.255673,68
140,7.744589328765869,7.744582653045654,6.440192464651773e-06,18.0313,0.263497,68
141,7.737970352172852,7.737963676452637,6.585359187738504e-06,18.2821,0.250835,62
142,7.731256008148193,7.7312493324279785,6.731823759764666e-06,18.5322,0.250116,62
143,7.724466800689697,7.724460124969482,6.880316504975781e-06,18.7799,0.247684,62
144,7.717602729797363,7.71759557723999,7.030636425042758e-06,19.0232,0.243312,62
145,7.710672378540039,7.710665225982666,7.183413799793925e-06,19.2905,0.267291,62
146,7.703680515289307,7.703673362731934,7.337865099543706e-06,19.8399,0.549414,86
147,7.6966071128845215,7.69659948348999,7.4951863098249305e-06,20.196,0.356086,80
148,7.6894731521606445,7.689465522766113,7.655327863176353e-06,20.4161,0.220137,56
149,7.682252407073975,7.682244777679443,7.818488484190311e-06,20.6748,0.25871,56
150,7.674973964691162,7.674965858459473,7.984910553204827e-06,20.9112,0.23634,56
151,7.667637825012207,7.667629718780518,8.154833267326467e-06,21.1325,0.221357,56
152,7.660236835479736,7.660228729248047,8.32722525956342e-06,21.4231,0.290609,74
153,7.65276575088501,7.652757167816162,8.50397645990597e-06,21.6727,0.249511,62
154,7.645237445831299,7.645228862762451,8.683329724590294e-06,21.911,0.23836,56
155,7.637626647949219,7.637617588043213,8.866682037478313e-06,22.1477,0.236641,56
156,7.629963397979736,7.6299543380737305,9.053630492417142e-06,22.355,0.207393,50
157,7.6222405433654785,7.622231483459473,9.244440661859699e-06,22.5511,0.196051,50
158,7.6144609451293945,7.6144514083862305,9.437487278773915e-06,22.8872,0.336138,92
159,7.6066203117370605,7.6066107749938965,9.635603419155814e-06,23.1061,0.218825,56
160,7.598700523376465,7.598690509796143,9.835660421231296e-06,23.4041,0.298055,80
161,7.590729236602783,7.590719223022461,1.0039845619758125e-05,23.6428,0.238732,62
162,7.582686424255371,7.582676410675049,1.0247617865388747e-05,23.9061,0.263263,68
163,7.5745954513549805,7.5745849609375,1.045948374667205e-05,24.1341,0.228014,56
164,7.566439628601074,7.566429138183594,1.0674444638425484e-05,24.3816,0.247456,62
165,7.55821418762207,7.558203220367432,1.0892871614487376e-05,24.5994,0.217846,50
166,7.549923896789551,7.549912929534912,1.111460369429551e-05,24.7765,0.177037,44
167,7.541577339172363,7.541565895080566,1.1341019671817776e-05,24.951,0.174525,44
168,7.53316593170166,7.533154487609863,1.1571011782507412e-05,25.1494,0.198371,50
169,7.524693012237549,7.524681091308594,1.1805131180153694e-05,25.3484,0.198995,50
170,7.516139984130859,7.516128063201904,1.204210002470063e-05,25.5642,0.215802,56
171,7.507518768310547,7.507506370544434,1.2284290278330445e-05,25.9303,0.366176,98
172,7.498844146728516,7.498831748962402,1.2531991160358302e-05,26.1947,0.264375,68
173,7.490085124969482,7.490072250366211,1.2782582416548394e-05,26.5278,0.333142,86
174,7.481255054473877,7.4812421798706055,1.3037210010224953e-05,26.7884,0.2606,68
175,7.472367763519287,7.472354412078857,1.329621682089055e-05,27.1298,0.34131,92
176,7.463409900665283,7.4633965492248535,1.356004304398084e-05,27.4352,0.30549,80
177,7.454370021820068,7.4543561935424805,1.3825764654029626e-05,27.821,0.385737,104
178,7.445255279541016,7.4452409744262695,1.4096223821979947e-05,28.0873,0.266319,68
179,7.4360809326171875,7.436066627502441,1.4369908967637457e-05,28.3536,0.266303,68
180,7.426844120025635,7.4268293380737305,1.464764318370726e-05,28.6194,0.265841,68
181,7.417523384094238,7.417508602142334,1.4926904441381339e-05,28.9567,0.337288,86
182,7.408132076263428,7.408116817474365,1.5210022866085637e-05,29.298,0.341283,86
183,7.398674011230469,7.398658752441406,1.549639637232758e-05,29.6256,0.327604,86
184,7.3891472816467285,7.389131546020508,1.5785713912919164e-05,29.9464,0.32079,86
185,7.379547595977783,7.379531383514404,1.6078231055871584e-05,30.2511,0.304645,80
186,7.369881629943848,7.369865417480469,1.6373580365325324e-05,30.5585,0.307446,80
187,7.360143184661865,7.360126495361328,1.6672413039486855e-05,30.9031,0.344559,92
188,7.350350379943848,7.350333213806152,1.697323750704527e-05,31.1887,0.285679,74
189,7.340483665466309,7.340466499328613,1.7276997823501006e-05,31.4711,0.282328,74
190,7.330552577972412,7.330534934997559,1.758331745804753e-05,31.7527,0.281671,74
191,7.320557117462158,7.3205389976501465,1.789218731573783e-05,32.0391,0.286351,74
192,7.310496807098389,7.310478687286377,1.8203212675871328e-05,32.3301,0.291047,74
193,7.300374507904053,7.300355911254883,1.851616434578318e-05,32.6132,0.283099,74
194,7.290188789367676,7.290170192718506,1.883088225440588e-05,32.9202,0.306958,74
195,7.279942035675049,7.279922962188721,1.9147086277371272e-05,33.201,0.28079,74
196,7.269635200500488,7.269615650177002,1.946466727531515e-05,33.4884,0.287408,74
197,7.259270668029785,7.259251117706299,1.9783312382060103e-05,33.792,0.30364,80
198,7.248842239379883,7.248822212219238,2.0103208953514695e-05,34.0973,0.305266,80
199,7.2383551597595215,7.238334655761719,2.042400410573464e-05,34.4225,0.325222,86
200,7.22781229019165,7.2277913093566895,2.0745841538882814e-05,34.7439,0.321384,86
201,7.217218399047852,7.217197418212891,2.1068575733806938e-05,35.0621,0.318245,86
202,7.206556797027588,7.206535339355469,2.1392546841525473e-05,35.3854,0.323272,86
203,7.1958537101745605,7.195831775665283,2.1716869014198892e-05,35.7805,0.39504,104
204,7.185075759887695,7.185053825378418,2.2043061107979156e-05,36.1468,0.366339,98
205,7.174254417419434,7.174232006072998,2.2369677026290447e-05,36.496,0.349233,92
206,7.163393974304199,7.1633710861206055,2.2697158783557825e-05,36.7846,0.288538,74
207,7.152463912963867,7.152441024780273,2.302508983120788e-05,37.1584,0.373808,92
208,7.141485214233398,7.1414618492126465,2.3353755750576966e-05,37.5096,0.351237,92
209,7.13044548034668,7.1304216384887695,2.36826508626109e-05,37.8733,0.363714,98
210,7.1193647384643555,7.119340896606445,2.4012255380512215e-05,38.2173,0.343975,92
211,7.10823392868042,7.108209609985352,2.434218185953796e-05,38.6636,0.446251,92
212,7.097071170806885,7.097046375274658,2.467243575665634e-05,38.9937,0.330115,86
213,7.08582878112793,7.085803985595703,2.500341179256793e-05,39.3395,0.345811,92
214,7.074569225311279,7.0745439529418945,2.5334724341519177e-05,39.7163,0.376836,86
215,7.063237190246582,7.063211441040039,2.5666719011496753e-05,40.0827,0.366395,92
216,7.051886558532715,7.051860332489014,2.5999193894676864e-05,40.4097,0.326986,86
217,7.040475845336914,7.040449619293213,2.6332401830586605e-05,40.7333,0.323635,86
218,7.029024600982666,7.028997898101807,2.666610998858232e-05,41.1578,0.424487,116
219,7.017523765563965,7.017496585845947,2.7002248316421174e-05,41.464,0.306227,80
220,7.005987167358398,7.005959987640381,2.733705514401663e-05,41.7754,0.311325,80
221,6.994414806365967,6.994387149810791,2.7670706913340837e-05,42.1051,0.329771,86
222,6.9827985763549805,6.9827704429626465,2.8006663342239335e-05,42.5209,0.415743,98
223,6.971144676208496,6.971116542816162,2.8343143640086055e-05,42.8814,0.360481,98
224,6.959453105926514,6.9594244956970215,2.8680091418209486e-05,43.315,0.433616,98
225,6.947726249694824,6.947697162628174,2.901794323406648e-05,43.7581,0.443156,98
226,6.935965538024902,6.935935974121094,2.935646080004517e-05,44.1623,0.404159,98
227,6.924169540405273,6.924139976501465,2.969553133880254e-05,44.6518,0.48947,98
228,6.9123382568359375,6.912308216094971,3.0036148018552922e-05,44.9418,0.290043,68
229,6.900484085083008,6.900453567504883,3.037518763449043e-05,45.3546,0.412821,98
230,6.888599395751953,6.888568878173828,3.0715174943907186e-05,45.7473,0.39271,98
231,6.876679420471191,6.876648426055908,3.1057759770192206e-05,46.1637,0.416374,98
232,6.864736557006836,6.8647050857543945,3.140029730275273e-05,46.5749,0.411226,98
233,6.852766513824463,6.852734565734863,3.17436752084177e-05,46.9613,0.386376,92
234,6.840778827667236,6.840746879577637,3.2087576983030885e-05,47.313,0.351671,86
235,6.8287529945373535,6.828720569610596,3.2434178137918934e-05,47.5972,0.284214,68
236,6.816719055175781,6.816686153411865,3.277813084423542e-05,47.9936,0.396444,92
237,6.8046650886535645,6.804632186889648,3.312403350719251e-05,48.3592,0.365572,92
238,6.792580604553223,6.792547225952148,3.347204619785771e-05,48.7484,0.389144,98
239,6.78048849105835,6.780454635620117,3.382063005119562e-05,49.1869,0.438542,110
240,6.768377304077148,6.768342971801758,3.417039260966703e-05,49.601,0.414058,104
241,6.756248950958252,6.756214618682861,3.452088276389986e-05,50.0182,0.417264,104
242,6.744113445281982,6.744078636169434,3.487159847281873e-05,50.4102,0.391946,98
243,6.731960773468018,6.7319254875183105,3.5224147723056376e-05,50.8213,0.411158,104
244,6.719801902770996,6.719766139984131,3.5576740629039705e-05,51.2343,0.412998,98
245,6.707637310028076,6.707601547241211,3.5930457670474425e-05,51.6775,0.44322,98
246,6.695455551147461,6.6954193115234375,3.6286724935052916e-05,52.1666,0.489017,98
247,6.683270454406738,6.683233737945557,3.6643294151872396e-05,52.5411,0.374512,92
248,6.67108678817749,6.67104959487915,3.70005946024321e-05,52.9133,0.372177,92
249,6.658899307250977,6.658862113952637,3.735880090971477e-05,53.3181,0.404847,98
250,6.6467061042785645,6.646668434143066,3.771828050957993e-05,53.7687,0.450631,92
251,6.634516716003418,6.634478569030762,3.807912798947655e-05,54.1942,0.425506,92
252,6.622323513031006,6.622284889221191,3.84410705009941e-05,54.5916,0.397412,92
253,6.610140323638916,6.610101699829102,3.8803565985290334e-05,55.0192,0.427585,98
254,6.597951889038086,6.597912788391113,3.9168338844319806e-05,55.4112,0.391979,92
255,6.58577299118042,6.585733413696289,3.953324630856514e-05,55.7964,0.38515,92
256,6.573606014251709,6.57356595993042,3.989843753515743e-05,56.2847,0.488295,98
257,6.561439037322998,6.561398983001709,4.02665973524563e-05,56.6978,0.41315,98
258,6.549283027648926,6.5492424964904785,4.0635233744978905e-05,57.1056,0.407748,92
259,6.537143707275391,6.537102699279785,4.100409205420874e-05,57.5748,0.469209,98
260,6.5250115394592285,6.524970054626465,4.137456198805012e-05,57.9846,0.409876,98
261,6.512892246246338,6.512850284576416,4.174629066255875e-05,58.4636,0.478919,98
262,6.500783443450928,6.500741481781006,4.211900886730291e-05,58.8581,0.394552,92
263,6.488701343536377,6.488658905029297,4.2492283682804555e-05,59.2764,0.418274,92
264,6.476626396179199,6.476583480834961,4.286777038942091e-05,59.7224,0.446012,98
265,6.46458625793457,6.464542865753174,4.3242762330919504e-05,60.1504,0.427981,98
266,6.452561855316162,6.452518463134766,4.361928949947469e-05,60.5497,0.399365,92
267,6.4405622482299805,6.440518379211426,4.399632234708406e-05,60.9856,0.435882,98
268,6.428584575653076,6.428540229797363,4.437493407749571e-05,61.2657,0.280067,62
269,6.416640281677246,6.416595458984375,4.4753174734069034e-05,61.5568,0.291118,62
270,6.404728412628174,6.4046831130981445,4.513308886089362e-05,61.8291,0.272321,62
271,6.392850399017334,6.392805099487305,4.5512046199291945e-05,62.1991,0.369988,86
272,6.381012916564941,6.380967140197754,4.589268792187795e-05,62.6428,0.443674,86
273,6.36921501159668,6.369168758392334,4.6272929466795176e-05,63.0292,0.386405,86
274,6.357468605041504,6.357421875,4.6654680772917345e-05,63.3315,0.302258,68
275,6.345765590667725,6.3457183837890625,4.703497688751668e-05,63.6323,0.300833,68
276,6.334110260009766,6.3340630531311035,4.741733937407844e-05,63.905,0.272713,62
277,6.322517395019531,6.322469711303711,4.779783921549097e-05,64.2733,0.368272,86
278,6.310974597930908,6.31092643737793,4.817912486032583e-05,64.8015,0.528257,86
279,6.299495697021484,6.299447059631348,4.856020677834749e-05,65.1182,0.316658,68
280,6.288080215454102,6.288031101226807,4.8941416025627404e-05,65.402,0.283846,62
281,6.276740550994873,6.276691436767578,4.932116644340567e-05,65.8331,0.43108,98
282,6.265467166900635,6.265417575836182,4.970190639141947e-05,66.191,0.357839,86
283,6.254268646240234,6.254218578338623,5.008033258491196e-05,66.5849,0.393969,80
284,6.243133068084717,6.243082523345947,5.0461596401873976e-05,66.9847,0.399793,86
285,6.232089519500732,6.232038497924805,5.083699579699896e-05,67.3597,0.374934,86
286,6.2212138175964355,6.221162796020508,5.122400398249738e-05,67.6583,0.298609,74
287,6.210920333862305,6.210868835449219,5.1581791922217235e-05,67.9982,0.339955,86
288,6.2008957862854,6.200843811035156,5.1989722123835236e-05,68.3577,0.359513,92
289,6.188935279846191,6.188882827758789,5.2342664275784045e-05,68.6978,0.34009,86
290,6.178393840789795,6.178340911865234,5.271801273920573e-05,69.0377,0.339909,86
291,6.167977333068848,6.167924404144287,5.311555651132949e-05,69.3098,0.272086,68
292,6.1567254066467285,6.15667200088501,5.348386548575945e-05,69.603,0.293214,74
293,6.1468987464904785,6.146844863891602,5.384245378081687e-05,69.9398,0.336787,86
294,6.135697364807129,6.135643005371094,5.4226969950832427e-05,70.2862,0.346432,86
295,6.125967025756836,6.125912189483643,5.460973989102058e-05,70.6685,0.382231,92
296,6.114984512329102,6.114929676055908,5.497071106219664e-05,71.0045,0.336045,86
297,6.105232238769531,6.10517692565918,5.53327590750996e-05,71.3185,0.313981,80
298,6.094507217407227,6.094451427459717,5.571324800257571e-05,71.656,0.337478,86
299,6.0847487449646,6.084692478179932,5.608762876363471e-05,72.0734,0.417457,110
300,6.074257850646973,6.074201583862305,5.6445471273036674e-05,72.4086,0.335203,86
301,6.064530849456787,6.064474105834961,5.6805980420904234e-05,72.7212,0.312527,80
302,6.054229259490967,6.054172039031982,5.7179498980985954e-05,73.0358,0.314674,80
303,6.044549465179443,6.044491767883301,5.754732774221338e-05,73.394,0.358148,92
304,6.03441858291626,6.034360885620117,5.790122668258846e-05,73.7505,0.3565,92
305,6.0248003005981445,6.024742126464844,5.825716652907431e-05,74.1009,0.350387,92
306,6.014821529388428,6.014762878417969,5.862256875843741e-05,74.4556,0.354693,92
307,6.005298614501953,6.005239486694336,5.89835035498254e-05,74.7911,0.335519,86
308,5.995465278625488,5.995406150817871,5.933319334872067e-05,75.1252,0.334118,86
309,5.986019134521484,5.985959529876709,5.9682224673451856e-05,75.4636,0.338425,86
310,5.976319313049316,5.976259231567383,6.00388266320806e-05,75.8417,0.378109,92
311,5.966955184936523,5.966894626617432,6.039271829649806e-05,76.2231,0.381344,92
312,5.957398414611816,5.957337856292725,6.07367510383483e-05,76.8086,0.585483,116
313,5.948121070861816,5.948060035705566,6.107828085077927e-05,77.1795,0.370963,92
314,5.938713550567627,5.938652038574219,6.142492202343419e-05,77.5023,0.322768,80
315,5.929508209228516,5.929446220397949,6.177101022331044e-05,77.886,0.383728,86
316,5.920224666595459,5.920162677764893,6.210847641341388e-05,78.2982,0.412146,104
317,5.911113739013672,5.911051273345947,6.244166434044018e-05,78.6184,0.320201,80
318,5.9019575119018555,5.901894569396973,6.277846841840073e-05,78.9963,0.377884,86
319,5.892920017242432,5.892857074737549,6.311531615210697e-05,79.3353,0.339012,86
320,5.8838958740234375,5.8838324546813965,6.344533176161349e-05,79.6682,0.332932,86
321,5.874942779541016,5.874878883361816,6.37703196844086e-05,80.0094,0.341149,86
322,5.866034984588623,5.865971088409424,6.409639172488824e-05,80.3507,0.341341,86
323,5.857166767120361,5.857102394104004,6.442323501687497e-05,80.6886,0.337946,86
324,5.848374843597412,5.8483099937438965,6.474473048001528e-05,81.0188,0.330196,80
325,5.839593887329102,5.839529037475586,6.506091449409723e-05,81.3518,0.332927,86
326,5.830896854400635,5.830831527709961,6.537637818837538e-05,81.7356,0.383809,86
327,5.8222174644470215,5.8221516609191895,6.569210381712765e-05,82.0718,0.336204,86
328,5.813605308532715,5.813539505004883,6.600494816666469e-05,82.3483,0.276528,68
329,5.805019378662109,5.804953098297119,6.631121505051851e-05,82.7166,0.36826,86
330,5.796509742736816,5.796442985534668,6.661571387667209e-05,83.0657,0.349108,86
331,5.7880072593688965,5.787940502166748,6.692036549793556e-05,83.4048,0.339105,86
332,5.779579162597656,5.77951192855835,6.722204125253484e-05,83.7463,0.341572,86
333,5.771169662475586,5.771101951599121,6.751850742148235e-05,84.0794,0.333029,86
334,5.762826442718506,5.762758731842041,6.781184492865577e-05,84.4159,0.336479,86
