epoch,total_loss,mse_loss,test_mse_noisy,test_mse_clean,batch_loss_running_mean,optimizer_step,elapsed_seconds
28,2.4041056632995605,2.4041056632995605,,,2.4303006917238235,580,25.0595
29,2.3003907203674316,2.3003907203674316,,,2.3979784071445467,600,25.8223
30,2.7721667289733887,2.7721667289733887,,,2.7471373975276947,620,26.5914
31,2.426969051361084,2.426969051361084,,,2.6203367829322817,640,27.6619
32,2.4614758491516113,2.4614758491516113,,,2.622606870532036,660,28.7698
33,2.820343494415283,2.820343494415283,,,2.353158211708069,680,29.6551
34,2.309615135192871,2.309615135192871,,,2.18593091070652,700,30.4964
35,1.9714033603668213,1.9714033603668213,,,2.154525363445282,720,31.3462
36,2.0110397338867188,2.0110397338867188,,,2.205643904209137,740,32.1299
37,1.8977655172348022,1.8977655172348022,,,2.21866252720356,760,32.922
38,2.1671202182769775,2.1671202182769775,,,2.2706906259059907,780,33.7045
39,2.859070301055908,2.859070301055908,,,2.341933196783066,800,34.5589
40,1.8017253875732422,1.8017253875732422,,,1.9959602683782578,820,35.3434
41,2.1721222400665283,2.1721222400665283,,,1.9396835625171662,840,36.1023
42,1.8822892904281616,1.8822892904281616,,,1.961827290058136,860,36.8973
43,1.7554752826690674,1.7554752826690674,,,1.902071151137352,880,37.6805
44,1.8160457611083984,1.8160457611083984,,,1.8061103880405427,900,38.5174
45,1.6636168956756592,1.6636168956756592,,,1.8614121824502945,920,39.2988
46,1.6889734268188477,1.6889734268188477,,,1.9039824932813645,940,40.1044
47,1.6626240015029907,1.6626240015029907,,,2.194068765640259,960,41.1549
48,2.296988010406494,2.296988010406494,,,2.1603149294853212,980,42.127
49,1.851668357849121,1.851668357849121,,,1.9797839999198914,1000,43.5303
50,1.5349026918411255,1.5349026918411255,,,1.719448783993721,1020,44.4524
51,1.9895788431167603,1.9895788431167603,,,1.7900897830724716,1040,45.349
52,1.7141926288604736,1.7141926288604736,,,1.674867671728134,1060,46.1335
53,1.810153603553772,1.810153603553772,,,1.780064857006073,1080,46.9994
54,1.4540878534317017,1.4540878534317017,,,1.7022588193416595,1100,47.8372
55,1.6390336751937866,1.6390336751937866,,,1.727014061808586,1120,48.6558
56,1.4583582878112793,1.4583582878112793,,,1.5972577348351478,1140,49.4664
57,1.4015802145004272,1.4015802145004272,,,1.7452433198690414,1160,50.3672
58,1.3525679111480713,1.3525679111480713,,,1.5064417123794556,1180,51.1324
59,1.418990135192871,1.418990135192871,,,1.661126834154129,1200,51.9065
60,1.414419174194336,1.414419174194336,,,1.6544712752103805,1220,52.6779
61,1.5554401874542236,1.5554401874542236,,,1.6277162104845047,1240,53.8711
62,1.5003674030303955,1.5003674030303955,,,1.5719517409801482,1260,54.9568
63,1.542328119277954,1.542328119277954,,,1.6774541765451432,1280,55.746
64,1.7840073108673096,1.7840073108673096,,,1.4846131592988967,1300,56.5174
65,1.3966578245162964,1.3966578245162964,,,1.4021710187196732,1320,57.3454
66,1.6218407154083252,1.6218407154083252,,,1.459758710861206,1340,58.8682
67,1.3204149007797241,1.3204149007797241,,,1.4980045437812806,1360,59.7781
68,1.1781489849090576,1.1781489849090576,,,1.3190474659204483,1380,60.6164
69,1.2731901407241821,1.2731901407241821,,,1.2795704528689384,1400,61.466
70,1.2107640504837036,1.2107640504837036,,,1.4051232382655143,1420,62.283
71,1.142975091934204,1.142975091934204,,,1.3040064990520477,1440,63.1336
72,1.1092361211776733,1.1092361211776733,,,1.2662347078323364,1460,63.9425
73,1.4424254894256592,1.4424254894256592,,,1.21479422301054,1480,64.7344
74,1.5240992307662964,1.5240992307662964,,,1.4606030970811843,1500,65.5912
75,1.0877608060836792,1.0877608060836792,,,1.2665801599621773,1520,66.3803
76,1.1881026029586792,1.1881026029586792,,,1.2118031561374665,1540,67.1691
77,1.0423612594604492,1.0423612594604492,,,1.2005896247923373,1560,67.9571
78,1.0860927104949951,1.0860927104949951,,,1.2455391988158226,1580,68.7731
79,1.17045259475708,1.17045259475708,,,1.1599148511886597,1600,69.5706
80,1.1291335821151733,1.1291335821151733,,,1.2068871229887008,1620,70.3814
81,1.2932144403457642,1.2932144403457642,,,1.1630353398621083,1640,71.1833
82,1.0202579498291016,1.0202579498291016,,,1.2464033216238022,1660,72.0348
83,1.1249300241470337,1.1249300241470337,,,1.1048477470874787,1680,72.8467
84,0.9127402305603027,0.9127402305603027,,,1.0672551199793816,1700,73.6635
85,0.9972790479660034,0.9972790479660034,,,1.0251715645194053,1720,74.4749
86,1.2930899858474731,1.2930899858474731,,,1.1205681025981904,1740,75.2562
87,1.0467878580093384,1.0467878580093384,,,1.2467834696173667,1760,76.0504
88,1.1694772243499756,1.1694772243499756,,,1.339682289958,1780,76.8458
89,1.1883777379989624,1.1883777379989624,,,1.0179730385541916,1800,77.6438
90,0.9321619868278503,0.9321619868278503,,,1.1747791364789009,1820,78.441
91,1.1828484535217285,1.1828484535217285,,,1.2303369238972663,1840,79.2288
92,0.9821279644966125,0.9821279644966125,,,0.9736126840114594,1860,80.0072
93,0.8723974227905273,0.8723974227905273,,,0.976663576066494,1880,80.7943
94,1.0710382461547852,1.0710382461547852,,,1.1785612493753432,1900,81.5983
95,1.3959550857543945,1.3959550857543945,,,0.8782877922058105,1920,82.3981
96,1.038334846496582,1.038334846496582,,,0.8199177384376526,1940,83.1659
97,0.8596780896186829,0.8596780896186829,,,0.9029108226299286,1960,84.058
98,0.7967749834060669,0.7967749834060669,,,0.896888329833746,1980,84.85
99,0.8486224412918091,0.8486224412918091,,,0.9086972877383233,2000,85.6409
100,0.7168185114860535,0.7168185114860535,0.9479290246963501,0.9479290246963501,0.8202414885163307,2020,86.4567
101,0.7786377668380737,0.7786377668380737,,,0.8103753387928009,2040,87.2601
102,0.7273416519165039,0.7273416519165039,,,0.9033846102654934,2060,88.0791
103,0.8423439264297485,0.8423439264297485,,,0.7717190906405449,2080,88.883
104,0.7524994015693665,0.7524994015693665,,,0.8014592081308365,2100,89.6842
105,0.8069709539413452,0.8069709539413452,,,0.7307291924953461,2120,90.4551
106,0.6686113476753235,0.6686113476753235,,,0.7284665063023568,2140,91.2492
107,0.734977126121521,0.734977126121521,,,0.804925674200058,2160,92.0294
108,1.082159161567688,1.082159161567688,,,0.966035595536232,2180,92.8666
109,0.7324111461639404,0.7324111461639404,,,0.816729536652565,2200,93.6656
110,0.6609709858894348,0.6609709858894348,,,0.8764059267938137,2220,94.4439
111,0.7562010288238525,0.7562010288238525,,,0.8106642588973045,2240,95.228
112,0.6544021368026733,0.6544021368026733,,,0.7012469351291657,2260,96.0145
113,0.7334107756614685,0.7334107756614685,,,0.8418157085776329,2280,96.9608
114,0.6558222770690918,0.6558222770690918,,,0.9644037202000618,2300,97.7999
115,0.7769445180892944,0.7769445180892944,,,0.6578413009643554,2320,98.6084
116,0.6654855608940125,0.6654855608940125,,,0.6427212685346604,2340,99.4084
117,0.6425054669380188,0.6425054669380188,,,0.7105749875307084,2360,100.2189
118,0.7189993262290955,0.7189993262290955,,,0.6144951559603214,2380,101.0216
119,0.5848597288131714,0.5848597288131714,,,0.7710319370031357,2400,101.8036
120,0.7773123979568481,0.7773123979568481,,,0.7033692635595798,2420,102.6253
121,1.0713342428207397,1.0713342428207397,,,0.7868337020277977,2440,103.4514
122,0.5368105173110962,0.5368105173110962,,,0.6171254619956017,2460,104.2537
123,0.5084884762763977,0.5084884762763977,,,0.5755894564092159,2480,105.0494
124,0.4866786599159241,0.4866786599159241,,,0.5980678990483284,2500,105.8978
125,0.4566265940666199,0.4566265940666199,,,0.6183675907552242,2520,106.6942
126,0.5293655395507812,0.5293655395507812,,,0.5707403063774109,2540,107.5032
127,0.6610312461853027,0.6610312461853027,,,0.5445643931627273,2560,108.3049
128,0.4346863627433777,0.4346863627433777,,,0.48396758511662485,2580,109.1154
129,0.47172921895980835,0.47172921895980835,,,0.6236868426203728,2600,109.9078
130,0.9498624801635742,0.9498624801635742,,,0.6450762495398521,2620,110.7116
131,0.5929973721504211,0.5929973721504211,,,0.5640160247683526,2640,111.5362
132,0.5409333109855652,0.5409333109855652,,,0.4915428407490253,2660,112.3449
133,0.44024381041526794,0.44024381041526794,,,0.47640497609972954,2680,113.2036
134,0.4115343987941742,0.4115343987941742,,,0.48657487630844115,2700,114.0033
135,0.5073825716972351,0.5073825716972351,,,0.4771774522960186,2720,114.9234
136,0.38293781876564026,0.38293781876564026,,,0.46464184373617173,2740,115.7273
137,0.43639546632766724,0.43639546632766724,,,0.47259005084633826,2760,116.5556
138,0.3909795880317688,0.3909795880317688,,,0.4881207633763552,2780,117.4117
139,0.4641081690788269,0.4641081690788269,,,0.47111261934041976,2800,118.2337
140,0.4625264108181,0.4625264108181,,,0.4595312066376209,2820,119.0577
141,0.415738970041275,0.415738970041275,,,0.42413741573691366,2840,119.931
142,0.3473116457462311,0.3473116457462311,,,0.5129612913355232,2860,120.7381
143,0.7080909013748169,0.7080909013748169,,,0.45504567623138426,2880,121.5472
144,0.323066771030426,0.323066771030426,,,0.3789533656090498,2900,122.3683
145,0.36230310797691345,0.36230310797691345,,,0.43780939728021623,2920,123.1892
146,0.7329717874526978,0.7329717874526978,,,0.4263604760169983,2940,124.0053
147,0.34049534797668457,0.34049534797668457,,,0.47722643315792085,2960,124.895
148,0.46190977096557617,0.46190977096557617,,,0.4658753991127014,2980,125.7413
149,0.40010419487953186,0.40010419487953186,,,0.36074002683162687,3000,126.5696
150,0.3934151530265808,0.3934151530265808,,,0.46091884188354015,3020,127.3818
151,0.8869045972824097,0.8869045972824097,,,0.5294949933886528,3040,128.3316
152,0.4928177297115326,0.4928177297115326,,,0.4876045107841492,3060,129.1703
153,0.3298482894897461,0.3298482894897461,,,0.3418920625001192,3080,130.1936
154,0.3715967535972595,0.3715967535972595,,,0.4614556062966585,3100,131.0615
155,0.3008219599723816,0.3008219599723816,,,0.38621622920036314,3120,131.9549
156,0.3009030818939209,0.3009030818939209,,,0.38872091062366965,3140,132.8156
157,0.3279200494289398,0.3279200494289398,,,0.44243304878473283,3160,133.641
158,0.3763018548488617,0.3763018548488617,,,0.3695042349398136,3180,134.5987
159,0.3115112781524658,0.3115112781524658,,,0.37672505974769593,3200,135.5147
160,0.34005966782569885,0.34005966782569885,,,0.3145842231810093,3220,136.3806
161,0.27506670355796814,0.27506670355796814,,,0.38407233990728856,3240,137.2729
162,0.31422901153564453,0.31422901153564453,,,0.4476730667054653,3260,138.1739
163,0.2903037369251251,0.2903037369251251,,,0.3590670878067613,3280,139.0254
164,0.337161123752594,0.337161123752594,,,0.32260039523243905,3300,139.868
165,0.3002092242240906,0.3002092242240906,,,0.2818039981648326,3320,140.7068
166,0.2632431089878082,0.2632431089878082,,,0.269169775955379,3340,141.5247
167,0.34005871415138245,0.34005871415138245,,,0.3857652522623539,3360,142.3587
168,0.5080370306968689,0.5080370306968689,,,0.3806712467223406,3380,143.1783
169,0.30771583318710327,0.30771583318710327,,,0.30539549589157106,3400,144.0927
170,0.35087457299232483,0.35087457299232483,,,0.34579930584877727,3420,144.9673
171,0.33613553643226624,0.33613553643226624,,,0.2826146112754941,3440,145.7983
172,0.25975579023361206,0.25975579023361206,,,0.39864317812025546,3460,146.6437
173,0.2233433723449707,0.2233433723449707,,,0.26532009430229664,3480,147.5219
174,0.3639065623283386,0.3639065623283386,,,0.2598347794264555,3500,148.4149
175,0.24588625133037567,0.24588625133037567,,,0.28270922489464284,3520,149.291
176,0.5148080587387085,0.5148080587387085,,,0.35883221924304964,3540,150.1245
177,0.26628822088241577,0.26628822088241577,,,0.30176886469125747,3560,151.0357
178,0.4042143225669861,0.4042143225669861,,,0.3062093511223793,3580,151.8722
179,0.3621383309364319,0.3621383309364319,,,0.29628299213945863,3600,152.7025
180,0.29813653230667114,0.29813653230667114,,,0.2881526961922646,3620,153.5473
181,0.25558027625083923,0.25558027625083923,,,0.3602678321301937,3640,154.3864
182,0.3707039952278137,0.3707039952278137,,,0.3048998020589352,3660,155.2492
183,0.21628370881080627,0.21628370881080627,,,0.31243938617408273,3680,156.127
184,0.20946836471557617,0.20946836471557617,,,0.24396917261183262,3700,157.0319
185,0.24718084931373596,0.24718084931373596,,,0.25810864605009554,3720,157.8695
186,0.2838451564311981,0.2838451564311981,,,0.2542101603001356,3740,158.7178
187,0.34824371337890625,0.34824371337890625,,,0.2984135612845421,3760,159.5529
188,0.24361185729503632,0.24361185729503632,,,0.3265953466296196,3780,160.5543
189,0.2605339586734772,0.2605339586734772,,,0.24780915342271329,3800,161.4141
190,0.19879424571990967,0.19879424571990967,,,0.28736595064401627,3820,162.2673
191,0.21281421184539795,0.21281421184539795,,,0.3276356890797615,3840,163.1413
192,0.17371925711631775,0.17371925711631775,,,0.2795465186238289,3860,163.9766
193,0.351971298456192,0.351971298456192,,,0.26765057146549226,3880,164.8325
194,0.2141408920288086,0.2141408920288086,,,0.25797027088701724,3900,165.7446
195,0.31373557448387146,0.31373557448387146,,,0.25240041986107825,3920,166.7117
196,0.2080342024564743,0.2080342024564743,,,0.269709050655365,3940,167.7324
197,0.17010597884655,0.17010597884655,,,0.19718886837363242,3960,168.6156
198,0.162266805768013,0.162266805768013,,,0.32091280864551663,3980,169.4826
199,0.5975252389907837,0.5975252389907837,,,0.2689270094037056,4000,170.3355
200,0.4120039939880371,0.4120039939880371,0.5198807716369629,0.5198807716369629,0.33397569730877874,4020,171.2182
201,0.23498113453388214,0.23498113453388214,,,0.2699925020337105,4040,172.0956
202,0.2823010981082916,0.2823010981082916,,,0.2427188940346241,4060,172.9589
203,0.4115414619445801,0.4115414619445801,,,0.26252977177500725,4080,173.8082
204,0.2800542712211609,0.2800542712211609,,,0.2242573404684663,4100,174.702
205,0.16574564576148987,0.16574564576148987,,,0.24428210705518721,4120,175.5583
206,0.3009132146835327,0.3009132146835327,,,0.22058383990079164,4140,176.4037
207,0.2484520673751831,0.2484520673751831,,,0.21540739983320237,4160,177.2517
208,0.16871489584445953,0.16871489584445953,,,0.1951666209846735,4180,178.1609
209,0.2385816127061844,0.2385816127061844,,,0.1742075864225626,4200,179.0277
210,0.20811200141906738,0.20811200141906738,,,0.1877293098717928,4220,179.9496
211,0.223515123128891,0.223515123128891,,,0.14769040029495956,4240,180.8029
212,0.35926204919815063,0.35926204919815063,,,0.2057131163775921,4260,181.6714
213,0.13364000618457794,0.13364000618457794,,,0.18421045430004596,4280,182.579
214,0.23016908764839172,0.23016908764839172,,,0.21333902142941952,4300,183.501
215,0.1806214600801468,0.1806214600801468,,,0.18311381060630083,4320,184.3723
216,0.15279996395111084,0.15279996395111084,,,0.18069321550428868,4340,185.2283
217,0.20322191715240479,0.20322191715240479,,,0.17160150604322552,4360,186.097
218,0.1356469690799713,0.1356469690799713,,,0.17864130195230246,4380,186.9849
219,0.3161314129829407,0.3161314129829407,,,0.2096034772694111,4400,187.9448
220,0.23287543654441833,0.23287543654441833,,,0.2161017183214426,4420,188.8204
221,0.3008749783039093,0.3008749783039093,,,0.21612916924059392,4440,189.7884
222,0.1303311139345169,0.1303311139345169,,,0.16808861959725618,4460,190.7302
223,0.14891232550144196,0.14891232550144196,,,0.22632182147353888,4480,191.7525
224,0.16896304488182068,0.16896304488182068,,,0.18141389973461627,4500,192.7909
225,0.21351265907287598,0.21351265907287598,,,0.19268071446567775,4520,193.8138
226,0.1370663195848465,0.1370663195848465,,,0.22059033997356892,4540,194.7885
227,0.45355504751205444,0.45355504751205444,,,0.3234247125685215,4560,195.8557
228,0.2504163682460785,0.2504163682460785,,,0.23557443600147962,4580,196.8065
229,0.40053263306617737,0.40053263306617737,,,0.22024068161845206,4600,197.7256
230,0.1314965784549713,0.1314965784549713,,,0.15575352730229497,4620,198.6571
231,0.1476682871580124,0.1476682871580124,,,0.164204035513103,4640,199.5766
232,0.15432652831077576,0.15432652831077576,,,0.1950540855526924,4660,200.4936
233,0.13189160823822021,0.13189160823822021,,,0.2554941438138485,4680,201.5333
234,0.19581301510334015,0.19581301510334015,,,0.2026429858058691,4700,202.4786
235,0.2850833535194397,0.2850833535194397,,,0.20277345925569534,4720,203.3914
236,0.10929310321807861,0.10929310321807861,,,0.1718280427157879,4740,204.3392
237,0.2566726803779602,0.2566726803779602,,,0.16661925669759511,4760,205.335
238,0.12249623239040375,0.12249623239040375,,,0.16809263303875924,4780,206.264
239,0.22714857757091522,0.22714857757091522,,,0.16069129668176174,4800,207.218
240,0.166770800948143,0.166770800948143,,,0.1952068131417036,4820,208.2901
241,0.21420972049236298,0.21420972049236298,,,0.19071305431425573,4840,209.1922
242,0.21601787209510803,0.21601787209510803,,,0.17716675251722336,4860,210.1356
243,0.1970350295305252,0.1970350295305252,,,0.25180835779756305,4880,211.1
244,0.13989956676959991,0.13989956676959991,,,0.28254594281315804,4900,212.0082
245,0.18380770087242126,0.18380770087242126,,,0.2467256523668766,4920,212.9357
246,0.30454644560813904,0.30454644560813904,,,0.20443042423576116,4940,213.8547
247,0.11849495023488998,0.11849495023488998,,,0.2474808305501938,4960,214.7724
248,0.1874510943889618,0.1874510943889618,,,0.17514371797442435,4980,215.6761
249,0.27395516633987427,0.27395516633987427,,,0.3095354877412319,5000,216.6586
250,0.34680795669555664,0.34680795669555664,,,0.30615738574415446,5020,217.5974
251,0.3732820153236389,0.3732820153236389,,,0.28232883624732497,5040,218.5246
252,0.1323452740907669,0.1323452740907669,,,0.16823333464562892,5060,219.5509
253,0.10051262378692627,0.10051262378692627,,,0.17033593840897082,5080,220.5669
254,0.17260463535785675,0.17260463535785675,,,0.16235724929720163,5100,221.4724
255,0.26945096254348755,0.26945096254348755,,,0.17739005126059054,5120,222.3694
256,0.17086254060268402,0.17086254060268402,,,0.16848679818212986,5140,223.3047
257,0.12636947631835938,0.12636947631835938,,,0.22123879324644805,5160,224.1907
258,0.14575836062431335,0.14575836062431335,,,0.1234923804178834,5180,225.1064
259,0.1271519809961319,0.1271519809961319,,,0.17207605112344027,5200,226.0716
260,0.12996064126491547,0.12996064126491547,,,0.19145009573549032,5220,227.0047
261,0.10535208135843277,0.10535208135843277,,,0.11799471955746413,5240,228.1942
262,0.13983610272407532,0.13983610272407532,,,0.13735265471041203,5260,229.0979
263,0.1395537555217743,0.1395537555217743,,,0.1926506243646145,5280,230.0083
264,0.33523085713386536,0.33523085713386536,,,0.24960743989795448,5300,230.901
265,0.2741464078426361,0.2741464078426361,,,0.1654059249907732,5320,231.8052
266,0.18499258160591125,0.18499258160591125,,,0.12691956888884307,5340,232.7446
267,0.12410418689250946,0.12410418689250946,,,0.12364908643066883,5360,233.6469
268,0.10646740347146988,0.10646740347146988,,,0.12490843068808317,5380,234.5475
269,0.19888201355934143,0.19888201355934143,,,0.2396056666970253,5400,235.4427
270,0.10664346069097519,0.10664346069097519,,,0.12934094276279212,5420,236.5195
271,0.1483239233493805,0.1483239233493805,,,0.21889250483363867,5440,237.4739
272,0.33714523911476135,0.33714523911476135,,,0.2168981982395053,5460,238.4709
273,0.3080820143222809,0.3080820143222809,,,0.2970128744840622,5480,239.5612
274,0.19809439778327942,0.19809439778327942,,,0.23365895189344882,5500,240.4622
275,0.21156740188598633,0.21156740188598633,,,0.2091689224354923,5520,241.3868
276,0.14458921551704407,0.14458921551704407,,,0.1752725187689066,5540,242.341
277,0.20485547184944153,0.20485547184944153,,,0.20517545882612467,5560,243.3011
278,0.11382733285427094,0.11382733285427094,,,0.20969939287751913,5580,244.2054
279,0.4247364103794098,0.4247364103794098,,,0.23001091480255126,5600,245.2688
280,0.19644849002361298,0.19644849002361298,,,0.1443379795178771,5620,246.1817
281,0.15141358971595764,0.15141358971595764,,,0.13106888746842743,5640,247.0953
282,0.17804792523384094,0.17804792523384094,,,0.20156891345977784,5660,248.0182
283,0.1747441440820694,0.1747441440820694,,,0.16109196692705155,5680,248.9272
284,0.10396530479192734,0.10396530479192734,,,0.1504048179835081,5700,249.8927
285,0.11248691380023956,0.11248691380023956,,,0.18729892168194057,5720,250.7996
286,0.41410812735557556,0.41410812735557556,,,0.23533402420580388,5740,251.7013
287,0.36354830861091614,0.36354830861091614,,,0.23334859255701304,5760,252.6342
288,0.3014369308948517,0.3014369308948517,,,0.27238960936665535,5780,253.5401
289,0.23389868438243866,0.23389868438243866,,,0.19404152482748033,5800,254.4733
290,0.17702575027942657,0.17702575027942657,,,0.19271865040063857,5820,255.4058
291,0.1620495617389679,0.1620495617389679,,,0.1492064122110605,5840,256.3206
292,0.12142704427242279,0.12142704427242279,,,0.12968202270567417,5860,257.2415
293,0.12744346261024475,0.12744346261024475,,,0.13491369383409618,5880,258.2237
294,0.26761794090270996,0.26761794090270996,,,0.26093485541641714,5900,259.1659
295,0.09889815747737885,0.09889815747737885,,,0.16433188635855914,5920,260.0735
296,0.14967724680900574,0.14967724680900574,,,0.14405368380248545,5940,260.9665
297,0.3268994688987732,0.3268994688987732,,,0.2807340076193213,5960,261.9897
298,0.27815502882003784,0.27815502882003784,,,0.14648274313658477,5980,262.8937
299,0.16283316910266876,0.16283316910266876,,,0.159956943243742,6000,263.7968
300,0.24695985019207,0.24695985019207,0.3369221091270447,0.3369221091270447,0.15436317566782237,6020,264.7433
301,0.10428428649902344,0.10428428649902344,,,0.17464154344052077,6040,265.6608
302,0.1896059811115265,0.1896059811115265,,,0.18599365521222352,6060,266.6067
303,0.1495983749628067,0.1495983749628067,,,0.13943034932017326,6080,267.5407
304,0.11994674056768417,0.11994674056768417,,,0.14197625257074833,6100,268.4731
305,0.1288275420665741,0.1288275420665741,,,0.18378048297017813,6120,269.3943
306,0.2676001191139221,0.2676001191139221,,,0.1764050967991352,6140,270.3238
307,0.17744973301887512,0.17744973301887512,,,0.13779197596013545,6160,271.2403
308,0.12050318717956543,0.12050318717956543,,,0.12432460580021143,6180,272.1638
309,0.1057199090719223,0.1057199090719223,,,0.19290454098954796,6200,273.0848
310,0.23399753868579865,0.23399753868579865,,,0.20397451892495155,6220,274.0076
311,0.12324301153421402,0.12324301153421402,,,0.1685691824182868,6240,274.9257
312,0.1464512050151825,0.1464512050151825,,,0.1581095401197672,6260,275.8608
313,0.12406613677740097,0.12406613677740097,,,0.230293083563447,6280,276.7765
314,0.20051570236682892,0.20051570236682892,,,0.23185806795954705,6300,277.709
315,0.11331994831562042,0.11331994831562042,,,0.16474070977419614,6320,278.6394
316,0.15165704488754272,0.15165704488754272,,,0.1345941847190261,6340,279.5735
317,0.08783689141273499,0.08783689141273499,,,0.10331209246069192,6360,280.5008
318,0.1567004770040512,0.1567004770040512,,,0.1493317684158683,6380,281.5313
319,0.16976338624954224,0.16976338624954224,,,0.18010559305548668,6400,282.457
320,0.22490403056144714,0.22490403056144714,,,0.20487899705767632,6420,283.5109
321,0.12966439127922058,0.12966439127922058,,,0.23678448610007763,6440,284.665
322,0.13160642981529236,0.13160642981529236,,,0.1830650381743908,6460,285.6738
323,0.09200761467218399,0.09200761467218399,,,0.1606234973296523,6480,286.7437
324,0.08992357552051544,0.08992357552051544,,,0.13409689776599407,6500,287.7519
325,0.12051890790462494,0.12051890790462494,,,0.11247000992298126,6520,288.7113
326,0.35538822412490845,0.35538822412490845,,,0.258243315666914,6540,289.7801
327,0.22563298046588898,0.22563298046588898,,,0.18466331157833338,6560,290.8558
328,0.3008587956428528,0.3008587956428528,,,0.2469990488141775,6580,291.9659
329,0.1396162211894989,0.1396162211894989,,,0.2535229502245784,6600,293.0036
330,0.27101096510887146,0.27101096510887146,,,0.21596779925748705,6620,294.0076
331,0.3032374382019043,0.3032374382019043,,,0.22695563584566117,6640,294.9492
332,0.12437479197978973,0.12437479197978973,,,0.1406247042119503,6660,295.9501
333,0.16724108159542084,0.16724108159542084,,,0.16575545202940703,6680,296.9364
334,0.12400033324956894,0.12400033324956894,,,0.16393481120467185,6700,297.893
335,0.16572245955467224,0.16572245955467224,,,0.13114829566329717,6720,298.8412
336,0.14785203337669373,0.14785203337669373,,,0.12607479318976403,6740,299.9011
337,0.09187706559896469,0.09187706559896469,,,0.12947071231901647,6760,300.8591
338,0.14193622767925262,0.14193622767925262,,,0.15548569355159997,6780,301.8157
339,0.14549700915813446,0.14549700915813446,,,0.14865454137325287,6800,302.8389
340,0.10619618743658066,0.10619618743658066,,,0.11354213124141097,6820,303.8531
341,0.12973259389400482,0.12973259389400482,,,0.14643327724188565,6840,304.8605
342,0.12849797308444977,0.12849797308444977,,,0.29741098955273626,6860,305.9668
343,0.1289472132921219,0.1289472132921219,,,0.15896541364490985,6880,306.9905
344,0.10407719761133194,0.10407719761133194,,,0.2327827386558056,6900,307.9276
345,0.08274219930171967,0.08274219930171967,,,0.13120187669992447,6920,308.8673
346,0.10725335776805878,0.10725335776805878,,,0.168469812348485,6940,309.8319
347,0.11459007114171982,0.11459007114171982,,,0.10961378253996372,6960,310.7802
348,0.10680975019931793,0.10680975019931793,,,0.16775992698967457,6980,311.7411
349,0.07861468940973282,0.07861468940973282,,,0.10620983904227614,7000,312.75
350,0.18418879806995392,0.18418879806995392,,,0.19400315769016743,7020,313.6892
351,0.1596967875957489,0.1596967875957489,,,0.1770286876708269,7040,314.6537
352,0.2254597246646881,0.2254597246646881,,,0.13130590710788964,7060,315.6208
353,0.1093754917383194,0.1093754917383194,,,0.12075394559651613,7080,316.5738
354,0.08828487247228622,0.08828487247228622,,,0.11648623757064343,7100,317.6108
355,0.08369489014148712,0.08369489014148712,,,0.11589180175215005,7120,318.5567
356,0.12112607061862946,0.12112607061862946,,,0.15520122088491917,7140,319.526
357,0.1412285566329956,0.1412285566329956,,,0.11845257114619016,7160,320.476
358,0.10241442918777466,0.10241442918777466,,,0.13716686703264713,7180,321.4409
