epoch,total_loss,mse_loss,test_mse_noisy,test_mse_clean,elapsed_seconds
0,6.540866851806641,6.540866851806641,6.801048278808594,6.801048278808594,0.1654
1,6.484057426452637,6.484057426452637,6.741093635559082,6.741093635559082,0.1663
2,6.4281110763549805,6.4281110763549805,6.682106018066406,6.682106018066406,0.1669
3,6.373015403747559,6.373015403747559,6.624002933502197,6.624002933502197,0.1675
4,6.318660736083984,6.318660736083984,6.566654205322266,6.566654205322266,0.1681
5,6.265007495880127,6.265007495880127,6.509915351867676,6.509915351867676,0.1686
6,6.2118377685546875,6.2118377685546875,6.45370626449585,6.45370626449585,0.1692
7,6.159201622009277,6.159201622009277,6.398045539855957,6.398045539855957,0.1698
8,6.107039451599121,6.107039451599121,6.342984676361084,6.342984676361084,0.1703
9,6.055324554443359,6.055324554443359,6.288217544555664,6.288217544555664,0.1709
10,6.0038557052612305,6.0038557052612305,6.233642578125,6.233642578125,0.1714
11,5.952630043029785,5.952630043029785,6.179251194000244,6.179251194000244,0.172
12,5.90165901184082,5.90165901184082,6.1250200271606445,6.1250200271606445,0.1725
13,5.851032257080078,5.851032257080078,6.07094669342041,6.07094669342041,0.173
14,5.80056095123291,5.80056095123291,6.016914367675781,6.016914367675781,0.1736
15,5.750258445739746,5.750258445739746,5.962953090667725,5.962953090667725,0.1741
16,5.700035572052002,5.700035572052002,5.909045219421387,5.909045219421387,0.1747
17,5.649658203125,5.649658203125,5.855151653289795,5.855151653289795,0.1752
18,5.599055290222168,5.599055290222168,5.801219940185547,5.801219940185547,0.1758
19,5.548340797424316,5.548340797424316,5.747203826904297,5.747203826904297,0.1763
20,5.497502326965332,5.497502326965332,5.693062782287598,5.693062782287598,0.1768
21,5.446475028991699,5.446475028991699,5.638737678527832,5.638737678527832,0.1773
22,5.395130157470703,5.395130157470703,5.584163665771484,5.584163665771484,0.1779
23,5.343451499938965,5.343451499938965,5.529327392578125,5.529327392578125,0.1784
24,5.291438102722168,5.291438102722168,5.474229335784912,5.474229335784912,0.1789
25,5.2390851974487305,5.2390851974487305,5.418423652648926,5.418423652648926,0.1794
26,5.1862473487854,5.1862473487854,5.362035751342773,5.362035751342773,0.18
