index,T0_K,phi,trajectory_mse,status,is_training,is_held_out,is_additional
91,1000.0,0.8500000000000001,2.02937388420105,ok,False,False,True
92,1000.0,0.9,2.080127716064453,ok,True,False,False
93,1000.0,0.95,2.151468276977539,ok,False,False,True
94,1000.0,1.0,2.24899959564209,ok,False,False,True
95,1000.0,1.05,2.3355026245117188,ok,False,False,True
96,1000.0,1.1,2.310239791870117,ok,True,False,False
97,1000.0,1.15,2.2491676807403564,ok,False,False,True
98,1000.0,1.2000000000000002,2.2232513427734375,ok,False,False,True
99,1000.0,1.25,2.170685291290283,ok,False,False,True
100,1000.0,1.3,2.067108631134033,ok,True,False,False
101,1000.0,1.35,2.0734941959381104,ok,False,False,True
102,1000.0,1.4,2.071173906326294,ok,False,False,True
103,1000.0,1.4500000000000002,2.019975423812866,ok,False,False,True
104,1000.0,1.5,2.1476798057556152,ok,True,False,False
105,1012.5,0.5,1.5983654260635376,ok,False,False,True
106,1012.5,0.55,1.6842713356018066,ok,False,False,True
107,1012.5,0.6,1.8050848245620728,ok,False,False,True
108,1012.5,0.65,1.9347903728485107,ok,False,False,True
109,1012.5,0.7,2.0531864166259766,ok,False,False,True
110,1012.5,0.75,2.15757155418396,ok,False,False,True
111,1012.5,0.8,2.2552671432495117,ok,False,False,True
112,1012.5,0.8500000000000001,2.3562538623809814,ok,False,False,True
113,1012.5,0.9,2.4645349979400635,ok,False,False,True
114,1012.5,0.95,2.5735177993774414,ok,False,False,True
115,1012.5,1.0,2.656569242477417,ok,False,False,True
116,1012.5,1.05,2.670168161392212,ok,False,False,True
117,1012.5,1.1,2.6552796363830566,ok,False,False,True
118,1012.5,1.15,2.650919198989868,ok,False,False,True
119,1012.5,1.2000000000000002,2.6357028484344482,ok,False,False,True
120,1012.5,1.25,2.60341739654541,ok,False,False,True
121,1012.5,1.3,2.5302109718322754,ok,False,False,True
122,1012.5,1.35,2.4298202991485596,ok,False,False,True
123,1012.5,1.4,2.4194605350494385,ok,False,False,True
124,1012.5,1.4500000000000002,2.465885639190674,ok,False,False,True
125,1012.5,1.5,2.621542453765869,ok,False,False,True
126,1025.0,0.5,1.6564064025878906,ok,False,False,True
127,1025.0,0.55,1.785542368888855,ok,False,False,True
128,1025.0,0.6,1.926774501800537,ok,False,False,True
129,1025.0,0.65,2.0723588466644287,ok,False,False,True
130,1025.0,0.7,2.209984540939331,ok,False,False,True
131,1025.0,0.75,2.3374109268188477,ok,False,False,True
132,1025.0,0.8,2.4557416439056396,ok,False,False,True
133,1025.0,0.8500000000000001,2.5634849071502686,ok,False,False,True
134,1025.0,0.9,2.655026435852051,ok,False,False,True
135,1025.0,0.95,2.728426456451416,ok,False,False,True
136,1025.0,1.0,2.7903902530670166,ok,False,False,True
137,1025.0,1.05,2.841397762298584,ok,False,False,True
138,1025.0,1.1,2.8748116493225098,ok,False,False,True
139,1025.0,1.15,2.885392427444458,ok,False,False,True
140,1025.0,1.2000000000000002,2.872506618499756,ok,False,False,True
141,1025.0,1.25,2.8326408863067627,ok,False,False,True
142,1025.0,1.3,2.7445125579833984,ok,False,False,True
143,1025.0,1.35,2.6576223373413086,ok,False,False,True
144,1025.0,1.4,2.630997896194458,ok,False,False,True
145,1025.0,1.4500000000000002,2.6447925567626953,ok,False,False,True
146,1025.0,1.5,2.724362850189209,ok,False,False,True
147,1037.5,0.5,1.6879558563232422,ok,False,False,True
148,1037.5,0.55,1.841399908065796,ok,False,False,True
149,1037.5,0.6,2.002877712249756,ok,False,False,True
150,1037.5,0.65,2.15879225730896,ok,False,False,True
151,1037.5,0.7,2.302816152572632,ok,False,False,True
152,1037.5,0.75,2.4351887702941895,ok,False,False,True
153,1037.5,0.8,2.558626174926758,ok,False,False,True
154,1037.5,0.8500000000000001,2.6742658615112305,ok,False,False,True
155,1037.5,0.9,2.7809295654296875,ok,False,False,True
156,1037.5,0.95,2.8759825229644775,ok,False,False,True
157,1037.5,1.0,2.9543867111206055,ok,False,False,True
158,1037.5,1.05,3.010071277618408,ok,False,False,True
159,1037.5,1.1,3.0367088317871094,ok,False,False,True
160,1037.5,1.15,3.0209169387817383,ok,False,False,True
161,1037.5,1.2000000000000002,2.9575657844543457,ok,False,False,True
162,1037.5,1.25,2.8841776847839355,ok,False,False,True
163,1037.5,1.3,2.834989547729492,ok,False,False,True
164,1037.5,1.35,2.8048312664031982,ok,False,False,True
165,1037.5,1.4,2.784559726715088,ok,False,False,True
166,1037.5,1.4500000000000002,2.7775990962982178,ok,False,False,True
167,1037.5,1.5,2.80387806892395,ok,False,False,True
168,1050.0,0.5,1.707395315170288,ok,True,False,False
169,1050.0,0.55,1.8804430961608887,ok,False,False,True
170,1050.0,0.6,2.0569941997528076,ok,False,False,True
171,1050.0,0.65,2.222583293914795,ok,False,False,True
172,1050.0,0.7,2.3744094371795654,ok,True,False,False
173,1050.0,0.75,2.51373028755188,ok,False,False,True
174,1050.0,0.8,2.6425039768218994,ok,False,False,True
175,1050.0,0.8500000000000001,2.7606916427612305,ok,False,False,True
176,1050.0,0.9,2.8665871620178223,ok,True,False,False
177,1050.0,0.95,2.9576289653778076,ok,False,False,True
178,1050.0,1.0,3.029691219329834,ok,False,False,True
179,1050.0,1.05,3.0781352519989014,ok,False,False,True
180,1050.0,1.1,3.096710681915283,ok,True,False,False
181,1050.0,1.15,3.078232765197754,ok,False,False,True
182,1050.0,1.2000000000000002,3.0256338119506836,ok,False,False,True
183,1050.0,1.25,2.9661951065063477,ok,False,False,True
184,1050.0,1.3,2.9210996627807617,ok,True,False,False
185,1050.0,1.35,2.8898253440856934,ok,False,False,True
