epoch,total_loss,mse_loss,elapsed_seconds
0,6.130067348480225,6.130067348480225,0.1415
1,6.098716735839844,6.098716735839844,0.1422
2,6.067166328430176,6.067166328430176,0.1427
3,6.0354108810424805,6.0354108810424805,0.1433
4,6.003444194793701,6.003444194793701,0.1438
5,5.9712605476379395,5.9712605476379395,0.1443
6,5.938852787017822,5.938852787017822,0.1447
7,5.906212329864502,5.906212329864502,0.1453
8,5.8733320236206055,5.8733320236206055,0.1458
9,5.840202331542969,5.840202331542969,0.1462
10,5.8068156242370605,5.8068156242370605,0.1467
11,5.7731614112854,5.7731614112854,0.1472
12,5.739230155944824,5.739230155944824,0.1477
13,5.705010890960693,5.705010890960693,0.1482
14,5.670493125915527,5.670493125915527,0.1487
15,5.635666847229004,5.635666847229004,0.1492
16,5.600517749786377,5.600517749786377,0.1496
17,5.565043926239014,5.565043926239014,0.1501
18,5.529227256774902,5.529227256774902,0.1519
19,5.493053913116455,5.493053913116455,0.1524
20,5.456511497497559,5.456511497497559,0.1528
21,5.419587135314941,5.419587135314941,0.1533
22,5.382269382476807,5.382269382476807,0.1538
23,5.344546318054199,5.344546318054199,0.1543
24,5.306407451629639,5.306407451629639,0.1548
25,5.2678422927856445,5.2678422927856445,0.1552
26,5.228839874267578,5.228839874267578,0.1557
27,5.18939208984375,5.18939208984375,0.1562
28,5.149489402770996,5.149489402770996,0.1566
29,5.109124660491943,5.109124660491943,0.1571
30,5.0682902336120605,5.0682902336120605,0.1576
31,5.026979923248291,5.026979923248291,0.158
32,4.9851884841918945,4.9851884841918945,0.1585
33,4.942919731140137,4.942919731140137,0.1589
34,4.900161266326904,4.900161266326904,0.1594
35,4.856908798217773,4.856908798217773,0.1599
36,4.813158988952637,4.813158988952637,0.1603
37,4.768913269042969,4.768913269042969,0.1608
38,4.724167823791504,4.724167823791504,0.1612
39,4.678926944732666,4.678926944732666,0.1617
40,4.633191108703613,4.633191108703613,0.1622
41,4.5869646072387695,4.5869646072387695,0.1626
42,4.540251731872559,4.540251731872559,0.1631
43,4.493058204650879,4.493058204650879,0.1636
44,4.4453935623168945,4.4453935623168945,0.164
45,4.3972673416137695,4.3972673416137695,0.1645
46,4.34868860244751,4.34868860244751,0.1649
47,4.299670696258545,4.299670696258545,0.1654
48,4.250229835510254,4.250229835510254,0.1659
49,4.200381278991699,4.200381278991699,0.1663
50,4.150143146514893,4.150143146514893,0.1668
51,4.09953498840332,4.09953498840332,0.1673
52,4.048580169677734,4.048580169677734,0.1677
53,3.997303009033203,3.997303009033203,0.1682
54,3.945730686187744,3.945730686187744,0.1687
55,3.893888473510742,3.893888473510742,0.1691
56,3.841805934906006,3.841805934906006,0.1696
57,3.789518356323242,3.789518356323242,0.17
58,3.7370593547821045,3.7370593547821045,0.1705
59,3.6844677925109863,3.6844677925109863,0.1711
60,3.6317856311798096,3.6317856311798096,0.1717
61,3.579058885574341,3.579058885574341,0.1721
62,3.5263314247131348,3.5263314247131348,0.1726
63,3.473653793334961,3.473653793334961,0.1731
64,3.421077251434326,3.421077251434326,0.1735
65,3.368656635284424,3.368656635284424,0.174
66,3.316448926925659,3.316448926925659,0.1745
67,3.264514207839966,3.264514207839966,0.175
68,3.2129158973693848,3.2129158973693848,0.1754
69,3.1617164611816406,3.1617164611816406,0.1759
70,3.110982894897461,3.110982894897461,0.1763
71,3.0607824325561523,3.0607824325561523,0.1768
72,3.011183261871338,3.011183261871338,0.1773
73,2.962254047393799,2.962254047393799,0.1777
74,2.914062976837158,2.914062976837158,0.1782
75,2.8666770458221436,2.8666770458221436,0.1787
76,2.8201732635498047,2.8201732635498047,0.1791
77,2.774611711502075,2.774611711502075,0.1796
78,2.7300446033477783,2.7300446033477783,0.18
79,2.68652606010437,2.68652606010437,0.1805
80,2.6441047191619873,2.6441047191619873,0.181
81,2.6028237342834473,2.6028237342834473,0.1814
82,2.5627174377441406,2.5627174377441406,0.1819
83,2.523812770843506,2.523812770843506,0.1823
84,2.4861276149749756,2.4861276149749756,0.1834
85,2.4496705532073975,2.4496705532073975,0.184
86,2.41446852684021,2.41446852684021,0.1845
87,2.3804900646209717,2.3804900646209717,0.185
88,2.347710132598877,2.347710132598877,0.1854
89,2.3160979747772217,2.3160979747772217,0.1859
90,2.2856175899505615,2.2856175899505615,0.1863
91,2.256223678588867,2.256223678588867,0.1868
92,2.227867841720581,2.227867841720581,0.1872
93,2.2004973888397217,2.2004973888397217,0.1877
94,2.174057960510254,2.174057960510254,0.1881
95,2.1485095024108887,2.1485095024108887,0.1886
96,2.123828649520874,2.123828649520874,0.189
97,2.0999245643615723,2.0999245643615723,0.1895
98,2.0767478942871094,2.0767478942871094,0.1899
99,2.0542550086975098,2.0542550086975098,0.1904
100,2.0324065685272217,2.0324065685272217,0.1908
101,2.011169910430908,2.011169910430908,0.1913
102,1.9905154705047607,1.9905154705047607,0.1917
103,1.9704217910766602,1.9704217910766602,0.1922
104,1.9508708715438843,1.9508708715438843,0.1926
105,1.9318500757217407,1.9318500757217407,0.1931
106,1.91335129737854,1.91335129737854,0.1935
107,1.895369291305542,1.895369291305542,0.194
108,1.8779027462005615,1.8779027462005615,0.1944
109,1.8609520196914673,1.8609520196914673,0.1949
110,1.8445188999176025,1.8445188999176025,0.1953
111,1.8286066055297852,1.8286066055297852,0.1958
112,1.8132184743881226,1.8132184743881226,0.1962
113,1.7983577251434326,1.7983577251434326,0.1967
114,1.7840261459350586,1.7840261459350586,0.1971
115,1.770225167274475,1.770225167274475,0.1976
116,1.7569547891616821,1.7569547891616821,0.1981
117,1.7442128658294678,1.7442128658294678,0.1986
118,1.731995940208435,1.731995940208435,0.199
119,1.720298409461975,1.720298409461975,0.1995
120,1.709113359451294,1.709113359451294,0.1999
121,1.6984312534332275,1.6984312534332275,0.2003
122,1.6882413625717163,1.6882413625717163,0.2008
123,1.6785318851470947,1.6785318851470947,0.2012
124,1.6692886352539062,1.6692886352539062,0.2017
125,1.6604969501495361,1.6604969501495361,0.2021
126,1.6521409749984741,1.6521409749984741,0.2026
127,1.6442039012908936,1.6442039012908936,0.2031
128,1.6366684436798096,1.6366684436798096,0.2036
129,1.629516363143921,1.629516363143921,0.204
130,1.6227296590805054,1.6227296590805054,0.2045
131,1.6162904500961304,1.6162904500961304,0.2049
132,1.6101799011230469,1.6101799011230469,0.2054
133,1.6043798923492432,1.6043798923492432,0.2058
134,1.5988726615905762,1.5988726615905762,0.2063
135,1.5936404466629028,1.5936404466629028,0.2067
136,1.5886662006378174,1.5886662006378174,0.2072
137,1.5839331150054932,1.5839331150054932,0.2076
138,1.57942533493042,1.57942533493042,0.2081
139,1.575127363204956,1.575127363204956,0.2085
140,1.5710241794586182,1.5710241794586182,0.209
141,1.5671018362045288,1.5671018362045288,0.2095
142,1.5633469820022583,1.5633469820022583,0.2099
143,1.5597469806671143,1.5597469806671143,0.2104
144,1.5562894344329834,1.5562894344329834,0.2108
145,1.5529636144638062,1.5529636144638062,0.2113
146,1.5497592687606812,1.5497592687606812,0.2117
147,1.5466665029525757,1.5466665029525757,0.2122
148,1.5436763763427734,1.5436763763427734,0.2126
149,1.5407804250717163,1.5407804250717163,0.2131
150,1.5379712581634521,1.5379712581634521,0.2135
151,1.5352418422698975,1.5352418422698975,0.214
152,1.532585859298706,1.532585859298706,0.2144
153,1.5299971103668213,1.5299971103668213,0.2149
154,1.5274708271026611,1.5274708271026611,0.2153
155,1.525002121925354,1.525002121925354,0.2158
156,1.522586703300476,1.522586703300476,0.2162
157,1.5202206373214722,1.5202206373214722,0.2167
158,1.5179004669189453,1.5179004669189453,0.2172
159,1.5156227350234985,1.5156227350234985,0.2177
160,1.5133846998214722,1.5133846998214722,0.2181
161,1.5111840963363647,1.5111840963363647,0.2186
162,1.509018063545227,1.509018063545227,0.2191
163,1.5068844556808472,1.5068844556808472,0.2195
164,1.5047814846038818,1.5047814846038818,0.22
165,1.5027072429656982,1.5027072429656982,0.2204
166,1.5006599426269531,1.5006599426269531,0.2209
167,1.4986381530761719,1.4986381530761719,0.2213
168,1.4966399669647217,1.4966399669647217,0.2218
169,1.494663953781128,1.494663953781128,0.2225
170,1.4927090406417847,1.4927090406417847,0.2231
171,1.4907737970352173,1.4907737970352173,0.2236
172,1.4888570308685303,1.4888570308685303,0.2241
173,1.4869569540023804,1.4869569540023804,0.2245
174,1.4850730895996094,1.4850730895996094,0.225
175,1.4832038879394531,1.4832038879394531,0.2254
176,1.4813482761383057,1.4813482761383057,0.2259
177,1.4795054197311401,1.4795054197311401,0.2264
178,1.477673888206482,1.477673888206482,0.2268
179,1.4758532047271729,1.4758532047271729,0.2273
180,1.4740417003631592,1.4740417003631592,0.2277
181,1.4722391366958618,1.4722391366958618,0.2282
182,1.4704442024230957,1.4704442024230957,0.2286
183,1.4686561822891235,1.4686561822891235,0.2291
184,1.4668744802474976,1.4668744802474976,0.2295
185,1.4650980234146118,1.4650980234146118,0.23
186,1.4633262157440186,1.4633262157440186,0.2305
187,1.461558222770691,1.461558222770691,0.2309
188,1.4597938060760498,1.4597938060760498,0.2314
189,1.4580320119857788,1.4580320119857788,0.2318
190,1.4562723636627197,1.4562723636627197,0.2323
191,1.4545143842697144,1.4545143842697144,0.2327
192,1.452757477760315,1.452757477760315,0.2332
193,1.4510014057159424,1.4510014057159424,0.2337
194,1.4492456912994385,1.4492456912994385,0.2341
195,1.447489619255066,1.447489619255066,0.2346
196,1.4457333087921143,1.4457333087921143,0.235
197,1.4439761638641357,1.4439761638641357,0.2355
198,1.4422179460525513,1.4422179460525513,0.2359
199,1.4404584169387817,1.4404584169387817,0.2364
200,1.438697099685669,1.438697099685669,0.2368
201,1.4369341135025024,1.4369341135025024,0.2372
202,1.4351691007614136,1.4351691007614136,0.2377
203,1.4334017038345337,1.4334017038345337,0.2381
204,1.4316319227218628,1.4316319227218628,0.2386
205,1.4298593997955322,1.4298593997955322,0.239
206,1.4280844926834106,1.4280844926834106,0.2395
207,1.4263064861297607,1.4263064861297607,0.2399
208,1.424525499343872,1.424525499343872,0.2404
209,1.4227412939071655,1.4227412939071655,0.2408
210,1.4209539890289307,1.4209539890289307,0.2413
211,1.419163465499878,1.419163465499878,0.2417
212,1.4173693656921387,1.4173693656921387,0.2422
213,1.415571928024292,1.415571928024292,0.2426
214,1.4137707948684692,1.4137707948684692,0.243
215,1.41196608543396,1.41196608543396,0.2435
216,1.4101576805114746,1.4101576805114746,0.2439
217,1.4083454608917236,1.4083454608917236,0.2444
218,1.4065296649932861,1.4065296649932861,0.2448
219,1.404709815979004,1.404709815979004,0.2453
220,1.4028860330581665,1.4028860330581665,0.2457
221,1.4010584354400635,1.4010584354400635,0.2462
222,1.3992265462875366,1.3992265462875366,0.2466
223,1.3973908424377441,1.3973908424377441,0.2471
224,1.395551085472107,1.395551085472107,0.2475
225,1.393707036972046,1.393707036972046,0.248
226,1.3918590545654297,1.3918590545654297,0.2484
227,1.3900066614151,1.3900066614151,0.2489
228,1.3881499767303467,1.3881499767303467,0.2493
229,1.386289358139038,1.386289358139038,0.2497
230,1.3844242095947266,1.3844242095947266,0.2502
231,1.3825547695159912,1.3825547695159912,0.2506
232,1.3806811571121216,1.3806811571121216,0.2511
233,1.378803014755249,1.378803014755249,0.2515
234,1.376920461654663,1.376920461654663,0.252
235,1.3750337362289429,1.3750337362289429,0.2524
236,1.3731423616409302,1.3731423616409302,0.2529
237,1.371246576309204,1.371246576309204,0.2533
238,1.3693463802337646,1.3693463802337646,0.2538
239,1.3674417734146118,1.3674417734146118,0.2542
240,1.3655325174331665,1.3655325174331665,0.2547
241,1.3636188507080078,1.3636188507080078,0.2551
242,1.3617005348205566,1.3617005348205566,0.2555
243,1.3597776889801025,1.3597776889801025,0.256
244,1.3578503131866455,1.3578503131866455,0.2564
245,1.355918288230896,1.355918288230896,0.2569
246,1.3539817333221436,1.3539817333221436,0.2573
247,1.352040410041809,1.352040410041809,0.2578
248,1.3500945568084717,1.3500945568084717,0.2582
249,1.3481440544128418,1.3481440544128418,0.2587
250,1.3461887836456299,1.3461887836456299,0.2591
251,1.3442291021347046,1.3442291021347046,0.2596
252,1.3422645330429077,1.3422645330429077,0.26
253,1.340295433998108,1.340295433998108,0.2605
254,1.3383214473724365,1.3383214473724365,0.2609
255,1.3363428115844727,1.3363428115844727,0.2614
256,1.3343594074249268,1.3343594074249268,0.2618
257,1.3323713541030884,1.3323713541030884,0.2623
258,1.330378532409668,1.330378532409668,0.2627
259,1.3283809423446655,1.3283809423446655,0.2632
260,1.3263784646987915,1.3263784646987915,0.2636
261,1.324371576309204,1.324371576309204,0.2641
262,1.3223596811294556,1.3223596811294556,0.2645
263,1.3203428983688354,1.3203428983688354,0.265
264,1.3183214664459229,1.3183214664459229,0.2654
265,1.3162951469421387,1.3162951469421387,0.2659
266,1.3142640590667725,1.3142640590667725,0.2663
267,1.3122283220291138,1.3122283220291138,0.2668
268,1.3101876974105835,1.3101876974105835,0.2672
269,1.3081421852111816,1.3081421852111816,0.2676
270,1.3060919046401978,1.3060919046401978,0.2681
271,1.3040578365325928,1.3040578365325928,0.2685
272,1.3020451068878174,1.3020451068878174,0.269
273,1.3000292778015137,1.3000292778015137,0.2694
274,1.2980104684829712,1.2980104684829712,0.2699
275,1.2959885597229004,1.2959885597229004,0.2703
276,1.2939636707305908,1.2939636707305908,0.2708
277,1.2919353246688843,1.2919353246688843,0.2712
278,1.2899041175842285,1.2899041175842285,0.2716
279,1.2878696918487549,1.2878696918487549,0.2721
280,1.2858318090438843,1.2858318090438843,0.2726
281,1.283790946006775,1.283790946006775,0.273
282,1.2817468643188477,1.2817468643188477,0.2734
283,1.2796992063522339,1.2796992063522339,0.2739
284,1.2776483297348022,1.2776483297348022,0.2743
285,1.2755939960479736,1.2755939960479736,0.2748
286,1.2735364437103271,1.2735364437103271,0.2752
287,1.2714754343032837,1.2714754343032837,0.2756
288,1.2694108486175537,1.2694108486175537,0.2761
289,1.2673425674438477,1.2673425674438477,0.2765
290,1.2652705907821655,1.2652705907821655,0.277
291,1.263195276260376,1.263195276260376,0.2774
292,1.2611160278320312,1.2611160278320312,0.2779
293,1.259033441543579,1.259033441543579,0.2783
294,1.2569468021392822,1.2569468021392822,0.2787
295,1.2548564672470093,1.2548564672470093,0.2792
296,1.2527625560760498,1.2527625560760498,0.2796
297,1.2506647109985352,1.2506647109985352,0.2801
298,1.248563289642334,1.248563289642334,0.2805
299,1.2464579343795776,1.2464579343795776,0.2809
300,1.2443487644195557,1.2443487644195557,0.2814
301,1.2422360181808472,1.2422360181808472,0.2818
302,1.2401195764541626,1.2401195764541626,0.2823
303,1.2379992008209229,1.2379992008209229,0.2827
304,1.2358753681182861,1.2358753681182861,0.2831
305,1.2337477207183838,1.2337477207183838,0.2836
306,1.2316162586212158,1.2316162586212158,0.284
307,1.2294814586639404,1.2294814586639404,0.2845
308,1.2273430824279785,1.2273430824279785,0.2849
309,1.2252010107040405,1.2252010107040405,0.2853
310,1.2230554819107056,1.2230554819107056,0.2858
311,1.2209064960479736,1.2209064960479736,0.2862
312,1.2187540531158447,1.2187540531158447,0.2867
313,1.2165980339050293,1.2165980339050293,0.2871
314,1.2144386768341064,1.2144386768341064,0.2876
315,1.2122761011123657,1.2122761011123657,0.288
316,1.2101099491119385,1.2101099491119385,0.2885
317,1.207940697669983,1.207940697669983,0.2889
318,1.2057679891586304,1.2057679891586304,0.2893
319,1.203592300415039,1.203592300415039,0.2898
320,1.2014133930206299,1.2014133930206299,0.2902
321,1.1992312669754028,1.1992312669754028,0.2906
322,1.1970460414886475,1.1970460414886475,0.2911
323,1.1948578357696533,1.1948578357696533,0.2915
324,1.1926666498184204,1.1926666498184204,0.292
325,1.1904723644256592,1.1904723644256592,0.2924
326,1.1882752180099487,1.1882752180099487,0.2929
327,1.1860750913619995,1.1860750913619995,0.2933
328,1.1838723421096802,1.1838723421096802,0.2937
329,1.1816667318344116,1.1816667318344116,0.2942
330,1.1794583797454834,1.1794583797454834,0.2946
331,1.177247405052185,1.177247405052185,0.2951
332,1.1750339269638062,1.1750339269638062,0.2955
333,1.1728178262710571,1.1728178262710571,0.296
334,1.170599102973938,1.170599102973938,0.2964
335,1.1683781147003174,1.1683781147003174,0.2969
336,1.1661545038223267,1.1661545038223267,0.2973
337,1.163928747177124,1.163928747177124,0.2978
338,1.16170072555542,1.16170072555542,0.2982
339,1.159470558166504,1.159470558166504,0.2986
340,1.1572380065917969,1.1572380065917969,0.2991
341,1.1550037860870361,1.1550037860870361,0.2995
342,1.1527791023254395,1.1527791023254395,0.3
343,1.1505602598190308,1.1505602598190308,0.3004
344,1.1483389139175415,1.1483389139175415,0.3009
345,1.1461150646209717,1.1461150646209717,0.3013
346,1.1438891887664795,1.1438891887664795,0.3018
347,1.141661286354065,1.141661286354065,0.3022
348,1.1394317150115967,1.1394317150115967,0.3026
349,1.1372002363204956,1.1372002363204956,0.3031
350,1.1349674463272095,1.1349674463272095,0.3035
351,1.1327332258224487,1.1327332258224487,0.304
352,1.130497694015503,1.130497694015503,0.3044
353,1.1282612085342407,1.1282612085342407,0.3049
354,1.126023530960083,1.126023530960083,0.3053
355,1.1237846612930298,1.1237846612930298,0.3057
356,1.1215448379516602,1.1215448379516602,0.3062
357,1.1193039417266846,1.1193039417266846,0.3066
358,1.1170623302459717,1.1170623302459717,0.307
359,1.1148196458816528,1.1148196458816528,0.3075
360,1.1125762462615967,1.1125762462615967,0.3079
361,1.1103317737579346,1.1103317737579346,0.3084
362,1.1080868244171143,1.1080868244171143,0.3088
363,1.1058409214019775,1.1058409214019775,0.3092
364,1.103594422340393,1.103594422340393,0.3097
365,1.1013472080230713,1.1013472080230713,0.3101
366,1.0990993976593018,1.0990993976593018,0.3106
367,1.096851110458374,1.096851110458374,0.311
368,1.0946025848388672,1.0946025848388672,0.3114
369,1.0923537015914917,1.0923537015914917,0.3119
370,1.090104579925537,1.090104579925537,0.3123
371,1.087855339050293,1.087855339050293,0.3128
372,1.0856062173843384,1.0856062173843384,0.3132
373,1.0833569765090942,1.0833569765090942,0.3136
374,1.0811078548431396,1.0811078548431396,0.3141
375,1.0788590908050537,1.0788590908050537,0.3145
376,1.0766105651855469,1.0766105651855469,0.315
377,1.0743625164031982,1.0743625164031982,0.3154
378,1.0721150636672974,1.0721150636672974,0.3158
379,1.0698679685592651,1.0698679685592651,0.3163
380,1.0676215887069702,1.0676215887069702,0.3167
381,1.0653760433197021,1.0653760433197021,0.3172
382,1.063131332397461,1.063131332397461,0.3176
383,1.0608876943588257,1.0608876943588257,0.318
384,1.0586447715759277,1.0586447715759277,0.3185
385,1.0564031600952148,1.0564031600952148,0.3189
386,1.0541627407073975,1.0541627407073975,0.3194
387,1.0519235134124756,1.0519235134124756,0.3198
388,1.0496858358383179,1.0496858358383179,0.3203
389,1.0474493503570557,1.0474493503570557,0.3207
390,1.0452158451080322,1.0452158451080322,0.3211
391,1.0429861545562744,1.0429861545562744,0.3216
392,1.0407558679580688,1.0407558679580688,0.322
393,1.0385258197784424,1.0385258197784424,0.3225
394,1.0363006591796875,1.0363006591796875,0.3229
395,1.0340780019760132,1.0340780019760132,0.3233
396,1.0318573713302612,1.0318573713302612,0.3238
397,1.0296387672424316,1.0296387672424316,0.3242
398,1.0274219512939453,1.0274219512939453,0.3247
399,1.02520751953125,1.02520751953125,0.3251
400,1.022994875907898,1.022994875907898,0.3256
401,1.0207849740982056,1.0207849740982056,0.326
402,1.0185778141021729,1.0185778141021729,0.3264
403,1.0163757801055908,1.0163757801055908,0.3269
404,1.0141748189926147,1.0141748189926147,0.3273
405,1.0119775533676147,1.0119775533676147,0.3278
406,1.00978422164917,1.00978422164917,0.3282
407,1.0075933933258057,1.0075933933258057,0.3287
408,1.0054054260253906,1.0054054260253906,0.3292
409,1.0032215118408203,1.0032215118408203,0.3302
410,1.001041293144226,1.001041293144226,0.3307
411,0.9988642930984497,0.9988642930984497,0.3311
412,0.9966915249824524,0.9966915249824524,0.3316
413,0.9945219159126282,0.9945219159126282,0.3321
414,0.9923569560050964,0.9923569560050964,0.3342
415,0.990195631980896,0.990195631980896,0.335
416,0.988039493560791,0.988039493560791,0.3355
417,0.9858864545822144,0.9858864545822144,0.3359
418,0.9837373495101929,0.9837373495101929,0.3364
419,0.9815934300422668,0.9815934300422668,0.3372
420,0.9794532656669617,0.9794532656669617,0.3377
421,0.9773184061050415,0.9773184061050415,0.3382
422,0.9751878976821899,0.9751878976821899,0.3387
423,0.9730621576309204,0.9730621576309204,0.3404
424,0.9709409475326538,0.9709409475326538,0.3409
425,0.9688253402709961,0.9688253402709961,0.3414
426,0.966714084148407,0.966714084148407,0.3418
427,0.9646093249320984,0.9646093249320984,0.3423
428,0.9625087976455688,0.9625087976455688,0.3428
429,0.9604123830795288,0.9604123830795288,0.3432
430,0.9583222270011902,0.9583222270011902,0.3439
431,0.95623779296875,0.95623779296875,0.3443
432,0.9541577100753784,0.9541577100753784,0.3448
433,0.9520851373672485,0.9520851373672485,0.3458
434,0.9500176310539246,0.9500176310539246,0.3462
435,0.947955310344696,0.947955310344696,0.3467
436,0.9458978772163391,0.9458978772163391,0.3472
437,0.9438468217849731,0.9438468217849731,0.3476
438,0.9418026208877563,0.9418026208877563,0.3481
439,0.9397631883621216,0.9397631883621216,0.3486
440,0.9377307891845703,0.9377307891845703,0.349
441,0.9357045888900757,0.9357045888900757,0.3495
442,0.9336844682693481,0.9336844682693481,0.35
443,0.9316706657409668,0.9316706657409668,0.3504
444,0.9296634793281555,0.9296634793281555,0.3509
