model,metric,slope,intercept,r_squared,std_error,n_included,included,excluded,mask_rule
ChemKAN,train_loss,0.6886728983662153,-2.7571588850102655,0.8815289008798003,0.1457606499702798,5,"78,117,156,390,663",(none),"all measured points, with no post-hoc exclusions; descriptive regression; fitting scope differs from the paper's pre-saturation subset"
ChemKAN,test_loss,0.6795762916027861,-2.5170374453116624,0.8733790982854165,0.14939253465907273,5,"78,117,156,390,663",(none),"all measured points, with no post-hoc exclusions; descriptive regression; fitting scope differs from the paper's pre-saturation subset"
ChemKAN,train_loss_late_median,0.7275871876371005,-2.7939559098182523,0.9096866764844164,0.13235928447459216,5,"78,117,156,390,663",(none),"all measured points, with no post-hoc exclusions; descriptive regression; fitting scope differs from the paper's pre-saturation subset"
DeepONet,train_loss,-2.0818782405379284,4.079920720865797,0.6824242188642176,0.7101037435951408,6,"85,169,220,340,484,745",(none),"all measured points, with no post-hoc exclusions; descriptive regression; fitting scope differs from the paper's pre-saturation subset"
DeepONet,test_loss,-1.3175879366144922,2.515215126028655,0.7611814200624997,0.3690112278886878,6,"85,169,220,340,484,745",(none),"all measured points, with no post-hoc exclusions; descriptive regression; fitting scope differs from the paper's pre-saturation subset"
DeepONet,train_loss_late_median,-2.0512088097615377,4.011976883267914,0.682813737392015,0.6990141018772386,6,"85,169,220,340,484,745",(none),"all measured points, with no post-hoc exclusions; descriptive regression; fitting scope differs from the paper's pre-saturation subset"
