epoch,total_loss,full_rollout_train_mse,full_rollout_test_mse_clean,eval_seconds,elapsed_seconds
0,3.9954113960266113,1276.571044921875,1329.2071533203125,0.0454,0.7346
1,3.4114298820495605,,,,1.3632
2,2.8810434341430664,,,,1.8442
3,2.405632495880127,,,,2.3113
4,1.9855799674987793,,,,2.7917
5,1.620047688484192,,,,3.2646
6,1.3068829774856567,,,,3.8438
7,1.042723298072815,,,,4.4643
8,0.8232463598251343,,,,5.0081
9,0.6435527801513672,,,,5.5335
10,0.4986143112182617,,,,6.1348
11,0.3836330771446228,,,,6.6157
12,0.2942367196083069,,,,7.1228
13,0.22653718292713165,,,,7.5833
14,0.17711348831653595,,,,8.0776
15,0.14295393228530884,,,,8.5434
16,0.12138140946626663,,,,9.0901
17,0.10997653752565384,,,,9.62
18,0.10651801526546478,,,,10.0844
19,0.1089518591761589,,,,10.6697
20,0.11539476364850998,,,,11.133
21,0.12416496127843857,,,,11.5803
22,0.13382451236248016,,,,12.0346
23,0.1432115137577057,,,,12.5108
24,0.1514466255903244,,,,12.9532
25,0.15791192650794983,,,,13.4408
26,0.1622105836868286,,,,13.8759
27,0.1641203612089157,,,,14.3142
28,0.16355489194393158,,,,14.7797
29,0.16053618490695953,,,,15.2811
30,0.1551811248064041,,,,15.7224
31,0.14769743382930756,,,,16.1566
32,0.13838498294353485,,,,16.6064
33,0.127635195851326,,,,17.1157
34,0.1159234270453453,,,,17.6358
35,0.10378818213939667,,,,18.2105
36,0.09179755300283432,,,,18.7079
37,0.08050456643104553,,,,19.1402
38,0.0703989788889885,,,,19.5822
39,0.06186254322528839,,,,20.0957
40,0.055135805159807205,,,,20.5425
41,0.05030149221420288,,,,21.0888
42,0.04728703200817108,,,,21.595
43,0.04588543623685837,,,,22.0577
44,0.04579085111618042,,,,22.5417
45,0.04664277285337448,,,,23.0008
46,0.04807151108980179,,,,23.4243
47,0.04973826929926872,,,,23.89
48,0.05136410892009735,,,,24.3166
49,0.052745528519153595,,,,24.7533
50,0.05375697463750839,,,,25.2676
51,0.0543428473174572,,,,25.7335
52,0.05450299382209778,,,,26.191
53,0.05427580326795578,,,,26.6221
54,0.053722549229860306,,,,27.0639
55,0.052914854139089584,,,,27.4981
56,0.05192612484097481,,,,27.9471
57,0.0508265383541584,,,,28.3974
58,0.04968025162816048,,,,28.8238
59,0.048544060438871384,,,,29.2679
60,0.04746605083346367,,,,29.6956
61,0.04648440331220627,,,,30.1328
62,0.045626185834407806,,,,30.6373
63,0.0449068509042263,,,,31.085
64,0.0443304218351841,,,,31.5265
65,0.04389119893312454,,,,31.9642
66,0.04357591271400452,,,,32.381
67,0.043366558849811554,,,,32.8349
68,0.04324299842119217,,,,33.2899
69,0.043184928596019745,,,,33.7667
70,0.04317309707403183,,,,34.1919
71,0.04318946599960327,,,,34.6352
72,0.043217457830905914,,,,35.0589
73,0.04324161633849144,,,,35.5238
74,0.043248068541288376,,,,35.9966
75,0.04322509840130806,,,,36.4162
76,0.04316411539912224,,,,36.8505
77,0.043060749769210815,,,,37.2852
78,0.04291551560163498,,,,37.7581
79,0.04273369535803795,,,,38.2288
80,0.042524758726358414,,,,38.6295
81,0.042300719767808914,,,,39.0431
82,0.04207444190979004,,,,39.5093
83,0.041857510805130005,,,,39.9313
84,0.04165889695286751,,,,40.3362
85,0.04148393124341965,,,,41.0208
86,0.04133427515625954,,,,41.6345
87,0.041208311915397644,,,,42.1373
88,0.04110218584537506,,,,42.6122
89,0.04101087525486946,,,,43.0873
90,0.04092913120985031,,,,43.6175
91,0.040852196514606476,,,,44.0562
92,0.04077620431780815,,,,44.6053
93,0.04069822281599045,,,,45.0462
94,0.04061635956168175,,,,45.5167
95,0.040529489517211914,,,,45.9647
96,0.040437180548906326,,,,46.4403
97,0.04033966735005379,,,,46.8772
98,0.040237609297037125,,,,47.3441
99,0.040132056921720505,,,,47.8951
100,0.04002423584461212,6.000664710998535,3.7920379638671875,0.0437,48.3926
101,0.03991536423563957,,,,48.8954
102,0.039806514978408813,,,,49.3277
103,0.03969850763678551,,,,49.791
104,0.039591915905475616,,,,50.2649
105,0.03948703408241272,,,,50.767
106,0.03938402608036995,,,,51.1968
107,0.0392829030752182,,,,51.6439
108,0.039183713495731354,,,,52.0794
109,0.03908637538552284,,,,52.6157
110,0.038990721106529236,,,,53.1478
111,0.03889646753668785,,,,53.6276
112,0.038803260773420334,,,,54.1441
113,0.0387105830013752,,,,54.5934
114,0.03861795365810394,,,,55.0674
115,0.03852488100528717,,,,55.56
116,0.03843103349208832,,,,56.0588
117,0.038336217403411865,,,,56.5218
118,0.03824050724506378,,,,56.9959
119,0.038144003599882126,,,,57.5295
120,0.03804702311754227,,,,57.9863
121,0.03794984892010689,,,,58.4411
122,0.037852779030799866,,,,58.8965
123,0.03775603696703911,,,,59.3878
124,0.03765976428985596,,,,59.8991
125,0.03756403550505638,,,,60.3592
126,0.037468839436769485,,,,60.891
127,0.037374142557382584,,,,61.3909
128,0.0372798778116703,,,,61.871
129,0.037185944616794586,,,,62.3456
130,0.03709227591753006,,,,62.9013
131,0.03699873760342598,,,,63.3902
132,0.03690531477332115,,,,63.8766
133,0.03681192547082901,,,,64.3548
134,0.03671853244304657,,,,64.8325
135,0.03662516176700592,,,,65.2956
136,0.03653184697031975,,,,65.8168
137,0.036438580602407455,,,,66.3039
138,0.03634538874030113,,,,66.7938
139,0.03625231981277466,,,,67.2727
140,0.036159366369247437,,,,67.8608
141,0.03606654703617096,,,,68.4169
142,0.03597392141819,,,,69.095
143,0.035881407558918,,,,69.851
144,0.035789117217063904,,,,70.4186
145,0.035697005689144135,,,,70.9819
146,0.03560512140393257,,,,71.5101
147,0.03551344573497772,,,,72.1226
148,0.03542199358344078,,,,72.6555
149,0.03533072769641876,,,,73.2002
150,0.03523966297507286,,,,73.8116
151,0.03514876589179039,,,,74.6371
152,0.03505803644657135,,,,75.2395
153,0.03496744483709335,,,,75.9112
154,0.03487703204154968,,,,76.6042
155,0.03478676825761795,,,,77.2292
156,0.034696657210588455,,,,77.9303
157,0.03460674732923508,,,,78.5986
158,0.034517016261816025,,,,79.197
159,0.03442747890949249,,,,79.7883
160,0.03433812037110329,,,,80.4328
161,0.03424897789955139,,,,81.0389
162,0.03416004404425621,,,,81.5618
163,0.03407132253050804,,,,82.071
164,0.033982813358306885,,,,82.5829
165,0.033894505351781845,,,,83.1562
166,0.03380642831325531,,,,83.7127
167,0.0337185338139534,,,,84.4264
168,0.0336308553814888,,,,84.972
169,0.033543381839990616,,,,85.495
170,0.033456094563007355,,,,86.0548
171,0.03336906433105469,,,,86.5918
172,0.03328220546245575,,,,87.1409
173,0.03319556638598442,,,,87.6507
174,0.0331091471016407,,,,88.1729
175,0.0330229327082634,,,,88.6707
176,0.032936956733465195,,,,89.1816
177,0.03285118192434311,,,,89.7789
178,0.03276563063263893,,,,90.2791
179,0.032680314034223557,,,,90.789
180,0.03259521350264549,,,,91.2804
181,0.03251032158732414,,,,91.8108
182,0.032425664365291595,,,,92.3303
183,0.03234124556183815,,,,92.8395
184,0.032257065176963806,,,,93.288
185,0.03217307850718498,,,,93.7863
186,0.03208933770656586,,,,94.3525
187,0.03200583904981613,,,,94.9265
188,0.03192254900932312,,,,95.4128
189,0.031839482486248016,,,,95.9228
190,0.0317566841840744,,,,96.4615
191,0.0316740944981575,,,,96.9522
192,0.031591739505529404,,,,97.4468
193,0.03150962293148041,,,,97.9496
194,0.03142772614955902,,,,98.4233
195,0.03134607523679733,,,,98.9607
196,0.03126467019319534,,,,99.4733
197,0.031183477491140366,,,,100.0212
198,0.031102536246180534,,,,100.5104
199,0.0310218445956707,,,,101.0278
200,0.030941380187869072,4.969183921813965,3.3574013710021973,0.0424,101.599
201,0.03086114674806595,,,,102.1123
202,0.030781159177422523,,,,102.5997
203,0.03070141188800335,,,,103.1204
204,0.030621901154518127,,,,103.6346
205,0.03054261952638626,,,,104.1392
206,0.030463583767414093,,,,104.7297
207,0.03038480505347252,,,,105.2763
208,0.030306238681077957,,,,105.8168
209,0.03022792749106884,,,,106.3405
210,0.03014986217021942,,,,106.8683
211,0.03007202222943306,,,,107.3757
212,0.029994430020451546,,,,107.8683
213,0.029917076230049133,,,,108.3655
214,0.02983997017145157,,,,108.8593
215,0.029763098806142807,,,,109.3855
216,0.029686471447348595,,,,109.8691
217,0.029610073193907738,,,,110.3614
218,0.029533933848142624,,,,110.8666
219,0.029458029195666313,,,,111.4108
220,0.029382359236478806,,,,111.9866
221,0.0293069276958704,,,,112.5062
222,0.02923174947500229,,,,112.9967
223,0.029156815260648727,,,,113.4853
224,0.029082104563713074,,,,114.0086
225,0.02900765649974346,,,,114.4869
226,0.02893342263996601,,,,114.9812
227,0.02885943278670311,,,,115.4777
228,0.028785686939954758,,,,115.9831
229,0.02871220000088215,,,,116.4727
230,0.028638921678066254,,,,116.9813
231,0.028565887361764908,,,,117.499
232,0.02849310077726841,,,,118.0019
233,0.02842055819928646,,,,118.5454
234,0.028348242864012718,,,,119.0442
235,0.028276177123188972,,,,119.5466
236,0.02820431999862194,,,,120.3075
237,0.0281327236443758,,,,121.0246
238,0.028061356395483017,,,,121.6928
239,0.027990233153104782,,,,122.3759
240,0.027919340878725052,,,,123.112
241,0.02784867398440838,,,,123.7289
242,0.02777826599776745,,,,124.2809
243,0.02770806849002838,,,,124.8705
244,0.02763812057673931,,,,125.5036
245,0.027568394318223,,,,126.1639
246,0.027498912066221237,,,,126.822
247,0.027429653331637383,,,,127.3305
248,0.027360625565052032,,,,127.8281
249,0.027291832491755486,,,,128.3417
250,0.027223272249102592,,,,128.8917
251,0.027154933661222458,,,,129.3846
252,0.02708684466779232,,,,129.9106
253,0.027018964290618896,,,,130.4268
254,0.026951326057314873,,,,130.9493
255,0.026883896440267563,,,,131.4902
256,0.026816701516509056,,,,132.1269
257,0.026749758049845695,,,,132.6309
258,0.026683002710342407,,,,133.1713
259,0.026616496965289116,,,,133.6868
260,0.026550214737653732,,,,134.2727
261,0.02648415043950081,,,,135.0189
262,0.026418302208185196,,,,135.6377
263,0.026352696120738983,,,,136.2861
264,0.026287296786904335,,,,136.9553
265,0.026222115382552147,,,,137.6148
266,0.026157163083553314,,,,138.2962
267,0.026092423126101494,,,,138.858
268,0.026027899235486984,,,,139.4444
