epoch,total_loss,species_mse,pinn_loss,elapsed_seconds
92,7.997872829437256,7.997872352600098,4.764893049014063e-07,1.8332
93,7.996821403503418,7.99682092666626,4.934461230732268e-07,1.8602
94,7.995752334594727,7.995751857757568,5.12816768605262e-07,1.8847
95,7.994596481323242,7.994596004486084,5.314069539963384e-07,1.9077
96,7.99344539642334,7.993444919586182,5.494190986610192e-07,1.9306
97,7.992274284362793,7.992273807525635,5.678533625541604e-07,1.9532
98,7.991047382354736,7.991046905517578,5.870776362826291e-07,1.976
99,7.989764213562012,7.9897637367248535,6.059239581190923e-07,1.9987
100,7.988430023193359,7.988429546356201,6.239985168576823e-07,2.0216
101,7.987049579620361,7.987049102783203,6.439324806706281e-07,2.0442
102,7.985589027404785,7.985588550567627,6.628289952459454e-07,2.0654
103,7.983752250671387,7.9837517738342285,6.858305141577148e-07,2.0942
104,7.982293128967285,7.982292652130127,7.053146191537962e-07,2.1219
105,7.980644226074219,7.980643272399902,7.264245027727156e-07,2.1491
106,7.979046821594238,7.979045867919922,7.498293825847213e-07,2.1798
107,7.9774346351623535,7.977433681488037,7.744117738184286e-07,2.2064
108,7.97560977935791,7.975608825683594,7.977185418894805e-07,2.2324
109,7.973869323730469,7.973868370056152,8.208070880755258e-07,2.2586
110,7.972137451171875,7.972136497497559,8.485922649015265e-07,2.2851
111,7.97022819519043,7.970227241516113,8.766364771872759e-07,2.316
112,7.968319416046143,7.968318462371826,9.035098287313303e-07,2.3511
113,7.966373920440674,7.966372966766357,9.320770004705992e-07,2.3778
114,7.964420795440674,7.964419841766357,9.634868547436781e-07,2.4032
115,7.9623823165893555,7.962381362915039,9.94934339360043e-07,2.4261
116,7.96034049987793,7.960339546203613,1.0279651405653567e-06,2.4493
117,7.958165645599365,7.958164691925049,1.0626873745422927e-06,2.4791
118,7.956027030944824,7.956026077270508,1.0938479135802481e-06,2.5169
119,7.9537763595581055,7.953775405883789,1.1281574643362546e-06,2.5449
120,7.951645374298096,7.951644420623779,1.1610680985540967e-06,2.5699
121,7.949368476867676,7.949367046356201,1.1963481938437326e-06,2.5934
122,7.946918487548828,7.9469170570373535,1.23323343359516e-06,2.6218
123,7.944567680358887,7.944566249847412,1.2666678230743855e-06,2.6598
124,7.942142486572266,7.942141056060791,1.3041041029282496e-06,2.6924
125,7.9396796226501465,7.939678192138672,1.3458146668199333e-06,2.7352
126,7.937068939208984,7.93706750869751,1.3808023595629493e-06,2.7618
127,7.934523582458496,7.9345221519470215,1.416441136825597e-06,2.8027
128,7.93185567855835,7.931854248046875,1.461469196328835e-06,2.8293
129,7.929193019866943,7.929191589355469,1.5003059843365918e-06,2.8703
130,7.926407814025879,7.926406383514404,1.5384084690595046e-06,2.8983
131,7.923650741577148,7.923649311065674,1.5800719666003715e-06,2.9395
132,7.920826435089111,7.920825004577637,1.6291099882437265e-06,2.9787
133,7.917920112609863,7.9179182052612305,1.6740564205974806e-06,3.0196
134,7.914957046508789,7.914955139160156,1.7174886579596205e-06,3.0632
135,7.911941051483154,7.9119391441345215,1.768422976056172e-06,3.1095
136,7.908785820007324,7.908783912658691,1.8235923562315293e-06,3.1448
137,7.905697345733643,7.90569543838501,1.8716841623245273e-06,3.1735
138,7.9026055335998535,7.902603626251221,1.9157259885105304e-06,3.2066
139,7.8992600440979,7.899258136749268,1.9744895780604566e-06,3.2478
140,7.896000385284424,7.895998477935791,2.0304926238168264e-06,3.2889
141,7.892593860626221,7.892591953277588,2.0797519937332254e-06,3.3327
142,7.889127254486084,7.889125347137451,2.134258011210477e-06,3.3638
143,7.88571834564209,7.885715961456299,2.196213472416275e-06,3.4033
144,7.882177352905273,7.882174968719482,2.25914959628426e-06,3.443
145,7.8784499168396,7.878447532653809,2.316022801096551e-06,3.4713
146,7.8748908042907715,7.8748884201049805,2.3763263925502542e-06,3.511
147,7.87114143371582,7.871139049530029,2.4467410639772424e-06,3.5512
148,7.867343425750732,7.867341041564941,2.512120317987865e-06,3.5926
149,7.863398551940918,7.863396167755127,2.575875896582147e-06,3.6753
150,7.85952615737915,7.859523296356201,2.6409031761431834e-06,3.7137
151,7.855534553527832,7.855531692504883,2.716014478210127e-06,3.7519
152,7.851380348205566,7.851377487182617,2.7866592517966637e-06,3.7902
153,7.847329616546631,7.847326755523682,2.8512947665149113e-06,3.8251
154,7.84304141998291,7.843038558959961,2.933497171397903e-06,3.8643
155,7.838759422302246,7.838756561279297,3.011508624695125e-06,3.9242
156,7.8344807624816895,7.83447790145874,3.0824360237602377e-06,3.9725
157,7.830045700073242,7.830042362213135,3.1693580240244046e-06,4.009
158,7.825540542602539,7.825537204742432,3.2536695471208077e-06,4.0483
159,7.820992469787598,7.82098913192749,3.3285393783444306e-06,4.0855
160,7.816318988800049,7.816315650939941,3.42509406436875e-06,4.12
161,7.811595439910889,7.811592102050781,3.5065083920926554e-06,4.1561
162,7.806773662567139,7.806769847869873,3.598220473577385e-06,4.191
163,7.8018975257873535,7.801893711090088,3.6930464375473093e-06,4.2314
164,7.7969207763671875,7.796916961669922,3.7869835978199262e-06,4.2726
165,7.791867733001709,7.791863918304443,3.8874436540936586e-06,4.312
166,7.7866997718811035,7.786695957183838,3.9902924982015975e-06,4.3614
167,7.78149938583374,7.781495094299316,4.092243216291536e-06,4.4008
168,7.7761735916137695,7.776169300079346,4.2072724681929685e-06,4.4404
169,7.770792007446289,7.770787715911865,4.3028717300330754e-06,4.4806
170,7.765275478363037,7.765271186828613,4.437945335666882e-06,4.522
171,7.759721279144287,7.759716987609863,4.527249984676018e-06,4.5628
172,7.754019260406494,7.754014492034912,4.659978003473952e-06,4.6043
173,7.74825382232666,7.748249053955078,4.784945758729009e-06,4.6461
174,7.74245548248291,7.742450714111328,4.889604497293476e-06,4.6806
175,7.736503601074219,7.7364983558654785,5.039338702772511e-06,4.7536
176,7.730393886566162,7.730388641357422,5.1625252126541454e-06,4.7955
177,7.724307537078857,7.724302291870117,5.282970960251987e-06,4.8359
178,7.718070983886719,7.7180657386779785,5.444071575766429e-06,4.8772
179,7.711673736572266,7.711668014526367,5.572911959461635e-06,4.9167
180,7.705275535583496,7.705269813537598,5.710105142497923e-06,4.9567
181,7.698782444000244,7.698776721954346,5.878420324734179e-06,4.9958
182,7.692087173461914,7.692080974578857,6.016550287313294e-06,5.0292
183,7.685408115386963,7.685401916503906,6.167569608805934e-06,5.0702
184,7.678591728210449,7.678585529327393,6.33927038506954e-06,5.1096
185,7.671557426452637,7.671550750732422,6.4854257288970985e-06,5.1497
186,7.664616107940674,7.664609432220459,6.649544502579374e-06,5.1878
187,7.657521724700928,7.657515048980713,6.826336630183505e-06,5.2258
188,7.650291442871094,7.650284290313721,6.981013484619325e-06,5.2642
189,7.6429548263549805,7.642947673797607,7.161110261222348e-06,5.3022
190,7.6355156898498535,7.6355085372924805,7.341091986745596e-06,5.3406
191,7.62803840637207,7.628030776977539,7.507732334488537e-06,5.3789
192,7.620445728302002,7.620438098907471,7.697684850427322e-06,5.4297
193,7.612766265869141,7.612758159637451,7.880746125010774e-06,5.4785
194,7.605011463165283,7.605003356933594,8.058857019932475e-06,5.5235
195,7.597070693969727,7.597062587738037,8.258050002041273e-06,5.5651
196,7.589207172393799,7.589198589324951,8.442784746875986e-06,5.6034
197,7.581180095672607,7.58117151260376,8.633380275568925e-06,5.6425
198,7.573038578033447,7.573029518127441,8.836236702336464e-06,5.6823
199,7.564811706542969,7.564802646636963,9.028525710164104e-06,5.7622
200,7.556504249572754,7.556495189666748,9.227806003764272e-06,5.8053
201,7.548089504241943,7.548079967498779,9.435712854610756e-06,5.8615
202,7.53959321975708,7.539583683013916,9.630492968426552e-06,5.9077
203,7.5309977531433105,7.530987739562988,9.836697245191317e-06,5.9541
204,7.522368907928467,7.5223588943481445,1.004837395157665e-05,5.9984
205,7.5136189460754395,7.513608932495117,1.0247998034174088e-05,6.0491
206,7.504772186279297,7.504761695861816,1.0461660167493392e-05,6.0979
207,7.495891571044922,7.495881080627441,1.0674446457414888e-05,6.1479
208,7.48690938949585,7.486898422241211,1.0881041816901416e-05,6.198
209,7.477787017822266,7.477776050567627,1.1100731171609368e-05,6.2458
210,7.468659400939941,7.4686479568481445,1.1315256415400654e-05,6.308
211,7.459362983703613,7.459351539611816,1.1524387446115725e-05,6.3688
212,7.450020790100098,7.450008869171143,1.1747738426493015e-05,6.4244
213,7.440611839294434,7.4405999183654785,1.196621815324761e-05,6.4855
214,7.43109130859375,7.431078910827637,1.2181214515294414e-05,6.5431
215,7.421483516693115,7.421471118927002,1.2408065231284127e-05,6.606
216,7.411773204803467,7.4117608070373535,1.2629484444914851e-05,6.6648
217,7.401968479156494,7.401955604553223,1.2852309737354517e-05,6.7329
218,7.392062664031982,7.392049789428711,1.3083143130643293e-05,6.7936
219,7.3820672035217285,7.382053852081299,1.330758459516801e-05,6.8575
220,7.371978282928467,7.371964931488037,1.353501920675626e-05,6.9206
221,7.361785888671875,7.361772060394287,1.3770171790383756e-05,6.9841
222,7.351480484008789,7.351466655731201,1.3997881069371942e-05,7.0418
223,7.341108322143555,7.341094017028809,1.4229440239432734e-05,7.0982
224,7.330625057220459,7.330610752105713,1.4469027519226074e-05,7.1571
225,7.320032596588135,7.3200178146362305,1.470059396524448e-05,7.2139
226,7.309332370758057,7.309317588806152,1.4938624190108385e-05,7.2676
227,7.2985615730285645,7.298546314239502,1.5180772606981918e-05,7.3189
228,7.287667751312256,7.287652492523193,1.54163280967623e-05,7.3726
229,7.276678562164307,7.276662826538086,1.5660498320357874e-05,7.4296
230,7.26558780670166,7.2655720710754395,1.5904382962617092e-05,7.4895
231,7.254390716552734,7.2543745040893555,1.6144242181326263e-05,7.5499
232,7.243096351623535,7.243080139160156,1.6394064004998654e-05,7.6082
233,7.231713771820068,7.231697082519531,1.6641444744891487e-05,7.6625
234,7.220215797424316,7.220199108123779,1.6885907825781032e-05,7.715
235,7.208607196807861,7.208590030670166,1.7141746866400354e-05,7.7733
236,7.196916580200195,7.1968994140625,1.739264916977845e-05,7.8342
237,7.185099124908447,7.185081481933594,1.7643371393205598e-05,7.895
238,7.173213958740234,7.173195838928223,1.79035614564782e-05,7.9534
239,7.161228656768799,7.161210536956787,1.8158900275011547e-05,8.0234
240,7.1491265296936035,7.149107933044434,1.8415872546029277e-05,8.1501
241,7.136941909790039,7.136923313140869,1.8680517314351164e-05,8.2139
242,7.124658107757568,7.12463903427124,1.8941043890663423e-05,8.283
243,7.112281322479248,7.11226224899292,1.9205164790037088e-05,8.3531
244,7.099815845489502,7.099796295166016,1.9474697182886302e-05,8.4098
245,7.08723783493042,7.087218284606934,1.974109727598261e-05,8.4705
246,7.074561595916748,7.0745415687561035,2.0011968445032835e-05,8.5307
247,7.061848163604736,7.061827659606934,2.0284442143747583e-05,8.5864
248,7.048977851867676,7.048957347869873,2.0562591089401394e-05,8.6443
249,7.036071300506592,7.036050319671631,2.0835184841416776e-05,8.7033
250,7.023073673248291,7.02305269241333,2.111834692186676e-05,8.7537
251,7.009972095489502,7.009950637817383,2.1400152036221698e-05,8.855
252,6.996798992156982,6.996777534484863,2.1680616555386223e-05,8.9423
253,6.983541488647461,6.983519554138184,2.1972140530124307e-05,9.0032
254,6.97016716003418,6.970144748687744,2.2257425371208228e-05,9.0813
255,6.956752777099609,6.956730365753174,2.2549063942278735e-05,9.1838
256,6.943259239196777,6.943236351013184,2.2844185878057033e-05,9.3012
257,6.929670810699463,6.929647445678711,2.3140833945944905e-05,9.3681
258,6.916033744812012,6.91601037979126,2.343870983168017e-05,9.4358
259,6.90229606628418,6.9022722244262695,2.37413369177375e-05,9.4997
260,6.888586044311523,6.888562202453613,2.4045570171438158e-05,9.563
261,6.874738693237305,6.874714374542236,2.435629539832007e-05,9.6245
262,6.860781192779541,6.8607563972473145,2.4663127987878397e-05,9.6838
263,6.846773147583008,6.846748352050781,2.4978748115245253e-05,9.7428
264,6.832735061645508,6.832709789276123,2.529242010496091e-05,9.7953
265,6.818653583526611,6.818627834320068,2.5616591301513836e-05,9.8529
266,6.804530143737793,6.80450439453125,2.593196950329002e-05,9.9114
267,6.79028844833374,6.790262222290039,2.6266750865033828e-05,9.9694
268,6.775984287261963,6.7759575843811035,2.6581939891912043e-05,10.0242
269,6.7616705894470215,6.761643886566162,2.6931220418191515e-05,10.0803
270,6.74735689163208,6.7473297119140625,2.723968827922363e-05,10.1363
271,6.732954978942871,6.732927322387695,2.7607198717305437e-05,10.1947
272,6.718470573425293,6.718442440032959,2.7919044441659935e-05,10.2591
273,6.70392370223999,6.703895568847656,2.8276454031583853e-05,10.3232
274,6.689406871795654,6.689378261566162,2.862907604139764e-05,10.3943
275,6.674856662750244,6.674827575683594,2.8955468224012293e-05,10.4633
276,6.660254001617432,6.660224437713623,2.9331891710171476e-05,10.5338
277,6.645605087280273,6.645575523376465,2.9679020371986553e-05,10.5965
278,6.630953311920166,6.630923271179199,3.002662560902536e-05,10.6584
279,6.616280555725098,6.616250038146973,3.0409626560867764e-05,10.7198
280,6.601572513580322,6.601541519165039,3.076103166677058e-05,10.7901
281,6.586849212646484,6.586818218231201,3.112531339866109e-05,10.8541
282,6.572116374969482,6.572084903717041,3.151330747641623e-05,10.9279
283,6.557345867156982,6.557313919067383,3.1872459658188745e-05,10.9891
284,6.542598247528076,6.542565822601318,3.224888496333733e-05,11.0577
285,6.52784538269043,6.527812957763672,3.2642128644511104e-05,11.1277
286,6.513070106506348,6.513037204742432,3.3008876926032826e-05,11.1953
287,6.4982991218566895,6.498265743255615,3.339731119922362e-05,11.2586
288,6.483516216278076,6.483482360839844,3.379441477591172e-05,11.3253
289,6.468760967254639,6.468726634979248,3.4167915146099404e-05,11.3918
290,6.454009056091309,6.453974723815918,3.4568027331260964e-05,11.4509
291,6.439291000366211,6.439256191253662,3.496277713566087e-05,11.5178
292,6.424588203430176,6.424552917480469,3.535077121341601e-05,11.5884
293,6.4099225997924805,6.409886837005615,3.5747987567447126e-05,11.6508
294,6.395249366760254,6.3952131271362305,3.615350215113722e-05,11.7113
295,6.380607604980469,6.380570888519287,3.653615203802474e-05,11.7687
296,6.3660078048706055,6.365971088409424,3.6946978070773184e-05,11.825
297,6.351468086242676,6.351430892944336,3.734706115210429e-05,11.8815
298,6.336970806121826,6.336933135986328,3.773554271901958e-05,11.9372
299,6.322474002838135,6.3224358558654785,3.8153633795445785e-05,11.9934
300,6.30804443359375,6.3080058097839355,3.854763417621143e-05,12.0535
301,6.2936811447143555,6.293642044067383,3.894685869454406e-05,12.1222
302,6.279385089874268,6.279345512390137,3.9361904782708734e-05,12.2042
303,6.2651190757751465,6.265079498291016,3.9752834709361196e-05,12.2955
304,6.2508978843688965,6.250857830047607,4.01627657993231e-05,12.3676
305,6.236748695373535,6.236708164215088,4.0567898395238444e-05,12.4416
306,6.22269344329834,6.222652435302734,4.096271004527807e-05,12.5393
307,6.208687782287598,6.208646297454834,4.137384530622512e-05,12.636
308,6.194752216339111,6.1947102546691895,4.177287337370217e-05,12.7207
309,6.180868148803711,6.180826187133789,4.2173433030257e-05,12.7898
310,6.167054653167725,6.1670122146606445,4.2577619751682505e-05,12.8646
311,6.153326034545898,6.15328311920166,4.29778010584414e-05,12.939
312,6.139678001403809,6.139634609222412,4.337429709266871e-05,13.0134
313,6.126107215881348,6.126063346862793,4.3775846279459074e-05,13.0886
314,6.112619400024414,6.112575054168701,4.41742486145813e-05,13.167
315,6.0992207527160645,6.099176406860352,4.45675068476703e-05,13.2475
316,6.085901260375977,6.0858564376831055,4.496819383348338e-05,13.3198
317,6.07265043258667,6.072605133056641,4.535375046543777e-05,13.3984
318,6.059458255767822,6.059412479400635,4.575524872052483e-05,13.4808
319,6.046365737915039,6.046319484710693,4.614016870618798e-05,13.552
320,6.033388137817383,6.033341407775879,4.652955612982623e-05,13.6259
321,6.020503520965576,6.020456790924072,4.6922512410674244e-05,13.6959
322,6.007699966430664,6.007652759552002,4.730122600449249e-05,13.7725
323,5.994952201843262,5.994904518127441,4.769394945469685e-05,13.8445
324,5.982290744781494,5.982242584228516,4.8067275201901793e-05,13.9224
325,5.969724178314209,5.969675540924072,4.845321018365212e-05,14.0022
326,5.957277774810791,5.957229137420654,4.882991925114766e-05,14.1634
327,5.944908142089844,5.944859027862549,4.920074206893332e-05,14.2636
328,5.932623863220215,5.932574272155762,4.9581776693230495e-05,14.3933
329,5.920408725738525,5.920358657836914,4.994036862626672e-05,14.4783
330,5.908266544342041,5.9082159996032715,5.031881664763205e-05,14.5581
331,5.896215438842773,5.896164894104004,5.0671122153289616e-05,14.6353
332,5.884244441986084,5.884193420410156,5.1039940444752574e-05,14.7197
333,5.872361660003662,5.872310161590576,5.139199492987245e-05,14.8044
334,5.860566139221191,5.860514163970947,5.1743958465522155e-05,14.8867
335,5.8488616943359375,5.848809719085693,5.209850496612489e-05,14.9728
336,5.837244510650635,5.837192058563232,5.243285704636946e-05,15.0593
337,5.825721263885498,5.8256683349609375,5.2787261665798724e-05,15.147
338,5.814273834228516,5.814220905303955,5.310529377311468e-05,15.2327
339,5.802845001220703,5.802791595458984,5.3455129091162235e-05,15.3164
340,5.791445732116699,5.791391849517822,5.376533226808533e-05,15.4088
341,5.780118942260742,5.780065059661865,5.409795630839653e-05,15.4956
342,5.768907070159912,5.768852710723877,5.4413518228102475e-05,15.582
343,5.757803916931152,5.757749080657959,5.472299744724296e-05,15.6735
344,5.746767044067383,5.7467122077941895,5.504084765561856e-05,15.7611
345,5.735795497894287,5.7357401847839355,5.5336120567517355e-05,15.8496
346,5.724837303161621,5.724781513214111,5.564398452406749e-05,15.9424
347,5.713926315307617,5.713870525360107,5.593960304395296e-05,16.0273
348,5.703100204467773,5.7030439376831055,5.62319255550392e-05,16.1138
349,5.6923933029174805,5.692336559295654,5.652413165080361e-05,16.1961
350,5.681746006011963,5.681689262390137,5.681094262399711e-05,16.2881
351,5.671156406402588,5.6710991859436035,5.7091747294180095e-05,16.383
352,5.660610675811768,5.660553455352783,5.737190804211423e-05,16.4889
353,5.6501240730285645,5.650066375732422,5.7653753174236044e-05,16.6104
354,5.639697074890137,5.639639377593994,5.7915276556741446e-05,16.8002
355,5.62932825088501,5.629270076751709,5.819961370434612e-05,17.0695
356,5.619006156921387,5.618947505950928,5.845324994879775e-05,17.2048
357,5.608764171600342,5.608705520629883,5.87227514188271e-05,17.3223
358,5.598607540130615,5.598548412322998,5.898649396840483e-05,17.4875
359,5.5885329246521,5.588473796844482,5.923201752011664e-05,17.6006
360,5.578482151031494,5.578422546386719,5.9503458032850176e-05,17.7059
361,5.568467140197754,5.5684075355529785,5.97381113038864e-05,17.8071
362,5.5585126876831055,5.558452606201172,5.9991860325681046e-05,17.9123
363,5.54861307144165,5.548552989959717,6.0242680774535984e-05,18.0284
364,5.538808345794678,5.538747787475586,6.046164344297722e-05,18.1428
365,5.529038429260254,5.528977870941162,6.0724061768269166e-05,18.2528
366,5.519341945648193,5.519280910491943,6.092520197853446e-05,18.3581
367,5.509690761566162,5.509629726409912,6.117793964222074e-05,18.4674
368,5.50007438659668,5.5000128746032715,6.138651224318892e-05,18.5673
369,5.490542411804199,5.490480899810791,6.160040356917307e-05,18.6724
370,5.481058597564697,5.480996608734131,6.1839833506383e-05,18.771
371,5.471647262573242,5.471585273742676,6.201167707331479e-05,18.8947
372,5.462283611297607,5.462221145629883,6.226846016943455e-05,19.0051
373,5.452925682067871,5.4528632164001465,6.242086965357885e-05,19.1134
374,5.443638801574707,5.443576335906982,6.267384742386639e-05,19.2266
375,5.43439245223999,5.434329509735107,6.28374473308213e-05,19.3375
376,5.425240993499756,5.425178050994873,6.3041974499356e-05,19.4416
377,5.416156768798828,5.416093349456787,6.325903086690232e-05,19.5522
378,5.4071044921875,5.407041072845459,6.340490654110909e-05,19.6625
379,5.397950172424316,5.397886753082275,6.363327702274546e-05,19.7704
380,5.38883113861084,5.388767242431641,6.380936247296631e-05,19.8775
381,5.379894256591797,5.379830360412598,6.395571836037561e-05,19.9848
382,5.371034145355225,5.370969772338867,6.420193676603958e-05,20.0883
383,5.362092018127441,5.362027645111084,6.431441579479724e-05,20.1969
384,5.353147983551025,5.353083610534668,6.452124216593802e-05,20.2992
385,5.344339370727539,5.344274520874023,6.470434891525656e-05,20.3953
386,5.335604667663574,5.335539817810059,6.482642493210733e-05,20.4985
387,5.3267998695373535,5.326735019683838,6.504913471871987e-05,20.6031
388,5.3180341720581055,5.317968845367432,6.51734444545582e-05,20.706
389,5.309353828430176,5.309288501739502,6.534319254569709e-05,20.819
390,5.300746440887451,5.300681114196777,6.550287071149796e-05,20.9215
391,5.2920756340026855,5.2920098304748535,6.567406671820208e-05,21.0283
392,5.283491134643555,5.283425331115723,6.576168379979208e-05,21.1353
393,5.274965763092041,5.274899959564209,6.602397479582578e-05,21.2395
394,5.26649284362793,5.266427040100098,6.601066706934944e-05,21.3409
395,5.257960796356201,5.257894515991211,6.633011798840016e-05,21.447
396,5.249458312988281,5.249392032623291,6.630573625443503e-05,21.5574
397,5.240940093994141,5.240873336791992,6.654825119767338e-05,21.6667
398,5.232463836669922,5.232397079467773,6.665724504273385e-05,21.8002
399,5.224016189575195,5.223949432373047,6.673539610346779e-05,21.908
400,5.215661525726318,5.21559476852417,6.694258627248928e-05,22.0318
401,5.2073469161987305,5.207280158996582,6.699108052998781e-05,22.1592
402,5.1989593505859375,5.198892116546631,6.71684683766216e-05,22.2863
