epoch,total_loss,mse_loss,test_mse_noisy,test_mse_clean,elapsed_seconds
0,6.551138877868652,6.551138877868652,6.805384159088135,6.801048278808594,0.125
1,6.494327545166016,6.494327545166016,6.745382785797119,6.741093635559082,0.1259
2,6.438381195068359,6.438381195068359,6.6863508224487305,6.682107448577881,0.1268
3,6.383288383483887,6.383288383483887,6.628210544586182,6.624009609222412,0.1274
4,6.328939437866211,6.328939437866211,6.570831298828125,6.566670894622803,0.128
5,6.275293350219727,6.275293350219727,6.514067649841309,6.509944915771484,0.1286
6,6.222134590148926,6.222134590148926,6.4578399658203125,6.453752040863037,0.1291
7,6.1695122718811035,6.1695122718811035,6.402168273925781,6.3981099128723145,0.1297
8,6.117365837097168,6.117365837097168,6.347099781036377,6.343067646026611,0.1303
9,6.065669059753418,6.065669059753418,6.292323589324951,6.288313388824463,0.1309
10,6.014218807220459,6.014218807220459,6.237744331359863,6.233753681182861,0.1317
11,5.963013648986816,5.963013648986816,6.183349609375,6.179376125335693,0.1323
12,5.912064552307129,5.912064552307129,6.129116058349609,6.125157833099365,0.1328
13,5.861458778381348,5.861458778381348,6.075041770935059,6.071096420288086,0.1334
14,5.811009407043457,5.811009407043457,6.0210089683532715,6.017076015472412,0.1339
15,5.7607293128967285,5.7607293128967285,5.967053413391113,5.963130474090576,0.1345
16,5.7105278968811035,5.7105278968811035,5.913147449493408,5.909233093261719,0.135
17,5.660172462463379,5.660172462463379,5.859256744384766,5.855348110198975,0.1355
18,5.609585762023926,5.609585762023926,5.8053297996521,5.801425933837891,0.1361
19,5.558889865875244,5.558889865875244,5.751320838928223,5.747418403625488,0.1366
20,5.508070468902588,5.508070468902588,5.697187423706055,5.69328498840332,0.1374
21,5.457060813903809,5.457060813903809,5.6428728103637695,5.638967037200928,0.138
22,5.405740737915039,5.405740737915039,5.588311195373535,5.5844011306762695,0.1388
23,5.354076862335205,5.354076862335205,5.5334882736206055,5.529570579528809,0.1394
24,5.30208158493042,5.30208158493042,5.478403568267822,5.474478244781494,0.1403
25,5.249747276306152,5.249747276306152,5.422610282897949,5.4186787605285645,0.1408
26,5.196932792663574,5.196932792663574,5.366237640380859,5.3622965812683105,0.1413
27,5.1435065269470215,5.1435065269470215,5.309350967407227,5.305398941040039,0.1418
28,5.089625358581543,5.089625358581543,5.251944541931152,5.247979164123535,0.1424
29,5.035098552703857,5.035098552703857,5.193893909454346,5.189908027648926,0.1429
30,4.980084419250488,4.980084419250488,5.134397029876709,5.1303863525390625,0.1434
31,4.924304962158203,4.924304962158203,5.074225425720215,5.070186614990234,0.1439
32,4.867863655090332,4.867863655090332,5.013396263122559,5.009329319000244,0.1444
33,4.810523509979248,4.810523509979248,4.951897144317627,4.947798252105713,0.1449
34,4.752480506896973,4.752480506896973,4.889571666717529,4.885438442230225,0.1454
35,4.693787574768066,4.693787574768066,4.826574325561523,4.822403907775879,0.146
36,4.6344804763793945,4.6344804763793945,4.762821197509766,4.758613586425781,0.1465
