method,seed,interval,t_start_s,t_end_s,species,mean_normalized_squared_endpoint_error
original,0,10,10.344827651977539,11.379310607910156,RCO2R,6.4881451180553995e-06
original,0,11,11.379310607910156,12.413793563842773,TG,3.5379009659664007e-06
original,0,11,11.379310607910156,12.413793563842773,ROH,6.392953309841687e-06
original,0,11,11.379310607910156,12.413793563842773,DG,3.987783202319406e-05
original,0,11,11.379310607910156,12.413793563842773,MG,1.0649599062162451e-05
original,0,11,11.379310607910156,12.413793563842773,GL,4.137695941608399e-05
original,0,11,11.379310607910156,12.413793563842773,RCO2R,5.6006865634117275e-06
original,0,12,12.413793563842773,13.448275566101074,TG,4.378345238365e-06
original,0,12,12.413793563842773,13.448275566101074,ROH,6.313082849374041e-06
original,0,12,12.413793563842773,13.448275566101074,DG,3.694906263262965e-05
original,0,12,12.413793563842773,13.448275566101074,MG,1.2242596312717069e-05
original,0,12,12.413793563842773,13.448275566101074,GL,3.849282074952498e-05
original,0,12,12.413793563842773,13.448275566101074,RCO2R,5.521734237845521e-06
original,0,13,13.448275566101074,14.482758522033691,TG,5.2802815844188444e-06
original,0,13,13.448275566101074,14.482758522033691,ROH,6.679196758341277e-06
original,0,13,13.448275566101074,14.482758522033691,DG,3.612036016420461e-05
original,0,13,13.448275566101074,14.482758522033691,MG,1.601394069439266e-05
original,0,13,13.448275566101074,14.482758522033691,GL,3.6221455957274884e-05
original,0,13,13.448275566101074,14.482758522033691,RCO2R,6.076393219700549e-06
original,0,14,14.482758522033691,15.517241477966309,TG,6.192972250573803e-06
original,0,14,14.482758522033691,15.517241477966309,ROH,7.379815997410333e-06
original,0,14,14.482758522033691,15.517241477966309,DG,3.683050817926414e-05
original,0,14,14.482758522033691,15.517241477966309,MG,2.1142936020623893e-05
original,0,14,14.482758522033691,15.517241477966309,GL,3.459404251771048e-05
original,0,14,14.482758522033691,15.517241477966309,RCO2R,7.103895768523216e-06
original,0,15,15.517241477966309,16.55172348022461,TG,7.083813216013368e-06
original,0,15,15.517241477966309,16.55172348022461,ROH,8.321343557327054e-06
original,0,15,15.517241477966309,16.55172348022461,DG,3.870478394674137e-05
original,0,15,15.517241477966309,16.55172348022461,MG,2.7035723178414628e-05
original,0,15,15.517241477966309,16.55172348022461,GL,3.3580028684809804e-05
original,0,15,15.517241477966309,16.55172348022461,RCO2R,8.465473001706414e-06
original,0,16,16.55172348022461,17.586206436157227,TG,7.932136213639751e-06
original,0,16,16.55172348022461,17.586206436157227,ROH,9.427805707673542e-06
original,0,16,16.55172348022461,17.586206436157227,DG,4.1513201722409576e-05
original,0,16,16.55172348022461,17.586206436157227,MG,3.327317244838923e-05
original,0,16,16.55172348022461,17.586206436157227,GL,3.3114756661234424e-05
original,0,16,16.55172348022461,17.586206436157227,RCO2R,1.0045886483567301e-05
original,0,17,17.586206436157227,18.620689392089844,TG,8.726397027203348e-06
original,0,17,17.586206436157227,18.620689392089844,ROH,1.0638928870321251e-05
original,0,17,17.586206436157227,18.620689392089844,DG,4.5122716983314604e-05
original,0,17,17.586206436157227,18.620689392089844,MG,3.956983709940687e-05
original,0,17,17.586206436157227,18.620689392089844,GL,3.312079206807539e-05
original,0,17,17.586206436157227,18.620689392089844,RCO2R,1.1753560102079064e-05
original,0,18,18.620689392089844,19.65517234802246,TG,9.460694855079055e-06
original,0,18,18.620689392089844,19.65517234802246,ROH,1.1908216038136743e-05
original,0,18,18.620689392089844,19.65517234802246,DG,4.946318222209811e-05
original,0,18,18.620689392089844,19.65517234802246,MG,4.5735992898698896e-05
original,0,18,18.620689392089844,19.65517234802246,GL,3.3525240723975e-05
original,0,18,18.620689392089844,19.65517234802246,RCO2R,1.3517154911824036e-05
original,0,19,19.65517234802246,20.689655303955078,TG,1.0133447176485788e-05
original,0,19,19.65517234802246,20.689655303955078,ROH,1.320045703323558e-05
original,0,19,19.65517234802246,20.689655303955078,DG,5.450086246128194e-05
original,0,19,19.65517234802246,20.689655303955078,MG,5.1651168178068474e-05
original,0,19,19.65517234802246,20.689655303955078,GL,3.426240073167719e-05
original,0,19,19.65517234802246,20.689655303955078,RCO2R,1.5284615074051544e-05
original,0,20,20.689655303955078,21.724138259887695,TG,1.0745525287347846e-05
original,0,20,20.689655303955078,21.724138259887695,ROH,1.4490020475932397e-05
original,0,20,20.689655303955078,21.724138259887695,DG,6.0220452724024653e-05
original,0,20,20.689655303955078,21.724138259887695,MG,5.724576112697832e-05
original,0,20,20.689655303955078,21.724138259887695,GL,3.5281002055853605e-05
original,0,20,20.689655303955078,21.724138259887695,RCO2R,1.701703695289325e-05
original,0,21,21.724138259887695,22.758621215820312,TG,1.1299451216473244e-05
original,0,21,21.724138259887695,22.758621215820312,ROH,1.5758454537717625e-05
original,0,21,21.724138259887695,22.758621215820312,DG,6.661337101832032e-05
original,0,21,21.724138259887695,22.758621215820312,MG,6.248278077691793e-05
original,0,21,21.724138259887695,22.758621215820312,GL,3.6537181586027145e-05
original,0,21,21.724138259887695,22.758621215820312,RCO2R,1.8688695490709506e-05
original,0,22,22.758621215820312,23.79310417175293,TG,1.1798711057053879e-05
original,0,22,22.758621215820312,23.79310417175293,ROH,1.6993328245007433e-05
original,0,22,22.758621215820312,23.79310417175293,DG,7.366845238720998e-05
original,0,22,22.758621215820312,23.79310417175293,MG,6.735026545356959e-05
original,0,22,22.758621215820312,23.79310417175293,GL,3.800059130298905e-05
original,0,22,22.758621215820312,23.79310417175293,RCO2R,2.0285162463551387e-05
original,0,23,23.79310417175293,24.827587127685547,TG,1.2248086932231672e-05
original,0,23,23.79310417175293,24.827587127685547,ROH,1.8186625311500393e-05
original,0,23,23.79310417175293,24.827587127685547,DG,8.138957491610199e-05
original,0,23,23.79310417175293,24.827587127685547,MG,7.184351852629334e-05
original,0,23,23.79310417175293,24.827587127685547,GL,3.964601637562737e-05
original,0,23,23.79310417175293,24.827587127685547,RCO2R,2.178769136662595e-05
original,0,24,24.827587127685547,25.86206817626953,TG,1.265073660761118e-05
original,0,24,24.827587127685547,25.86206817626953,ROH,1.9333740056026727e-05
original,0,24,24.827587127685547,25.86206817626953,DG,8.974770025815815e-05
original,0,24,24.827587127685547,25.86206817626953,MG,7.598159572808072e-05
original,0,24,24.827587127685547,25.86206817626953,GL,4.145921775489114e-05
original,0,24,24.827587127685547,25.86206817626953,RCO2R,2.3200462237582542e-05
original,0,25,25.86206817626953,26.89655113220215,TG,1.3011480405111797e-05
original,0,25,25.86206817626953,26.89655113220215,ROH,2.043266977125313e-05
original,0,25,25.86206817626953,26.89655113220215,DG,9.873070666799322e-05
original,0,25,25.86206817626953,26.89655113220215,MG,7.978004578035325e-05
original,0,25,25.86206817626953,26.89655113220215,GL,4.342799002188258e-05
original,0,25,25.86206817626953,26.89655113220215,RCO2R,2.4519971702829935e-05
original,0,26,26.89655113220215,27.931034088134766,TG,1.3334155482880305e-05
original,0,26,26.89655113220215,27.931034088134766,ROH,2.1482783267856576e-05
original,0,26,26.89655113220215,27.931034088134766,DG,0.0001083144306903705
original,0,26,26.89655113220215,27.931034088134766,MG,8.325881935888901e-05
original,0,26,26.89655113220215,27.931034088134766,GL,4.5543241867562756e-05
original,0,26,26.89655113220215,27.931034088134766,RCO2R,2.5747189283720218e-05
original,0,27,27.931034088134766,28.965517044067383,TG,1.3622794540424366e-05
original,0,27,27.931034088134766,28.965517044067383,ROH,2.2485128283733502e-05
original,0,27,27.931034088134766,28.965517044067383,DG,0.00011847038695123047
original,0,27,27.931034088134766,28.965517044067383,MG,8.64419707795605e-05
original,0,27,27.931034088134766,28.965517044067383,GL,4.7800855099922046e-05
original,0,27,27.931034088134766,28.965517044067383,RCO2R,2.6886642444878817e-05
original,0,28,28.965517044067383,30.0,TG,1.3880989172321279e-05
original,0,28,28.965517044067383,30.0,ROH,2.3441414668923244e-05
original,0,28,28.965517044067383,30.0,DG,0.00012916770356241614
original,0,28,28.965517044067383,30.0,MG,8.934998186305165e-05
original,0,28,28.965517044067383,30.0,GL,5.019679156248458e-05
original,0,28,28.965517044067383,30.0,RCO2R,2.79420091828797e-05
original,1,0,0.0,1.034482717514038,TG,0.00013145720004104078
original,1,0,0.0,1.034482717514038,ROH,7.102118252078071e-05
original,1,0,0.0,1.034482717514038,DG,0.00114716705866158
original,1,0,0.0,1.034482717514038,MG,0.0008876302163116634
original,1,0,0.0,1.034482717514038,GL,1.9603377950261347e-05
original,1,0,0.0,1.034482717514038,RCO2R,6.560027395607904e-05
original,1,1,1.034482717514038,2.068965435028076,TG,7.066452235449106e-05
original,1,1,1.034482717514038,2.068965435028076,ROH,5.318775583873503e-05
original,1,1,1.034482717514038,2.068965435028076,DG,0.0001490599534008652
original,1,1,1.034482717514038,2.068965435028076,MG,0.0001492708397563547
original,1,1,1.034482717514038,2.068965435028076,GL,2.5089626433327794e-05
original,1,1,1.034482717514038,2.068965435028076,RCO2R,4.28921302955132e-05
original,1,2,2.068965435028076,3.1034483909606934,TG,3.396576357772574e-05
original,1,2,2.068965435028076,3.1034483909606934,ROH,4.157994408160448e-05
original,1,2,2.068965435028076,3.1034483909606934,DG,0.00014185759937390685
original,1,2,2.068965435028076,3.1034483909606934,MG,8.214257832150906e-05
original,1,2,2.068965435028076,3.1034483909606934,GL,2.2472644559456967e-05
original,1,2,2.068965435028076,3.1034483909606934,RCO2R,3.2085878046927974e-05
original,1,3,3.1034483909606934,4.137930870056152,TG,1.6235710063483566e-05
original,1,3,3.1034483909606934,4.137930870056152,ROH,3.113031925749965e-05
original,1,3,3.1034483909606934,4.137930870056152,DG,0.00012880706344731152
original,1,3,3.1034483909606934,4.137930870056152,MG,8.281211194116622e-05
original,1,3,3.1034483909606934,4.137930870056152,GL,2.1782529074698687e-05
original,1,3,3.1034483909606934,4.137930870056152,RCO2R,2.573253004811704e-05
original,1,4,4.137930870056152,5.1724138259887695,TG,8.931858246796764e-06
original,1,4,4.137930870056152,5.1724138259887695,ROH,2.239666719106026e-05
original,1,4,4.137930870056152,5.1724138259887695,DG,8.129180787364021e-05
original,1,4,4.137930870056152,5.1724138259887695,MG,7.261792779900134e-05
original,1,4,4.137930870056152,5.1724138259887695,GL,2.3384720407193527e-05
original,1,4,4.137930870056152,5.1724138259887695,RCO2R,2.1047255359007977e-05
original,1,5,5.1724138259887695,6.206896781921387,TG,6.308820047706831e-06
original,1,5,5.1724138259887695,6.206896781921387,ROH,1.5951929526636377e-05
original,1,5,5.1724138259887695,6.206896781921387,DG,4.8348338168580085e-05
original,1,5,5.1724138259887695,6.206896781921387,MG,5.580805009230971e-05
original,1,5,5.1724138259887695,6.206896781921387,GL,2.6049650841741823e-05
original,1,5,5.1724138259887695,6.206896781921387,RCO2R,1.7211079466505907e-05
original,1,6,6.206896781921387,7.241379261016846,TG,5.437245363282273e-06
original,1,6,6.206896781921387,7.241379261016846,ROH,1.1551299394341186e-05
original,1,6,6.206896781921387,7.241379261016846,DG,3.667844066512771e-05
original,1,6,6.206896781921387,7.241379261016846,MG,3.949882375309244e-05
original,1,6,6.206896781921387,7.241379261016846,GL,2.8795262551284395e-05
original,1,6,6.206896781921387,7.241379261016846,RCO2R,1.3936482901044656e-05
original,1,7,7.241379261016846,8.275861740112305,TG,5.115473868499976e-06
original,1,7,7.241379261016846,8.275861740112305,ROH,8.726958185434341e-06
original,1,7,7.241379261016846,8.275861740112305,DG,3.486506830086e-05
original,1,7,7.241379261016846,8.275861740112305,MG,2.6458767024450935e-05
original,1,7,7.241379261016846,8.275861740112305,GL,3.081406248384155e-05
original,1,7,7.241379261016846,8.275861740112305,RCO2R,1.1139112757518888e-05
original,1,8,8.275861740112305,9.310344696044922,TG,4.963142600900028e-06
original,1,8,8.275861740112305,9.310344696044922,ROH,7.101827122824034e-06
original,1,8,8.275861740112305,9.310344696044922,DG,3.385556919965893e-05
original,1,8,8.275861740112305,9.310344696044922,MG,1.715313919703476e-05
original,1,8,8.275861740112305,9.310344696044922,GL,3.161710628774017e-05
original,1,8,8.275861740112305,9.310344696044922,RCO2R,8.843686373438686e-06
original,1,9,9.310344696044922,10.344827651977539,TG,4.900600288237911e-06
original,1,9,9.310344696044922,10.344827651977539,ROH,6.414621111616725e-06
original,1,9,9.310344696044922,10.344827651977539,DG,3.063401163672097e-05
original,1,9,9.310344696044922,10.344827651977539,MG,1.1182336493220646e-05
original,1,9,9.310344696044922,10.344827651977539,GL,3.113548154942691e-05
original,1,9,9.310344696044922,10.344827651977539,RCO2R,7.117249424481997e-06
original,1,10,10.344827651977539,11.379310607910156,TG,4.930593604512978e-06
