model,seed,metric,epoch,loss_endpoint_sum,display_divisor,metric_convention,source_path
observed_interval,0,total_loss,111,0.03889646753668785,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,112,0.038803260773420334,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,113,0.0387105830013752,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,114,0.03861795365810394,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,115,0.03852488100528717,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,116,0.03843103349208832,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,117,0.038336217403411865,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,118,0.03824050724506378,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,119,0.038144003599882126,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,120,0.03804702311754227,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,121,0.03794984892010689,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,122,0.037852779030799866,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,123,0.03775603696703911,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,124,0.03765976428985596,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,125,0.03756403550505638,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,126,0.037468839436769485,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
observed_interval,0,total_loss,127,0.037374142557382584,1.0,sum over 29 restarted interval endpoints; mean over species and training trajectories; train-only min-max normalization,results/experiments/biodiesel_observed_intervals/seed0/history.csv
