seed,obs_train,orig_train,obs_test,orig_test,d_train,d_test,ratio_train,ratio_test
0,0.03255497291684151,0.062016528099775314,0.08501674979925156,0.08140052855014801,-0.029461555182933807,0.003616221249103546,0.5249402685759097,1.0444250340079269
1,0.023246200755238533,0.02246636152267456,0.06732618063688278,0.06324248760938644,0.0007798392325639725,0.004083693027496338,1.034711416522738,1.0645719860470864
2,0.018137674778699875,0.03311996906995773,0.07055117934942245,0.055666740983724594,-0.014982294291257858,0.01488443836569786,0.5476356194774376,1.2673847633733337
