epoch,total_loss,mse_loss,test_mse_noisy,test_mse_clean,batch_loss_running_mean,optimizer_step,elapsed_seconds
60,3.4952423572540283,3.4952423572540283,,,3.5055331587791443,244,12.161
61,3.4635932445526123,3.4635932445526123,,,3.4864428639411926,248,12.3515
62,3.4386723041534424,3.4386723041534424,,,3.461118996143341,252,12.5364
63,3.4199538230895996,3.4199538230895996,,,3.427223265171051,256,12.7273
64,3.3886020183563232,3.3886020183563232,,,3.4072166085243225,260,12.9189
65,3.3776965141296387,3.3776965141296387,,,3.3762657046318054,264,13.1113
66,3.3375983238220215,3.3375983238220215,,,3.3407073616981506,268,13.3155
67,3.31541109085083,3.31541109085083,,,3.350191295146942,272,13.5087
68,3.300896167755127,3.300896167755127,,,3.2909834384918213,276,13.6913
69,3.270228862762451,3.270228862762451,,,3.2575334310531616,280,13.8826
70,3.244184970855713,3.244184970855713,,,3.246091306209564,284,14.0761
71,3.2269577980041504,3.2269577980041504,,,3.2459331154823303,288,14.2718
72,3.215371608734131,3.215371608734131,,,3.2388266921043396,292,14.472
73,3.1906864643096924,3.1906864643096924,,,3.200850784778595,296,14.6678
74,3.157054901123047,3.157054901123047,,,3.1937195658683777,300,14.8556
75,3.140904426574707,3.140904426574707,,,3.152539014816284,304,15.05
76,3.1181139945983887,3.1181139945983887,,,3.1278921365737915,308,15.3137
77,3.1028566360473633,3.1028566360473633,,,3.137507677078247,312,15.5065
78,3.0787107944488525,3.0787107944488525,,,3.077701508998871,316,15.6962
79,3.058396100997925,3.058396100997925,,,3.065958559513092,320,15.8843
80,3.0378944873809814,3.0378944873809814,,,3.047325015068054,324,16.068
81,3.0177252292633057,3.0177252292633057,,,3.0561602115631104,328,16.2568
82,3.0016212463378906,3.0016212463378906,,,3.00227427482605,332,16.4378
83,2.981126308441162,2.981126308441162,,,2.987864077091217,336,16.6198
84,2.9693663120269775,2.9693663120269775,,,2.988832712173462,340,16.8008
85,2.949572801589966,2.949572801589966,,,2.978963017463684,344,16.9847
86,2.9420554637908936,2.9420554637908936,,,2.9677475094795227,348,17.1723
87,2.9190123081207275,2.9190123081207275,,,2.9059264063835144,352,17.3558
88,2.8914451599121094,2.8914451599121094,,,2.9322428107261658,356,17.5389
89,2.8978984355926514,2.8978984355926514,,,2.9201640188694,360,17.7227
90,2.861384630203247,2.861384630203247,,,2.869913697242737,364,17.9104
91,2.842264175415039,2.842264175415039,,,2.8708630204200745,368,18.1015
92,2.8389382362365723,2.8389382362365723,,,2.852229118347168,372,18.286
93,2.8063430786132812,2.8063430786132812,,,2.8588916659355164,376,18.4699
94,2.8072237968444824,2.8072237968444824,,,2.799055516719818,380,18.652
95,2.774407148361206,2.774407148361206,,,2.773295760154724,384,18.8353
96,2.763962507247925,2.763962507247925,,,2.8042937517166138,388,19.0223
97,2.761920213699341,2.761920213699341,,,2.7520499229431152,392,19.2027
98,2.7322821617126465,2.7322821617126465,,,2.741572141647339,396,19.3835
99,2.720517873764038,2.720517873764038,,,2.7247642278671265,400,19.561
100,2.6991238594055176,2.6991238594055176,2.5927505493164062,2.5927505493164062,2.7075443863868713,404,19.7536
101,2.678910493850708,2.678910493850708,,,2.682744562625885,408,19.9348
102,2.665459394454956,2.665459394454956,,,2.6887898445129395,412,20.1116
103,2.656724452972412,2.656724452972412,,,2.6659505367279053,416,20.2901
104,2.6352455615997314,2.6352455615997314,,,2.6493728160858154,420,20.469
105,2.6302294731140137,2.6302294731140137,,,2.6304869055747986,424,20.6465
106,2.6070950031280518,2.6070950031280518,,,2.619275748729706,428,20.8249
107,2.593745470046997,2.593745470046997,,,2.63872230052948,432,21.013
108,2.5819830894470215,2.5819830894470215,,,2.6123368740081787,436,21.189
109,2.567073345184326,2.567073345184326,,,2.6038525104522705,440,21.3644
110,2.560119152069092,2.560119152069092,,,2.584520250558853,444,21.5732
111,2.5419280529022217,2.5419280529022217,,,2.5715615153312683,448,21.7603
112,2.526459217071533,2.526459217071533,,,2.5448893308639526,452,21.9414
113,2.5122218132019043,2.5122218132019043,,,2.5226035118103027,456,22.126
114,2.5065321922302246,2.5065321922302246,,,2.5209672451019287,460,22.299
115,2.486837387084961,2.486837387084961,,,2.4866942763328552,464,22.4758
116,2.4772543907165527,2.4772543907165527,,,2.490406572818756,468,22.6549
117,2.4622631072998047,2.4622631072998047,,,2.498662054538727,472,22.8374
118,2.451284646987915,2.451284646987915,,,2.466799259185791,476,23.0182
119,2.4401612281799316,2.4401612281799316,,,2.449996381998062,480,23.2028
120,2.4239542484283447,2.4239542484283447,,,2.4670002162456512,484,23.3849
121,2.422252655029297,2.422252655029297,,,2.4428550601005554,488,23.566
122,2.413609266281128,2.413609266281128,,,2.412723481655121,492,23.7482
123,2.4019174575805664,2.4019174575805664,,,2.428989738225937,496,23.9284
124,2.3967761993408203,2.3967761993408203,,,2.384647697210312,500,24.1044
125,2.372122287750244,2.372122287750244,,,2.3755136132240295,504,24.2842
126,2.362095832824707,2.362095832824707,,,2.385867804288864,508,24.4652
127,2.343872547149658,2.343872547149658,,,2.3518267571926117,512,24.6595
128,2.3314552307128906,2.3314552307128906,,,2.350902408361435,516,24.8358
129,2.3266825675964355,2.3266825675964355,,,2.346293330192566,520,25.0122
130,2.3163914680480957,2.3163914680480957,,,2.3605579137802124,524,25.1906
131,2.301978588104248,2.301978588104248,,,2.3174288868904114,528,25.3696
132,2.297924757003784,2.297924757003784,,,2.2996838688850403,532,25.5481
133,2.280327320098877,2.280327320098877,,,2.287437915802002,536,25.7225
134,2.26729154586792,2.26729154586792,,,2.2729731798171997,540,25.9007
135,2.260387897491455,2.260387897491455,,,2.2997139990329742,544,26.073
136,2.2529029846191406,2.2529029846191406,,,2.2837040424346924,548,26.2542
137,2.2519564628601074,2.2519564628601074,,,2.2955345809459686,552,26.4297
138,2.2531962394714355,2.2531962394714355,,,2.2464747726917267,556,26.6029
139,2.2196154594421387,2.2196154594421387,,,2.2376333475112915,560,26.7799
140,2.2154059410095215,2.2154059410095215,,,2.218838095664978,564,26.9607
141,2.197796106338501,2.197796106338501,,,2.219447523355484,568,27.1386
142,2.1924822330474854,2.1924822330474854,,,2.192676305770874,572,27.3239
143,2.1778674125671387,2.1778674125671387,,,2.1915387213230133,576,27.5102
144,2.1726608276367188,2.1726608276367188,,,2.1820825338363647,580,27.6918
145,2.1548850536346436,2.1548850536346436,,,2.1643258929252625,584,27.8707
146,2.146928071975708,2.146928071975708,,,2.156939446926117,588,28.0475
147,2.137766122817993,2.137766122817993,,,2.153297185897827,592,28.2244
148,2.126758098602295,2.126758098602295,,,2.1298440992832184,596,28.3998
149,2.1187491416931152,2.1187491416931152,,,2.135130912065506,600,28.5753
150,2.1091854572296143,2.1091854572296143,,,2.1377963423728943,604,28.7538
151,2.101658582687378,2.101658582687378,,,2.1196285486221313,608,28.932
152,2.091033935546875,2.091033935546875,,,2.1166635751724243,612,29.1008
153,2.0860562324523926,2.0860562324523926,,,2.088957756757736,616,29.2777
154,2.0806257724761963,2.0806257724761963,,,2.0872497260570526,620,29.4571
155,2.0631957054138184,2.0631957054138184,,,2.0689966082572937,624,29.6453
156,2.054633855819702,2.054633855819702,,,2.0700469613075256,628,29.8165
157,2.050358295440674,2.050358295440674,,,2.0791966021060944,632,29.9965
158,2.0485737323760986,2.0485737323760986,,,2.0610697865486145,636,30.178
159,2.0324208736419678,2.0324208736419678,,,2.0411516427993774,640,30.3516
160,2.020754337310791,2.020754337310791,,,2.0616056621074677,644,30.5234
161,2.015573501586914,2.015573501586914,,,2.0318626165390015,648,30.6944
162,2.0119595527648926,2.0119595527648926,,,2.0162529349327087,652,30.8652
163,1.9964048862457275,1.9964048862457275,,,2.0167415738105774,656,31.0407
164,1.9915716648101807,1.9915716648101807,,,2.028831899166107,660,31.2133
165,1.994201898574829,1.994201898574829,,,2.0419787764549255,664,31.3862
166,2.003708839416504,2.003708839416504,,,2.014089584350586,668,31.558
167,1.9622128009796143,1.9622128009796143,,,1.9859175086021423,672,31.7376
168,1.967067003250122,1.967067003250122,,,1.9562094509601593,676,31.912
169,1.9490382671356201,1.9490382671356201,,,1.9802806079387665,680,32.0803
170,1.957139253616333,1.957139253616333,,,1.956949144601822,684,32.2589
171,1.950423240661621,1.950423240661621,,,1.9692455232143402,688,32.4285
172,1.9267667531967163,1.9267667531967163,,,1.930579662322998,692,32.6058
173,1.927014708518982,1.927014708518982,,,1.9381296932697296,696,32.7741
174,1.9054193496704102,1.9054193496704102,,,1.9250348508358002,700,32.9461
175,1.9136149883270264,1.9136149883270264,,,1.9132616519927979,704,33.1159
176,1.8908771276474,1.8908771276474,,,1.9054830968379974,708,33.2899
177,1.9075100421905518,1.9075100421905518,,,1.9588434398174286,712,33.4582
178,1.8896446228027344,1.8896446228027344,,,1.9044424891471863,716,33.631
179,1.8722679615020752,1.8722679615020752,,,1.873860388994217,720,33.8026
180,1.872836709022522,1.872836709022522,,,1.8996285200119019,724,33.9749
181,1.8536640405654907,1.8536640405654907,,,1.8619510531425476,728,34.1494
182,1.8718388080596924,1.8718388080596924,,,1.8874014019966125,732,34.3233
183,1.8380733728408813,1.8380733728408813,,,1.8401128947734833,736,34.494
184,1.8385852575302124,1.8385852575302124,,,1.8581601083278656,740,34.6644
185,1.8292608261108398,1.8292608261108398,,,1.8233212530612946,744,34.8423
186,1.8196700811386108,1.8196700811386108,,,1.8307652175426483,748,35.0149
187,1.816352128982544,1.816352128982544,,,1.825655609369278,752,35.1885
188,1.803107500076294,1.803107500076294,,,1.806725651025772,756,35.36
189,1.7982618808746338,1.7982618808746338,,,1.8399763703346252,760,35.5336
190,1.7974481582641602,1.7974481582641602,,,1.7892432808876038,764,35.7072
191,1.7855936288833618,1.7855936288833618,,,1.8065302968025208,768,35.88
192,1.7870581150054932,1.7870581150054932,,,1.807872623205185,772,36.0489
193,1.7837696075439453,1.7837696075439453,,,1.7801976203918457,776,36.2197
194,1.758787751197815,1.758787751197815,,,1.7849490344524384,780,36.3915
195,1.7622573375701904,1.7622573375701904,,,1.7807466685771942,784,36.562
196,1.746525764465332,1.746525764465332,,,1.7549560964107513,788,36.7331
197,1.7568966150283813,1.7568966150283813,,,1.767128899693489,792,36.9071
198,1.7344295978546143,1.7344295978546143,,,1.7621244490146637,796,37.0763
199,1.7277635335922241,1.7277635335922241,,,1.7408453822135925,800,37.2487
200,1.7177549600601196,1.7177549600601196,1.8839099407196045,1.8839099407196045,1.7282487452030182,804,37.4325
201,1.7161343097686768,1.7161343097686768,,,1.7241183519363403,808,37.6081
202,1.7077633142471313,1.7077633142471313,,,1.759061574935913,812,37.7837
203,1.716341257095337,1.716341257095337,,,1.7205843329429626,816,37.9582
204,1.7094504833221436,1.7094504833221436,,,1.7469947934150696,820,38.1337
205,1.6873815059661865,1.6873815059661865,,,1.6990822553634644,824,38.3073
206,1.688664436340332,1.688664436340332,,,1.7209950685501099,828,38.4761
207,1.6808074712753296,1.6808074712753296,,,1.6683202981948853,832,38.6463
208,1.6741749048233032,1.6741749048233032,,,1.7017385959625244,836,38.8201
209,1.6630665063858032,1.6630665063858032,,,1.6753086745738983,840,38.9871
210,1.6575912237167358,1.6575912237167358,,,1.6612284481525421,844,39.1562
211,1.6457496881484985,1.6457496881484985,,,1.7348863780498505,848,39.3286
212,1.6655791997909546,1.6655791997909546,,,1.6612977981567383,852,39.5004
213,1.6667344570159912,1.6667344570159912,,,1.6706893146038055,856,39.6729
214,1.6314306259155273,1.6314306259155273,,,1.6340666860342026,860,39.8456
215,1.6291691064834595,1.6291691064834595,,,1.6463887691497803,864,40.0153
216,1.624711275100708,1.624711275100708,,,1.6387451887130737,868,40.188
217,1.6164600849151611,1.6164600849151611,,,1.62163844704628,872,40.3576
218,1.608734130859375,1.608734130859375,,,1.6190022230148315,876,40.5323
219,1.598705530166626,1.598705530166626,,,1.6160450279712677,880,40.7102
220,1.5971589088439941,1.5971589088439941,,,1.670399785041809,884,40.8851
221,1.623307466506958,1.623307466506958,,,1.5975282192230225,888,41.058
222,1.6041275262832642,1.6041275262832642,,,1.6634283661842346,892,41.2345
223,1.5878711938858032,1.5878711938858032,,,1.6370134949684143,896,41.4069
224,1.6385471820831299,1.6385471820831299,,,1.6238109171390533,900,41.5764
225,1.5712904930114746,1.5712904930114746,,,1.591290146112442,904,41.7493
226,1.559798240661621,1.559798240661621,,,1.5649808049201965,908,41.9245
227,1.5556617975234985,1.5556617975234985,,,1.5555207133293152,912,42.0978
228,1.539666771888733,1.539666771888733,,,1.5489512085914612,916,42.2729
229,1.5467772483825684,1.5467772483825684,,,1.545719936490059,920,42.4486
230,1.5281426906585693,1.5281426906585693,,,1.5390352606773376,924,42.624
231,1.5229419469833374,1.5229419469833374,,,1.5548836886882782,928,42.793
232,1.5227470397949219,1.5227470397949219,,,1.5403466522693634,932,42.9617
233,1.512097954750061,1.512097954750061,,,1.5246824026107788,936,43.1336
234,1.5063786506652832,1.5063786506652832,,,1.5296067595481873,940,43.3072
235,1.501843810081482,1.501843810081482,,,1.5193005204200745,944,43.4796
236,1.494704246520996,1.494704246520996,,,1.5016793757677078,948,43.6542
237,1.4881349802017212,1.4881349802017212,,,1.5382746756076813,952,43.8325
238,1.483294129371643,1.483294129371643,,,1.4896422922611237,956,44.0033
239,1.4934457540512085,1.4934457540512085,,,1.492078274488449,960,44.1762
240,1.4760278463363647,1.4760278463363647,,,1.4860765635967255,964,44.3553
241,1.4682401418685913,1.4682401418685913,,,1.4828197658061981,968,44.5405
242,1.4654960632324219,1.4654960632324219,,,1.4796983897686005,972,44.722
243,1.4611095190048218,1.4611095190048218,,,1.4755772948265076,976,44.8971
244,1.4484726190567017,1.4484726190567017,,,1.4630730748176575,980,45.0678
245,1.452884316444397,1.452884316444397,,,1.4725037217140198,984,45.2389
246,1.4374970197677612,1.4374970197677612,,,1.4295039474964142,988,45.4135
247,1.4558429718017578,1.4558429718017578,,,1.475262314081192,992,45.5934
248,1.4251573085784912,1.4251573085784912,,,1.439273327589035,996,45.7669
249,1.4230390787124634,1.4230390787124634,,,1.441983848810196,1000,46.0318
250,1.4148485660552979,1.4148485660552979,,,1.4199201464653015,1004,46.2067
251,1.4088127613067627,1.4088127613067627,,,1.4262345433235168,1008,46.382
252,1.406738519668579,1.406738519668579,,,1.422050341963768,1012,46.5619
253,1.4121358394622803,1.4121358394622803,,,1.4224595427513123,1016,46.7454
254,1.3955668210983276,1.3955668210983276,,,1.396362692117691,1020,46.9506
255,1.3894071578979492,1.3894071578979492,,,1.4161936938762665,1024,47.1264
256,1.386375904083252,1.386375904083252,,,1.3973067104816437,1028,47.3199
257,1.385378360748291,1.385378360748291,,,1.387973964214325,1032,47.4917
258,1.3738186359405518,1.3738186359405518,,,1.3764652907848358,1036,47.6653
259,1.3648605346679688,1.3648605346679688,,,1.3780923783779144,1040,47.8407
260,1.3594167232513428,1.3594167232513428,,,1.3654698133468628,1044,48.0247
261,1.3532123565673828,1.3532123565673828,,,1.3673899471759796,1048,48.2033
262,1.3488705158233643,1.3488705158233643,,,1.3598674982786179,1052,48.3812
263,1.3456079959869385,1.3456079959869385,,,1.351474016904831,1056,48.5598
264,1.3378127813339233,1.3378127813339233,,,1.3435633331537247,1060,48.741
265,1.339237093925476,1.339237093925476,,,1.3485755771398544,1064,48.9152
266,1.3284584283828735,1.3284584283828735,,,1.3523737490177155,1068,49.0912
267,1.331566333770752,1.331566333770752,,,1.3328865468502045,1072,49.2761
268,1.3287062644958496,1.3287062644958496,,,1.3385857343673706,1076,49.4515
269,1.3167283535003662,1.3167283535003662,,,1.393977090716362,1080,49.6268
270,1.3328560590744019,1.3328560590744019,,,1.3488810360431671,1084,49.8055
271,1.3494455814361572,1.3494455814361572,,,1.3319894075393677,1088,49.9809
272,1.3072011470794678,1.3072011470794678,,,1.3191187679767609,1092,50.1575
273,1.2929692268371582,1.2929692268371582,,,1.2959330677986145,1096,50.3375
274,1.292729377746582,1.292729377746582,,,1.3108327090740204,1100,50.5197
275,1.284197449684143,1.284197449684143,,,1.3103069812059402,1104,50.6971
276,1.288238286972046,1.288238286972046,,,1.2856656312942505,1108,50.8723
277,1.2761403322219849,1.2761403322219849,,,1.2909873574972153,1112,51.0452
278,1.285406470298767,1.285406470298767,,,1.2860084027051926,1116,51.2203
279,1.2644846439361572,1.2644846439361572,,,1.2766903787851334,1120,51.3966
280,1.267590880393982,1.267590880393982,,,1.2827029377222061,1124,51.5677
281,1.2570003271102905,1.2570003271102905,,,1.268537774682045,1128,51.743
282,1.2510191202163696,1.2510191202163696,,,1.2642195224761963,1132,51.9187
283,1.2548489570617676,1.2548489570617676,,,1.2532813251018524,1136,52.0926
284,1.2423031330108643,1.2423031330108643,,,1.2638745158910751,1140,52.2677
285,1.2362948656082153,1.2362948656082153,,,1.2550259083509445,1144,52.4419
286,1.2305967807769775,1.2305967807769775,,,1.2576461285352707,1148,52.6181
287,1.2359343767166138,1.2359343767166138,,,1.24420964717865,1152,52.8105
288,1.2316696643829346,1.2316696643829346,,,1.242820680141449,1156,52.9881
289,1.2300018072128296,1.2300018072128296,,,1.239458367228508,1160,53.1739
290,1.2231088876724243,1.2231088876724243,,,1.2313690036535263,1164,53.356
291,1.2085968255996704,1.2085968255996704,,,1.2102681994438171,1168,53.5344
292,1.2025423049926758,1.2025423049926758,,,1.2111895680427551,1172,53.714
293,1.2006733417510986,1.2006733417510986,,,1.2104729413986206,1176,53.8916
294,1.1948137283325195,1.1948137283325195,,,1.2017285823822021,1180,54.0701
295,1.1920605897903442,1.1920605897903442,,,1.2093113958835602,1184,54.2505
296,1.188750982284546,1.188750982284546,,,1.1983862966299057,1188,54.4359
297,1.186767816543579,1.186767816543579,,,1.1946700662374496,1192,54.623
298,1.1833915710449219,1.1833915710449219,,,1.201304167509079,1196,54.7966
299,1.1728867292404175,1.1728867292404175,,,1.2296620160341263,1200,54.9716
300,1.2045412063598633,1.2045412063598633,1.3586698770523071,1.3586698770523071,1.2011647075414658,1204,55.1618
301,1.2035884857177734,1.2035884857177734,,,1.195525586605072,1208,55.3374
302,1.1748130321502686,1.1748130321502686,,,1.1832317411899567,1212,55.5145
303,1.1568984985351562,1.1568984985351562,,,1.1560990661382675,1216,55.6886
304,1.153753638267517,1.153753638267517,,,1.181246742606163,1220,55.8634
305,1.1485841274261475,1.1485841274261475,,,1.1560640633106232,1224,56.0371
306,1.1437642574310303,1.1437642574310303,,,1.163171261548996,1228,56.2135
307,1.139183759689331,1.139183759689331,,,1.153653308749199,1232,56.3876
308,1.1356960535049438,1.1356960535049438,,,1.1396470367908478,1236,56.5685
309,1.1347576379776,1.1347576379776,,,1.1673917472362518,1240,56.7473
310,1.1328973770141602,1.1328973770141602,,,1.1531615108251572,1244,56.9199
311,1.1383973360061646,1.1383973360061646,,,1.1645453721284866,1248,57.0945
312,1.1507402658462524,1.1507402658462524,,,1.1723492592573166,1252,57.2696
313,1.1279350519180298,1.1279350519180298,,,1.1354688256978989,1256,57.4472
314,1.118153691291809,1.118153691291809,,,1.1274012923240662,1260,57.6242
315,1.108363389968872,1.108363389968872,,,1.1988846808671951,1264,57.7999
316,1.113884449005127,1.113884449005127,,,1.1613264828920364,1268,57.9765
317,1.1777030229568481,1.1777030229568481,,,1.111342340707779,1272,58.1481
318,1.129286527633667,1.129286527633667,,,1.1500814855098724,1276,58.324
319,1.094498634338379,1.094498634338379,,,1.1416840553283691,1280,58.498
320,1.1151567697525024,1.1151567697525024,,,1.1065860837697983,1284,58.6753
321,1.109366774559021,1.109366774559021,,,1.130582571029663,1288,58.8499
322,1.09407639503479,1.09407639503479,,,1.1174240708351135,1292,59.0231
323,1.0879886150360107,1.0879886150360107,,,1.1000397056341171,1296,59.1999
324,1.075835943222046,1.075835943222046,,,1.0735587030649185,1300,59.3785
325,1.0695674419403076,1.0695674419403076,,,1.0749921053647995,1304,59.5735
326,1.0629866123199463,1.0629866123199463,,,1.0616290718317032,1308,59.7524
327,1.0598161220550537,1.0598161220550537,,,1.069617748260498,1312,59.9346
328,1.0545451641082764,1.0545451641082764,,,1.0624838769435883,1316,60.116
329,1.0561244487762451,1.0561244487762451,,,1.0648317337036133,1320,60.2947
330,1.0474392175674438,1.0474392175674438,,,1.060631975531578,1324,60.4708
331,1.0495915412902832,1.0495915412902832,,,1.0583548098802567,1328,60.6475
332,1.040919542312622,1.040919542312622,,,1.0837433636188507,1332,60.8234
333,1.0403525829315186,1.0403525829315186,,,1.0940656512975693,1336,60.9983
334,1.0706465244293213,1.0706465244293213,,,1.0851517617702484,1340,61.1715
335,1.0706231594085693,1.0706231594085693,,,1.088042512536049,1344,61.3452
336,1.0562800168991089,1.0562800168991089,,,1.0290623307228088,1348,61.5197
337,1.0430454015731812,1.0430454015731812,,,1.048296868801117,1352,61.6976
338,1.0179656744003296,1.0179656744003296,,,1.0389176309108734,1356,61.871
339,1.0289989709854126,1.0289989709854126,,,1.0223770141601562,1360,62.0455
340,1.021903395652771,1.021903395652771,,,1.0181673169136047,1364,62.2172
341,1.006651520729065,1.006651520729065,,,1.02775938808918,1368,62.3927
342,1.0016099214553833,1.0016099214553833,,,1.0416841953992844,1372,62.5668
343,1.0025041103363037,1.0025041103363037,,,1.0518481135368347,1376,62.7409
344,1.0038727521896362,1.0038727521896362,,,1.010805532336235,1380,62.9157
345,0.9962310791015625,0.9962310791015625,,,1.0049404203891754,1384,63.0907
346,0.9951499700546265,0.9951499700546265,,,1.007731318473816,1388,63.2687
347,0.9855483770370483,0.9855483770370483,,,0.995295837521553,1392,63.4404
348,0.9799758791923523,0.9799758791923523,,,1.0474018901586533,1396,63.6148
349,0.9815919995307922,0.9815919995307922,,,1.0393571108579636,1400,63.7933
350,0.9932439923286438,0.9932439923286438,,,1.019189327955246,1404,63.967
351,0.9931252598762512,0.9931252598762512,,,0.9828472435474396,1408,64.14
352,0.9877958297729492,0.9877958297729492,,,1.0076843351125717,1412,64.3175
353,0.975712776184082,0.975712776184082,,,1.012795627117157,1416,64.4901
354,0.977302074432373,0.977302074432373,,,0.9667591154575348,1420,64.6625
355,0.9811084866523743,0.9811084866523743,,,0.9798748195171356,1424,64.838
356,0.9569281339645386,0.9569281339645386,,,0.960514098405838,1428,65.0112
357,0.9494044184684753,0.9494044184684753,,,0.9634543657302856,1432,65.1833
358,0.9457739591598511,0.9457739591598511,,,0.9606385082006454,1436,65.3581
359,0.9487836956977844,0.9487836956977844,,,0.9463314265012741,1440,65.5322
360,0.9407942891120911,0.9407942891120911,,,0.94565849006176,1444,65.7094
361,0.933580219745636,0.933580219745636,,,0.9574195146560669,1448,65.8811
362,0.9389034509658813,0.9389034509658813,,,0.9562437981367111,1452,66.0555
363,0.9357519149780273,0.9357519149780273,,,0.9380059838294983,1456,66.2298
364,0.9237227439880371,0.9237227439880371,,,0.9489917159080505,1460,66.4017
365,0.9200860857963562,0.9200860857963562,,,0.9665684998035431,1464,66.5735
366,0.9240355491638184,0.9240355491638184,,,0.9460706114768982,1468,66.7473
367,0.9477523565292358,0.9477523565292358,,,0.9416833072900772,1472,66.9222
368,0.9342464208602905,0.9342464208602905,,,0.9242617338895798,1476,67.0963
369,0.9090474843978882,0.9090474843978882,,,0.9247204661369324,1480,67.2706
370,0.9020970463752747,0.9020970463752747,,,0.9069313406944275,1484,67.4439
371,0.8983194231987,0.8983194231987,,,0.9132389798760414,1488,67.6155
372,0.8929849863052368,0.8929849863052368,,,0.8973909765481949,1492,67.7911
