epoch,total_loss,state_mse,pinn_loss,elapsed_seconds
0,1.7743264436721802,1.7743101119995117,1.633167266845703e-05,0.4328
1,2.626767873764038,2.6267480850219727,1.9788742065429688e-05,0.8516
2,2.8329148292541504,2.8328940868377686,2.0742416381835938e-05,1.3212
3,2.264336347579956,2.264317035675049,1.9311904907226562e-05,1.6855
4,1.9495477676391602,1.9495283365249634,1.9431114196777344e-05,2.0979
5,1.8263969421386719,1.826377034187317,1.990795135498047e-05,2.5446
6,1.8623908758163452,1.8623707294464111,2.014636993408203e-05,2.939
7,2.137977123260498,2.137955904006958,2.1219253540039062e-05,3.3125
8,2.6807570457458496,2.680734634399414,2.2411346435546875e-05,3.6135
9,2.7651846408843994,2.7651615142822266,2.3126602172851562e-05,3.9481
10,2.6720473766326904,2.6720237731933594,2.3603439331054688e-05,4.3419
11,2.3649730682373047,2.3649489879608154,2.4080276489257812e-05,4.9239
12,1.8890093564987183,1.8889840841293335,2.5272369384765625e-05,5.3416
13,1.7938015460968018,1.7937743663787842,2.7179718017578125e-05,5.7536
14,1.8249542713165283,1.8249260187149048,2.8252601623535156e-05,6.1723
15,1.7244373559951782,1.7244089841842651,2.8371810913085938e-05,6.6132
16,1.8617501258850098,1.8617217540740967,2.8371810913085938e-05,7.043
17,1.8059767484664917,1.8059477806091309,2.8967857360839844e-05,7.4332
18,1.79020357131958,1.7901737689971924,2.9802322387695312e-05,7.8296
19,1.3366466760635376,1.3366155624389648,3.1113624572753906e-05,8.2761
20,1.428751826286316,1.4287186861038208,3.314018249511719e-05,8.7865
21,1.624527096748352,1.6244919300079346,3.516674041748047e-05,9.1467
22,1.6504911184310913,1.6504548788070679,3.62396240234375e-05,9.4885
23,1.620378017425537,1.6203410625457764,3.695487976074219e-05,9.8114
24,1.577009677886963,1.5769720077514648,3.7670135498046875e-05,10.1543
25,1.5130563974380493,1.5130181312561035,3.826618194580078e-05,10.5324
26,1.4524787664413452,1.4524401426315308,3.8623809814453125e-05,11.0019
27,1.4340676069259644,1.4340286254882812,3.898143768310547e-05,11.4767
28,1.4947267770767212,1.494687557220459,3.921985626220703e-05,11.9167
29,1.6177546977996826,1.6177154779434204,3.921985626220703e-05,12.3357
30,1.590685248374939,1.5906459093093872,3.933906555175781e-05,12.8023
31,1.3818819522857666,1.3818422555923462,3.9696693420410156e-05,13.2836
32,1.2843302488327026,1.2842891216278076,4.112720489501953e-05,13.7121
33,1.5478624105453491,1.54781973361969,4.267692565917969e-05,14.0578
34,1.7188092470169067,1.718765139579773,4.410743713378906e-05,14.3691
35,1.7960785627365112,1.7960333824157715,4.5180320739746094e-05,14.6871
36,1.7698533535003662,1.7698078155517578,4.553794860839844e-05,15.003
37,1.6659349203109741,1.6658895015716553,4.5418739318847656e-05,15.5095
38,1.5247929096221924,1.5247480869293213,4.482269287109375e-05,15.8516
39,1.356672763824463,1.35662841796875,4.4345855712890625e-05,16.2227
40,1.1346343755722046,1.134590744972229,4.363059997558594e-05,16.6891
41,1.3190988302230835,1.3190557956695557,4.303455352783203e-05,17.2064
42,1.0977351665496826,1.0976910591125488,4.410743713378906e-05,17.6192
43,1.123753547668457,1.123708724975586,4.482269287109375e-05,18.0634
44,1.1400831937789917,1.140038013458252,4.5180320739746094e-05,18.4765
45,1.1097451448440552,1.1096998453140259,4.5299530029296875e-05,18.896
46,1.0318095684051514,1.0317643880844116,4.5180320739746094e-05,19.3402
47,0.924921989440918,0.9248772859573364,4.470348358154297e-05,19.75
48,1.2534116506576538,1.25336754322052,4.410743713378906e-05,20.2061
49,1.0901789665222168,1.0901330709457397,4.589557647705078e-05,20.6272
50,1.4251949787139893,1.4251474142074585,4.756450653076172e-05,21.0195
51,1.6033223867416382,1.6032735109329224,4.887580871582031e-05,21.341
52,1.6763378381729126,1.67628812789917,4.971027374267578e-05,21.6461
53,1.667435884475708,1.6673856973648071,5.0187110900878906e-05,21.9488
54,1.6083574295043945,1.608307123184204,5.030632019042969e-05,22.241
55,1.5300471782684326,1.5299967527389526,5.042552947998047e-05,22.5581
56,1.4499014616012573,1.449851155281067,5.030632019042969e-05,22.8758
57,1.3688161373138428,1.3687658309936523,5.030632019042969e-05,23.2092
58,1.2720377445220947,1.2719875574111938,5.0187110900878906e-05,23.5689
59,1.1262215375900269,1.1261717081069946,4.982948303222656e-05,23.9643
60,1.021978497505188,1.021929383277893,4.9114227294921875e-05,24.3572
61,1.5392415523529053,1.539193034172058,4.851818084716797e-05,24.8256
62,1.0076003074645996,1.0075511932373047,4.9114227294921875e-05,25.3861
63,0.9967874884605408,0.9967374801635742,5.0008296966552734e-05,25.8331
64,1.0828992128372192,1.0828486680984497,5.054473876953125e-05,26.3906
65,1.1431137323379517,1.143062949180603,5.078315734863281e-05,26.7768
66,1.148441195487976,1.1483904123306274,5.078315734863281e-05,27.1571
67,1.0856801271438599,1.0856297016143799,5.042552947998047e-05,27.5495
68,0.9558636546134949,0.9558138251304626,4.982948303222656e-05,27.98
69,0.8080726861953735,0.8080236911773682,4.8995018005371094e-05,28.3758
70,1.116824746131897,1.116776704788208,4.8041343688964844e-05,28.8051
71,0.8328516483306885,0.8328033685684204,4.8279762268066406e-05,29.2909
72,0.8586004972457886,0.8585511445999146,4.935264587402344e-05,29.7266
73,1.0774204730987549,1.077370285987854,5.0187110900878906e-05,30.1194
74,1.1743046045303345,1.174254059791565,5.054473876953125e-05,30.495
75,1.1597307920455933,1.1596801280975342,5.066394805908203e-05,30.8663
76,1.0367307662963867,1.0366802215576172,5.054473876953125e-05,31.2576
77,0.8077513575553894,0.8077013492584229,5.0008296966552734e-05,31.695
78,0.7641116976737976,0.7640623450279236,4.935264587402344e-05,32.1557
79,0.9291900992393494,0.9291406869888306,4.941225051879883e-05,32.6626
80,0.7566413879394531,0.7565905451774597,5.08427619934082e-05,33.1287
81,0.9376145601272583,0.9375627636909485,5.179643630981445e-05,33.5386
82,1.0092443227767944,1.009191870689392,5.245208740234375e-05,33.9271
83,0.983012318611145,0.9829596281051636,5.269050598144531e-05,34.3126
84,0.8732568621635437,0.8732041716575623,5.269050598144531e-05,34.748
85,0.7155101299285889,0.7154577970504761,5.233287811279297e-05,35.2084
86,0.7822789549827576,0.7822271585464478,5.179643630981445e-05,35.7539
87,0.8729159832000732,0.8728641271591187,5.1856040954589844e-05,36.2384
88,0.6630392670631409,0.6629865765571594,5.269050598144531e-05,36.8426
89,0.7688249349594116,0.7687714695930481,5.346536636352539e-05,37.2891
90,0.8299502730369568,0.8298965096473694,5.3763389587402344e-05,37.7041
91,0.8048306107521057,0.8047767877578735,5.3822994232177734e-05,38.1274
92,0.6953969597816467,0.6953434944152832,5.346536636352539e-05,38.571
93,0.6212673783302307,0.6212145090103149,5.2869319915771484e-05,39.272
94,0.7326178550720215,0.7325652241706848,5.263090133666992e-05,39.7774
95,0.590378999710083,0.5903260111808777,5.2988529205322266e-05,40.3235
96,0.6356207132339478,0.6355672478675842,5.346536636352539e-05,40.8804
97,0.6661235690116882,0.6660699844360352,5.358457565307617e-05,41.3299
98,0.5960288047790527,0.5959754586219788,5.334615707397461e-05,41.7732
99,0.6017857193946838,0.6017328500747681,5.2869319915771484e-05,42.2748
100,0.6140236258506775,0.6139707565307617,5.2869319915771484e-05,42.8448
101,0.5717794895172119,0.5717260241508484,5.346536636352539e-05,43.3043
102,0.6165506839752197,0.6164969205856323,5.3763389587402344e-05,43.7324
103,0.5764503479003906,0.576396644115448,5.370378494262695e-05,44.1799
104,0.5635708570480347,0.5635173916816711,5.346536636352539e-05,44.6413
105,0.5834681391716003,0.583414614200592,5.352497100830078e-05,45.2199
106,0.5424533486366272,0.5423992872238159,5.40614128112793e-05,45.6697
107,0.569693922996521,0.5696395039558411,5.441904067993164e-05,46.1122
108,0.5448687076568604,0.5448142290115356,5.447864532470703e-05,46.5502
109,0.5388818979263306,0.5388275980949402,5.429983139038086e-05,46.9971
110,0.5484311580657959,0.548376739025116,5.441904067993164e-05,47.46
111,0.5235689878463745,0.5235142111778259,5.4776668548583984e-05,47.9359
112,0.5405979156494141,0.5405428409576416,5.507469177246094e-05,48.3855
113,0.5215681791305542,0.5215131640434265,5.501508712768555e-05,48.8109
114,0.5240800976753235,0.5240252614021301,5.4836273193359375e-05,49.2495
115,0.5205201506614685,0.5204652547836304,5.4895877838134766e-05,49.6871
116,0.5113496780395508,0.5112945437431335,5.513429641723633e-05,50.1286
117,0.5175157785415649,0.5174605846405029,5.519390106201172e-05,50.565
118,0.50168377161026,0.5016287565231323,5.501508712768555e-05,50.9997
119,0.5115758776664734,0.5115209817886353,5.4895877838134766e-05,51.4363
120,0.4975820779800415,0.4975270926952362,5.498528480529785e-05,51.9654
121,0.5037603974342346,0.5037052631378174,5.513429641723633e-05,52.3882
122,0.49636054039001465,0.4963054060935974,5.513429641723633e-05,52.8078
123,0.49715593457221985,0.49710094928741455,5.498528480529785e-05,53.2248
124,0.4935162365436554,0.49346116185188293,5.507469177246094e-05,53.6451
125,0.4919828474521637,0.4919275641441345,5.5283308029174805e-05,54.1481
126,0.49113598465919495,0.4910805821418762,5.5402517318725586e-05,54.5493
127,0.4861190915107727,0.48606371879577637,5.537271499633789e-05,54.9616
128,0.487347811460495,0.4872923791408539,5.543231964111328e-05,55.3765
129,0.48204267024993896,0.48198699951171875,5.5670738220214844e-05,55.7845
130,0.4837985932826996,0.48374274373054504,5.5849552154541016e-05,56.1966
131,0.4785875380039215,0.4785316586494446,5.587935447692871e-05,56.7257
132,0.4803560674190521,0.4803001284599304,5.59389591217041e-05,57.1563
133,0.47592636942863464,0.4758702516555786,5.6117773056030273e-05,57.5593
134,0.47720128297805786,0.4771450161933899,5.626678466796875e-05,57.9621
135,0.4738314747810364,0.47377514839172363,5.632638931274414e-05,58.3763
136,0.4742740988731384,0.4742177724838257,5.632638931274414e-05,58.7844
137,0.4716545641422272,0.4715981185436249,5.644559860229492e-05,59.186
138,0.4713497459888458,0.4712931513786316,5.65946102142334e-05,59.5893
139,0.4697081446647644,0.4696515202522278,5.6624412536621094e-05,59.989
140,0.46881142258644104,0.4687547981739044,5.6624412536621094e-05,60.406
141,0.4678148627281189,0.4677581787109375,5.6684017181396484e-05,60.8056
142,0.4665951430797577,0.46653833985328674,5.6803226470947266e-05,61.2171
143,0.46593695878982544,0.4658800959587097,5.6862831115722656e-05,61.6207
144,0.4646206498146057,0.4645637571811676,5.689263343811035e-05,62.0245
145,0.46415650844573975,0.46409955620765686,5.695223808288574e-05,62.4275
146,0.4628852307796478,0.4628281593322754,5.7071447372436523e-05,62.83
147,0.46247050166130066,0.46241334080696106,5.716085433959961e-05,63.2282
148,0.46116751432418823,0.46111029386520386,5.7220458984375e-05,63.7347
149,0.46085309982299805,0.4607958197593689,5.728006362915039e-05,64.1406
150,0.4596030116081238,0.4595456123352051,5.739927291870117e-05,64.5495
151,0.4592793881893158,0.45922186970710754,5.751848220825195e-05,64.9618
